# create_pdfuncert_schemeB.py -sqrts 10 -Q8
# N3LO cross-section {deltaPDF}
0.00671622360324


# N3LO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.00879316379552
10.0 20.0 0.00876252836936
20.0 30.0 0.00855330590846
30.0 40.0 0.00823537331776
40.0 50.0 0.00803625172026
50.0 60.0 0.00761570008494
60.0 70.0 0.00733679672163
70.0 80.0 0.00711934444388
80.0 90.0 0.00649921566714
90.0 100.0 0.00648084186996
100.0 110.0 0.00584925954987
110.0 120.0 0.00568270435857
120.0 130.0 0.00540009871425
130.0 140.0 0.00508623017377
140.0 150.0 0.00492336198523
150.0 160.0 0.0047313473615
160.0 170.0 0.00441495255501
170.0 180.0 0.00388426116082
180.0 190.0 0.00469885335209
190.0 200.0 0.00355400324579
200.0 210.0 0.00397855291951
210.0 220.0 0.00348914202326
220.0 230.0 0.00341833610373
230.0 240.0 0.00295839617349
240.0 250.0 0.00359766248086
250.0 260.0 0.00280722451224
260.0 270.0 0.00364767733962
270.0 280.0 0.0029934326463
280.0 290.0 0.00348113384548
290.0 300.0 0.00199760535112
300.0 310.0 0.00275642083385
310.0 320.0 0.00287962018975
320.0 330.0 0.00312614220673
330.0 340.0 0.00264219380624
340.0 350.0 0.00243932974642
350.0 360.0 0.00235358458268
360.0 370.0 0.00197279945809
370.0 380.0 0.00127232775122
380.0 390.0 0.00507803766595
390.0 400.0 0.00182616173992
400.0 410.0 0.00319735427527
410.0 420.0 0.000836509684668
420.0 430.0 0.00282142823081
430.0 440.0 0.00257127748382
440.0 450.0 0.00296241268188
450.0 460.0 0.00125126278699
460.0 470.0 0.00355263380432
470.0 480.0 0.00225897876602
480.0 490.0 0.00120835570327
490.0 500.0 0.00490741564983
500.0 510.0 0.00210602761035
510.0 520.0 0.0026474503669
520.0 530.0 0.000716701726423
530.0 540.0 0.00355608599452
540.0 550.0 0.00257207225087
550.0 560.0 0.00920898017329
560.0 570.0 0.00137431549265
570.0 580.0 0.00181907126392
580.0 590.0 0.0015818770576
590.0 600.0 0.000543000894895


# N3LO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0
-5.5 -5.0 0.0
-5.0 -4.5 0.0
-4.5 -4.0 0.0265492823811
-4.0 -3.5 0.00427121198865
-3.5 -3.0 0.0129831195753
-3.0 -2.5 0.0131939344352
-2.5 -2.0 0.0110703670492
-2.0 -1.5 0.00895895230393
-1.5 -1.0 0.00685933563615
-1.0 -0.5 0.00520140517282
-0.5 0.0 0.00426623139892
0.0 0.5 0.00420767236274
0.5 1.0 0.00522596855221
1.0 1.5 0.00679462785644
1.5 2.0 0.00906581236864
2.0 2.5 0.0110951725051
2.5 3.0 0.0128942220154
3.0 3.5 0.0131607063049
3.5 4.0 0.00397342632029
4.0 4.5 0.0153029453918
4.5 5.0 0.0
5.0 5.5 0.0
5.5 6.0 0.0


