#  ./merge-energies-schemeB.sh
# {sqrts, pdf-uncert}
# N3LO cross-section
1 0.00322259346638
7 0.0051665833498
10 0.00671622360324
13 0.00793506687662
20 0.00993078796366
30 0.0116086726043
40 0.0125677111166
60 0.0134988451411
80 0.0137904795546
100 0.0137826221826


# NNLO cross-section
1 0.0027742509023
7 0.0113413950182
10 0.013568806406
13 0.0154741946563
20 0.0190943672091
30 0.0230240700113
40 0.0261008485268
60 0.0308607261813
80 0.0345389943681
100 0.0375914619361


