# create_pdfuncert_schemeB.py -sqrts 100 -NNLO -Q5
# NNLO cross-section {deltaPDF}
0.070718512499


# NNLO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.0758033256378
10.0 20.0 0.075799717025
20.0 30.0 0.0755355699882
30.0 40.0 0.075410498915
40.0 50.0 0.0753539478477
50.0 60.0 0.07469390864
60.0 70.0 0.0741338736524
70.0 80.0 0.0735717640961
80.0 90.0 0.0732156566922
90.0 100.0 0.0724232780553
100.0 110.0 0.0706331768163
110.0 120.0 0.0713903463327
120.0 130.0 0.0698491226827
130.0 140.0 0.069100070539
140.0 150.0 0.0687411944446
150.0 160.0 0.0673371907017
160.0 170.0 0.0668175239825
170.0 180.0 0.0659815464321
180.0 190.0 0.0656155253779
190.0 200.0 0.0632806283263
200.0 210.0 0.0638154962781
210.0 220.0 0.0626276529767
220.0 230.0 0.0630368864831
230.0 240.0 0.0622903562617
240.0 250.0 0.0612524042079
250.0 260.0 0.060010975894
260.0 270.0 0.0603078960636
270.0 280.0 0.0561479973957
280.0 290.0 0.059570437901
290.0 300.0 0.0566420740166
300.0 310.0 0.0592237788581
310.0 320.0 0.0574253210641
320.0 330.0 0.0575039473877
330.0 340.0 0.0536640103695
340.0 350.0 0.0548314028171
350.0 360.0 0.055684941022
360.0 370.0 0.0522668248507
370.0 380.0 0.054386328007
380.0 390.0 0.0537010265998
390.0 400.0 0.0492436617716
400.0 410.0 0.0545934764605
410.0 420.0 0.0508293043569
420.0 430.0 0.054108644158
430.0 440.0 0.0447517373868
440.0 450.0 0.0536864007621
450.0 460.0 0.0503075259247
460.0 470.0 0.0489504929356
470.0 480.0 0.0501963625736
480.0 490.0 0.0527800778356
490.0 500.0 0.04677515182
500.0 510.0 0.0472044997136
510.0 520.0 0.0460105191338
520.0 530.0 0.0427076851095
530.0 540.0 0.0630347331504
540.0 550.0 0.0391666995567
550.0 560.0 0.0381024327929
560.0 570.0 0.0497150039255
570.0 580.0 0.0455722349407
580.0 590.0 0.0452521357984
590.0 600.0 0.0567686233262


# NNLO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0796415819273
-5.5 -5.0 0.0950877951598
-5.0 -4.5 0.0933113118787
-4.5 -4.0 0.0870780146964
-4.0 -3.5 0.0825262120275
-3.5 -3.0 0.07779769355
-3.0 -2.5 0.073998299815
-2.5 -2.0 0.0703882259085
-2.0 -1.5 0.0681990844904
-1.5 -1.0 0.0665831349241
-1.0 -0.5 0.065604537263
-0.5 0.0 0.0653689296252
0.0 0.5 0.0652183995976
0.5 1.0 0.0654930964302
1.0 1.5 0.0668183450743
1.5 2.0 0.0676889543906
2.0 2.5 0.0708383265665
2.5 3.0 0.0737098705067
3.0 3.5 0.0783221337998
3.5 4.0 0.0826148578572
4.0 4.5 0.0875977650925
4.5 5.0 0.0921361177805
5.0 5.5 0.0938887757928
5.5 6.0 0.0814584665821


