# create_pdfuncert.py -sqrts 1
# NNLO cross-section {deltaPDF}
0.00247939077279


# NNLO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.00416523804379
10.0 20.0 0.00387317672084
20.0 30.0 0.00343369372365
30.0 40.0 0.00302174291787
40.0 50.0 0.00252211249241
50.0 60.0 0.00202776477801
60.0 70.0 0.00164468085248
70.0 80.0 0.00115818523275
80.0 90.0 0.000771662894565
90.0 100.0 0.000493406923007
100.0 110.0 0.000285320431181
110.0 120.0 6.35542055834e-05
120.0 130.0 7.9482209046e-05
130.0 140.0 0.000135548102025
140.0 150.0 0.000682877158799
150.0 160.0 0.00106421782208
160.0 170.0 0.00185070615225
170.0 180.0 0.00332104378603
180.0 190.0 0.00359486606512
190.0 200.0 0.00572019995616
200.0 210.0 0.00710128116296
210.0 220.0 0.0119626463399
220.0 230.0 0.0124045539633
230.0 240.0 0.0125761765785
240.0 250.0 0.0260807127009
250.0 260.0 0.0238029257193
260.0 270.0 0.0292737396883
270.0 280.0 0.0363449783536
280.0 290.0 0.0333849251499
290.0 300.0 0.0444889045401
300.0 310.0 0.0470185098169
310.0 320.0 0.0434855601891
320.0 330.0 0.0706066347517
330.0 340.0 0.0667963356343
340.0 350.0 0.0506504022812
350.0 360.0 0.1108928863
360.0 370.0 0.070908097581
370.0 380.0 0.091213253767
380.0 390.0 0.131611399851
390.0 400.0 0.105360369392
400.0 410.0 0.00232537792242
410.0 420.0 0.125993468594
420.0 430.0 0.0660403572795
430.0 440.0 0.112597044248
440.0 450.0 0.104988905128
450.0 460.0 0.0315760568516
460.0 470.0 0.0613130865436
470.0 480.0 0.00641474241022
480.0 490.0 0.0458235983425
490.0 500.0 0.081991561332
500.0 510.0 0.0
510.0 520.0 0.0
520.0 530.0 0.0
530.0 540.0 0.0
540.0 550.0 0.0
550.0 560.0 0.0
560.0 570.0 0.0
570.0 580.0 0.0
580.0 590.0 0.0
590.0 600.0 0.0


# NNLO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0
-5.5 -5.0 0.0
-5.0 -4.5 0.0
-4.5 -4.0 0.0
-4.0 -3.5 0.0
-3.5 -3.0 0.0
-3.0 -2.5 0.0
-2.5 -2.0 0.035279599112
-2.0 -1.5 0.0182091415547
-1.5 -1.0 0.00255502882022
-1.0 -0.5 0.0017652872632
-0.5 0.0 0.00278300634043
0.0 0.5 0.00277900255115
0.5 1.0 0.0017939332106
1.0 1.5 0.00255083532003
1.5 2.0 0.0177092504942
2.0 2.5 0.0482120983987
2.5 3.0 0.0
3.0 3.5 0.0
3.5 4.0 0.0
4.0 4.5 0.0
4.5 5.0 0.0
5.0 5.5 0.0
5.5 6.0 0.0


