# create_pdfuncert_schemeB.py -sqrts 40 -Q20
# N3LO cross-section {deltaPDF}
0.00322413377381


# N3LO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.00374223945176
10.0 20.0 0.00371631099813
20.0 30.0 0.003654810774
30.0 40.0 0.00357201790235
40.0 50.0 0.00351348773131
50.0 60.0 0.00366253127185
60.0 70.0 0.00349350668849
70.0 80.0 0.00332958187799
80.0 90.0 0.00325287717606
90.0 100.0 0.00337119435635
100.0 110.0 0.00314701487388
110.0 120.0 0.00319269592248
120.0 130.0 0.00307949329429
130.0 140.0 0.00290143571661
140.0 150.0 0.00300789123408
150.0 160.0 0.00293997704679
160.0 170.0 0.00280022453364
170.0 180.0 0.00291836045527
180.0 190.0 0.00257691178525
190.0 200.0 0.00279077094648
200.0 210.0 0.00250340829605
210.0 220.0 0.00242555209853
220.0 230.0 0.00252299133154
230.0 240.0 0.00242786675761
240.0 250.0 0.00206071117741
250.0 260.0 0.00235055628356
260.0 270.0 0.00251431631671
270.0 280.0 0.0025092441821
280.0 290.0 0.00146516566319
290.0 300.0 0.00274146460213
300.0 310.0 0.00209484230178
310.0 320.0 0.00169307714325
320.0 330.0 0.0022538955753
330.0 340.0 0.00245922469445
340.0 350.0 0.00144019196113
350.0 360.0 0.00231066335115
360.0 370.0 0.00158041569183
370.0 380.0 0.00203038243635
380.0 390.0 0.00162600700808
390.0 400.0 0.00129485653515
400.0 410.0 0.00246063185858
410.0 420.0 0.0019130212983
420.0 430.0 4.00161677044e-05
430.0 440.0 0.0022031359664
440.0 450.0 0.00357759501693
450.0 460.0 0.00133762449782
460.0 470.0 0.00161231521947
470.0 480.0 0.00122741244701
480.0 490.0 0.00487987904314
490.0 500.0 0.000975020372311
500.0 510.0 0.00107504430563
510.0 520.0 0.00311277351449
520.0 530.0 0.000940990494365
530.0 540.0 0.00152199510469
540.0 550.0 0.000370561706258
550.0 560.0 0.00606330274411
560.0 570.0 0.00223776707078
570.0 580.0 0.00442060651057
580.0 590.0 0.00335074474061
590.0 600.0 0.00464641658453


# N3LO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0132458511478
-5.5 -5.0 0.00152765439941
-5.0 -4.5 0.00174596341776
-4.5 -4.0 0.00444507798334
-4.0 -3.5 0.004167701073
-3.5 -3.0 0.00362779448458
-3.0 -2.5 0.00383401219854
-2.5 -2.0 0.0034132900875
-2.0 -1.5 0.00323672692958
-1.5 -1.0 0.00312429060105
-1.0 -0.5 0.00289539769676
-0.5 0.0 0.00283721501597
0.0 0.5 0.00288608474723
0.5 1.0 0.00294539957964
1.0 1.5 0.00295622967112
1.5 2.0 0.00332239973814
2.0 2.5 0.003447973941
2.5 3.0 0.0038683996002
3.0 3.5 0.00378594657007
3.5 4.0 0.00407161241876
4.0 4.5 0.00417692803361
4.5 5.0 0.0016207168393
5.0 5.5 0.00049783641404
5.5 6.0 0.031317052953


