# create_pdfuncert_schemeB.py -sqrts 100 -NNLO -Q8
# NNLO cross-section {deltaPDF}
0.0375914619361


# NNLO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.0393826456251
10.0 20.0 0.0394535910623
20.0 30.0 0.0392810072649
30.0 40.0 0.039389465892
40.0 50.0 0.0396153295513
50.0 60.0 0.039321061216
60.0 70.0 0.0391337561124
70.0 80.0 0.038972468852
80.0 90.0 0.0389490440414
90.0 100.0 0.0388157649862
100.0 110.0 0.0375195943468
110.0 120.0 0.0380045643101
120.0 130.0 0.0377368279769
130.0 140.0 0.0369093527907
140.0 150.0 0.0372233766219
150.0 160.0 0.035927014294
160.0 170.0 0.035729935472
170.0 180.0 0.0359802568446
180.0 190.0 0.0351883607371
190.0 200.0 0.0341996527186
200.0 210.0 0.0347471193716
210.0 220.0 0.0347421140449
220.0 230.0 0.032656323203
230.0 240.0 0.0338191390676
240.0 250.0 0.03370445967
250.0 260.0 0.0322952935603
260.0 270.0 0.0333389705482
270.0 280.0 0.0313398176915
280.0 290.0 0.0306347834556
290.0 300.0 0.0321023052382
300.0 310.0 0.0301534746042
310.0 320.0 0.033216090512
320.0 330.0 0.0305349178829
330.0 340.0 0.0294576541624
340.0 350.0 0.027671165855
350.0 360.0 0.0326921537741
360.0 370.0 0.0277276010233
370.0 380.0 0.0304377041162
380.0 390.0 0.0294925561956
390.0 400.0 0.0259164565521
400.0 410.0 0.0285321133083
410.0 420.0 0.03082586249
420.0 430.0 0.0275622318658
430.0 440.0 0.0241331160193
440.0 450.0 0.0314085132044
450.0 460.0 0.0259010809744
460.0 470.0 0.0266199674239
470.0 480.0 0.0262614392616
480.0 490.0 0.032803103582
490.0 500.0 0.024718560848
500.0 510.0 0.0223937557984
510.0 520.0 0.0244128883822
520.0 530.0 0.0242205352824
530.0 540.0 0.0343736513372
540.0 550.0 0.0270040645563
550.0 560.0 0.0169380694875
560.0 570.0 0.0291387439138
570.0 580.0 0.0190799611598
580.0 590.0 0.0271337821227
590.0 600.0 0.0360678095981


# NNLO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0521700974353
-5.5 -5.0 0.0641429383785
-5.0 -4.5 0.0603314772385
-4.5 -4.0 0.0535947729778
-4.0 -3.5 0.0494702136131
-3.5 -3.0 0.0443566036832
-3.0 -2.5 0.0410400974647
-2.5 -2.0 0.0374443938668
-2.0 -1.5 0.0352738235313
-1.5 -1.0 0.0334989611856
-1.0 -0.5 0.0323614189136
-0.5 0.0 0.0319063662908
0.0 0.5 0.0318325500743
0.5 1.0 0.0323671759804
1.0 1.5 0.0336066083064
1.5 2.0 0.034913590699
2.0 2.5 0.0378133813987
2.5 3.0 0.0407433963397
3.0 3.5 0.0451528158469
3.5 4.0 0.0491128230185
4.0 4.5 0.0541790053785
4.5 5.0 0.059617410637
5.0 5.5 0.0615286014418
5.5 6.0 0.0578626580783


