# create_pdfuncert.py -sqrts 10
# NNLO cross-section {deltaPDF}
0.0100749950329


# NNLO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.0128947722279
10.0 20.0 0.0127117258902
20.0 30.0 0.0123757948929
30.0 40.0 0.0119145830216
40.0 50.0 0.0115766042355
50.0 60.0 0.0110770692353
60.0 70.0 0.0106217358254
70.0 80.0 0.0102585302402
80.0 90.0 0.00983039391737
90.0 100.0 0.00958348072995
100.0 110.0 0.00900225299853
110.0 120.0 0.0089148736511
120.0 130.0 0.00855802312701
130.0 140.0 0.00813269408993
140.0 150.0 0.00822052656856
150.0 160.0 0.00788304477237
160.0 170.0 0.00753556615697
170.0 180.0 0.00735361323641
180.0 190.0 0.00729140648119
190.0 200.0 0.00702518433177
200.0 210.0 0.00695268416248
210.0 220.0 0.00664754359871
220.0 230.0 0.00644052973381
230.0 240.0 0.0065402387746
240.0 250.0 0.00610122240098
250.0 260.0 0.00629803310362
260.0 270.0 0.00632456565552
270.0 280.0 0.00605559855215
280.0 290.0 0.00576169303336
290.0 300.0 0.00529497950698
300.0 310.0 0.00581241593856
310.0 320.0 0.00496350928692
320.0 330.0 0.00539242352799
330.0 340.0 0.00580723817198
340.0 350.0 0.00526310358839
350.0 360.0 0.00502075255066
360.0 370.0 0.00518169901598
370.0 380.0 0.00468482176687
380.0 390.0 0.00570993814476
390.0 400.0 0.00391742407948
400.0 410.0 0.00708577153935
410.0 420.0 0.00344666159216
420.0 430.0 0.00473661484233
430.0 440.0 0.00558442344194
440.0 450.0 0.00404759593142
450.0 460.0 0.00313220884712
460.0 470.0 0.00369133841355
470.0 480.0 0.003375474751
480.0 490.0 0.00678020252467
490.0 500.0 0.00414801026877
500.0 510.0 0.00285119724181
510.0 520.0 0.00397579116975
520.0 530.0 0.00167869023178
530.0 540.0 0.00421297016141
540.0 550.0 0.00823560764265
550.0 560.0 0.00369241702429
560.0 570.0 0.000139641594381
570.0 580.0 0.00559336636415
580.0 590.0 0.0034709227473
590.0 600.0 0.00322937238805


# NNLO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0
-5.5 -5.0 0.0
-5.0 -4.5 0.0
-4.5 -4.0 0.0333964156532
-4.0 -3.5 0.0101459050974
-3.5 -3.0 0.00899949874661
-3.0 -2.5 0.0103728569764
-2.5 -2.0 0.0109791819483
-2.0 -1.5 0.0107787659597
-1.5 -1.0 0.0102847436569
-1.0 -0.5 0.00977721435816
-0.5 0.0 0.00950364974113
0.0 0.5 0.00949696939054
0.5 1.0 0.00978158666854
1.0 1.5 0.0102651520697
1.5 2.0 0.0107942124678
2.0 2.5 0.0109783951787
2.5 3.0 0.0104175196185
3.0 3.5 0.00896381838891
3.5 4.0 0.0110994959467
4.0 4.5 0.0317715326828
4.5 5.0 0.0
5.0 5.5 0.0
5.5 6.0 0.0


