#  ./merge-energies-schemeB.sh
# {sqrts, pdf-uncert}
# N3LO cross-section
1 0.00456864282622
7 0.00892447491819
10 0.0117919251061
13 0.0139733991319
20 0.0174006347997
30 0.0200734834168
40 0.0214358317143
60 0.0224715642103
80 0.0224491830867
100 0.0219703224982


# NNLO cross-section
1 0.00806480939478
7 0.0235291802796
10 0.0281072890056
13 0.0319556611171
20 0.0390372514077
30 0.0463921498271
40 0.0519022622453
60 0.0600208307626
80 0.0659769463377
100 0.070718512499


