# create_pdfuncert.py -sqrts 13
# NNLO cross-section {deltaPDF}
0.0109926210638


# NNLO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.0140252469869
10.0 20.0 0.0138517584198
20.0 30.0 0.0134702995871
30.0 40.0 0.0130562152043
40.0 50.0 0.012647090667
50.0 60.0 0.0121141037655
60.0 70.0 0.0117820176041
70.0 80.0 0.0111621220924
80.0 90.0 0.0109181649756
90.0 100.0 0.0104350642571
100.0 110.0 0.0101551365885
110.0 120.0 0.00968700584171
120.0 130.0 0.00956482323286
130.0 140.0 0.00921747554887
140.0 150.0 0.00891406722772
150.0 160.0 0.00883255787004
160.0 170.0 0.00838399914806
170.0 180.0 0.00821099133602
180.0 190.0 0.00830033539215
190.0 200.0 0.00780804138318
200.0 210.0 0.00771704722134
210.0 220.0 0.00742440705609
220.0 230.0 0.00744778832475
230.0 240.0 0.00720164363778
240.0 250.0 0.00674080162716
250.0 260.0 0.0070046676469
260.0 270.0 0.00666226321795
270.0 280.0 0.0065036915037
280.0 290.0 0.00720945611281
290.0 300.0 0.00695087905988
300.0 310.0 0.00595085311477
310.0 320.0 0.00674436745108
320.0 330.0 0.00579989914435
330.0 340.0 0.00676962799276
340.0 350.0 0.00556537768909
350.0 360.0 0.00586180315082
360.0 370.0 0.00496031656036
370.0 380.0 0.00550275331975
380.0 390.0 0.00718995841489
390.0 400.0 0.00559761722427
400.0 410.0 0.00496331236863
410.0 420.0 0.00538235578663
420.0 430.0 0.00473088355198
430.0 440.0 0.00713577360777
440.0 450.0 0.00604187563115
450.0 460.0 0.0032092157052
460.0 470.0 0.0059778809527
470.0 480.0 0.00375480447446
480.0 490.0 0.00685953610395
490.0 500.0 0.00303747194307
500.0 510.0 0.00525294234424
510.0 520.0 0.00489612848712
520.0 530.0 0.00305402825933
530.0 540.0 0.00528206841292
540.0 550.0 0.0049418273175
550.0 560.0 0.00504609081755
560.0 570.0 0.00162414210744
570.0 580.0 0.00999955530267
580.0 590.0 0.00207134973492
590.0 600.0 0.00444680781228


# NNLO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0
-5.5 -5.0 0.0
-5.0 -4.5 0.0425255935324
-4.5 -4.0 0.0153279288648
-4.0 -3.5 0.00919369258556
-3.5 -3.0 0.0106046365533
-3.0 -2.5 0.0119986321841
-2.5 -2.0 0.0120893294308
-2.0 -1.5 0.0116984051376
-1.5 -1.0 0.0111149221765
-1.0 -0.5 0.0105532647153
-0.5 0.0 0.0102557040029
0.0 0.5 0.0102760895284
0.5 1.0 0.0106119919001
1.0 1.5 0.0110737212344
1.5 2.0 0.011705284395
2.0 2.5 0.0121268680383
2.5 3.0 0.0119344432362
3.0 3.5 0.0105396172687
3.5 4.0 0.00899736361235
4.0 4.5 0.0144256356009
4.5 5.0 0.0584189785505
5.0 5.5 0.0
5.5 6.0 0.0


