# create_pdfuncert_schemeB.py -sqrts 40 -NNLO -Q8
# NNLO cross-section {deltaPDF}
0.0261008485268


# NNLO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.0270028642165
10.0 20.0 0.0272416304762
20.0 30.0 0.0273369118139
30.0 40.0 0.0274542279956
40.0 50.0 0.0274388882387
50.0 60.0 0.0274381829229
60.0 70.0 0.0273732271366
70.0 80.0 0.0272541705273
80.0 90.0 0.0268906972412
90.0 100.0 0.027015355857
100.0 110.0 0.0259622226647
110.0 120.0 0.0265296223798
120.0 130.0 0.0256495767261
130.0 140.0 0.0257204091464
140.0 150.0 0.0251461245612
150.0 160.0 0.0249027580387
160.0 170.0 0.0243744041898
170.0 180.0 0.0241398040308
180.0 190.0 0.0235273361816
190.0 200.0 0.0234298674482
200.0 210.0 0.0234605723323
210.0 220.0 0.0228316883416
220.0 230.0 0.0221950371543
230.0 240.0 0.0223592331495
240.0 250.0 0.021717151335
250.0 260.0 0.0209386898986
260.0 270.0 0.0220344016858
270.0 280.0 0.0209350388289
280.0 290.0 0.0211066532587
290.0 300.0 0.0203024838023
300.0 310.0 0.0211939544257
310.0 320.0 0.0202191030709
320.0 330.0 0.0178680315067
330.0 340.0 0.0202449301507
340.0 350.0 0.0203460823981
350.0 360.0 0.0182549391904
360.0 370.0 0.0201221417766
370.0 380.0 0.0159578252082
380.0 390.0 0.020864675019
390.0 400.0 0.0188370636161
400.0 410.0 0.0155941734922
410.0 420.0 0.01758790803
420.0 430.0 0.0199137997128
430.0 440.0 0.0184463696876
440.0 450.0 0.0149711214498
450.0 460.0 0.0165517551244
460.0 470.0 0.0188928515469
470.0 480.0 0.0165589656227
480.0 490.0 0.017424968406
490.0 500.0 0.0178939714517
500.0 510.0 0.0137287797931
510.0 520.0 0.0184815447758
520.0 530.0 0.0126607163889
530.0 540.0 0.0200523911671
540.0 550.0 0.0202207691608
550.0 560.0 0.00236140586805
560.0 570.0 0.0225422356254
570.0 580.0 0.0133371335243
580.0 590.0 0.0193114307503
590.0 600.0 0.00969735953483


# NNLO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.141974427135
-5.5 -5.0 0.00704056798515
-5.0 -4.5 0.0359183057346
-4.5 -4.0 0.0396133711033
-4.0 -3.5 0.038353954135
-3.5 -3.0 0.0353950223515
-3.0 -2.5 0.0318148598702
-2.5 -2.0 0.028634859738
-2.0 -1.5 0.0260047070132
-1.5 -1.0 0.0237713646147
-1.0 -0.5 0.0224258110685
-0.5 0.0 0.0216001034258
0.0 0.5 0.0215480605346
0.5 1.0 0.0224007472273
1.0 1.5 0.0238040189795
1.5 2.0 0.0260031067989
2.0 2.5 0.02853702153
2.5 3.0 0.0321018481085
3.0 3.5 0.0353578268869
3.5 4.0 0.0381845958924
4.0 4.5 0.0403105029521
4.5 5.0 0.0337789527143
5.0 5.5 0.00435970371347
5.5 6.0 0.164710647659


