# create_pdfuncert_schemeB.py -sqrts 1 -Q5
# N3LO cross-section {deltaPDF}
0.00456864282622


# N3LO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.00390288068715
10.0 20.0 0.00400190660789
20.0 30.0 0.00413570408191
30.0 40.0 0.00429149212822
40.0 50.0 0.00452483774397
50.0 60.0 0.00476609079463
60.0 70.0 0.00509077308783
70.0 80.0 0.00519614125638
80.0 90.0 0.00530469513151
90.0 100.0 0.00547674680092
100.0 110.0 0.00557529679643
110.0 120.0 0.0056882188352
120.0 130.0 0.00513390923952
130.0 140.0 0.00518022711206
140.0 150.0 0.00434595910339
150.0 160.0 0.00403931188485
160.0 170.0 0.00367165779286
170.0 180.0 0.00157677216808
180.0 190.0 0.00139257085345
190.0 200.0 0.00216194366977
200.0 210.0 0.000684508381966
210.0 220.0 0.00435761078055
220.0 230.0 0.00489134182313
230.0 240.0 0.00990582691259
240.0 250.0 0.0190300084249
250.0 260.0 0.00651777863999
260.0 270.0 0.0178872223709
270.0 280.0 0.0207291966467
280.0 290.0 0.0571783258873
290.0 300.0 0.0450156636173
300.0 310.0 0.0156169183748
310.0 320.0 0.0239664047792
320.0 330.0 0.0792925353736
330.0 340.0 0.061887415466
340.0 350.0 0.0588986098743
350.0 360.0 0.0475623871139
360.0 370.0 0.122264368255
370.0 380.0 0.116593576957
380.0 390.0 0.139949422335
390.0 400.0 0.112531023612
400.0 410.0 0.144361561386
410.0 420.0 0.106680470554
420.0 430.0 0.0726928895526
430.0 440.0 0.299996078991
440.0 450.0 0.254591409198
450.0 460.0 0.227767145542
460.0 470.0 0.40050506589
470.0 480.0 0.424094186002
480.0 490.0 0.461228430268
490.0 500.0 0.65117060689
500.0 510.0 0.0
510.0 520.0 0.0
520.0 530.0 0.0
530.0 540.0 0.0
540.0 550.0 0.0
550.0 560.0 0.0
560.0 570.0 0.0
570.0 580.0 0.0
580.0 590.0 0.0
590.0 600.0 0.0


# N3LO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0
-5.5 -5.0 0.0
-5.0 -4.5 0.0
-4.5 -4.0 0.0
-4.0 -3.5 0.0
-3.5 -3.0 0.0
-3.0 -2.5 0.0
-2.5 -2.0 0.203227498594
-2.0 -1.5 0.021238850981
-1.5 -1.0 1.69576390654e-05
-1.0 -0.5 0.00470501831844
-0.5 0.0 0.00503943640955
0.0 0.5 0.00503774534129
0.5 1.0 0.00472058400317
1.0 1.5 0.000214747873761
1.5 2.0 0.0210317703208
2.0 2.5 0.186102325628
2.5 3.0 0.0
3.0 3.5 0.0
3.5 4.0 0.0
4.0 4.5 0.0
4.5 5.0 0.0
5.0 5.5 0.0
5.5 6.0 0.0


