# create_pdfuncert_schemeB.py -sqrts 30 -NNLO -Q8
# NNLO cross-section {deltaPDF}
0.0230240700113


# NNLO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.0239103593988
10.0 20.0 0.024028276425
20.0 30.0 0.0240764371318
30.0 40.0 0.0242958254383
40.0 50.0 0.0243084326157
50.0 60.0 0.0241189272527
60.0 70.0 0.0242197144324
70.0 80.0 0.0240649065411
80.0 90.0 0.0237524369412
90.0 100.0 0.0236941462615
100.0 110.0 0.0234314566978
110.0 120.0 0.0230304154923
120.0 130.0 0.0225645521007
130.0 140.0 0.0222465666033
140.0 150.0 0.0218222103628
150.0 160.0 0.0217017582249
160.0 170.0 0.0216356320204
170.0 180.0 0.0209828460962
180.0 190.0 0.0201989995168
190.0 200.0 0.0208616354804
200.0 210.0 0.0202342898108
210.0 220.0 0.0198978453695
220.0 230.0 0.0186381354275
230.0 240.0 0.0200216615429
240.0 250.0 0.0190296187637
250.0 260.0 0.0171664324511
260.0 270.0 0.0196961418578
270.0 280.0 0.0182805921921
280.0 290.0 0.0176219123257
290.0 300.0 0.018489629174
300.0 310.0 0.0165983479231
310.0 320.0 0.0167283817306
320.0 330.0 0.0174915754772
330.0 340.0 0.0169118859193
340.0 350.0 0.0160161960543
350.0 360.0 0.0170548099419
360.0 370.0 0.0167290224816
370.0 380.0 0.0167826259047
380.0 390.0 0.0125666922015
390.0 400.0 0.0179721418356
400.0 410.0 0.0171043891007
410.0 420.0 0.00890381242415
420.0 430.0 0.0197747534619
430.0 440.0 0.0154826139801
440.0 450.0 0.0133590614565
450.0 460.0 0.0167176712382
460.0 470.0 0.0124002112982
470.0 480.0 0.0174578424159
480.0 490.0 0.013642283979
490.0 500.0 0.0133823402474
500.0 510.0 0.0133262414131
510.0 520.0 0.0149730948896
520.0 530.0 0.00776958042917
530.0 540.0 0.0157030273226
540.0 550.0 0.0215019373022
550.0 560.0 0.00589457032778
560.0 570.0 0.0155613605019
570.0 580.0 0.0117501423105
580.0 590.0 0.0230653377733
590.0 600.0 0.00429310250871


# NNLO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0
-5.5 -5.0 0.0694652646271
-5.0 -4.5 0.0137243801154
-4.5 -4.0 0.0331511527344
-4.0 -3.5 0.0349391991989
-3.5 -3.0 0.0323531326669
-3.0 -2.5 0.0295040374877
-2.5 -2.0 0.0261572830294
-2.0 -1.5 0.023498772256
-1.5 -1.0 0.0213077285537
-1.0 -0.5 0.0197388324929
-0.5 0.0 0.0188664914914
0.0 0.5 0.0189834572539
0.5 1.0 0.0196360198995
1.0 1.5 0.0214173173461
1.5 2.0 0.0234806295025
2.0 2.5 0.0262112059602
2.5 3.0 0.0293948701367
3.0 3.5 0.0327916925395
3.5 4.0 0.0346656732569
4.0 4.5 0.0313385556217
4.5 5.0 0.0122963589003
5.0 5.5 0.0772671882322
5.5 6.0 0.0


