# create_pdfuncert_schemeB.py -sqrts 13 -Q5
# N3LO cross-section {deltaPDF}
0.0139733991319


# N3LO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.0177144255702
10.0 20.0 0.0175330136119
20.0 30.0 0.0173046104162
30.0 40.0 0.0169641401632
40.0 50.0 0.0165120787762
50.0 60.0 0.0158906923852
60.0 70.0 0.0154408073256
70.0 80.0 0.0147676001835
80.0 90.0 0.0143871900241
90.0 100.0 0.0135147798682
100.0 110.0 0.0129300281641
110.0 120.0 0.0124856950758
120.0 130.0 0.0118475885162
130.0 140.0 0.0112777895117
140.0 150.0 0.0108473122151
150.0 160.0 0.0104823678819
160.0 170.0 0.00932484994858
170.0 180.0 0.00938465098055
180.0 190.0 0.00902827386077
190.0 200.0 0.00889507728273
200.0 210.0 0.00804020556359
210.0 220.0 0.0075485725426
220.0 230.0 0.00752567982114
230.0 240.0 0.00733230996522
240.0 250.0 0.00657588203919
250.0 260.0 0.00705635591149
260.0 270.0 0.00686176874142
270.0 280.0 0.00652739049213
280.0 290.0 0.00511030835742
290.0 300.0 0.00586291959549
300.0 310.0 0.00525808545503
310.0 320.0 0.00577802925708
320.0 330.0 0.00338794533841
330.0 340.0 0.00749091195645
340.0 350.0 0.00260500062187
350.0 360.0 0.00491121959666
360.0 370.0 0.00738375838711
370.0 380.0 0.00310907074175
380.0 390.0 0.00494993481646
390.0 400.0 0.00318190553709
400.0 410.0 0.00320985553009
410.0 420.0 0.00372147112247
420.0 430.0 0.00786061870953
430.0 440.0 0.000923972129809
440.0 450.0 0.00417971752771
450.0 460.0 0.00661657938856
460.0 470.0 0.00284829219903
470.0 480.0 0.000339398038967
480.0 490.0 0.00800705637784
490.0 500.0 0.00289154733654
500.0 510.0 0.00213436887054
510.0 520.0 0.00691029541859
520.0 530.0 0.00330346026451
530.0 540.0 0.00313184655335
540.0 550.0 0.00547994504546
550.0 560.0 0.003892422278
560.0 570.0 0.00202561812409
570.0 580.0 0.000361579842717
580.0 590.0 0.00703162134927
590.0 600.0 0.00147927168288


# N3LO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0
-5.5 -5.0 0.0
-5.0 -4.5 0.134470658448
-4.5 -4.0 0.00281033584537
-4.0 -3.5 0.0194293800999
-3.5 -3.0 0.0229768567255
-3.0 -2.5 0.021931679241
-2.5 -2.0 0.0197296271428
-2.0 -1.5 0.0167908551598
-1.5 -1.0 0.0138069533722
-1.0 -0.5 0.0114886277915
-0.5 0.0 0.0101000091356
0.0 0.5 0.0100816244224
0.5 1.0 0.0114897125993
1.0 1.5 0.0138632702439
1.5 2.0 0.0167863029255
2.0 2.5 0.0196417711166
2.5 3.0 0.0223064775991
3.0 3.5 0.0223772387958
3.5 4.0 0.0193163197202
4.0 4.5 0.00707740782305
4.5 5.0 0.200313396307
5.0 5.5 0.0
5.5 6.0 0.0


