#  ./merge-energies-schemeB.sh
# {sqrts, pdf-uncert}
# N3LO cross-section
1 0.00274682262586
7 0.00413006368721
10 0.00532382745931
13 0.00627361674776
20 0.00785732047284
30 0.00922369540251
40 0.0100316974218
60 0.010867921765
80 0.011188743658
100 0.0112663499562


# NNLO cross-section
1 0.0010528409103
7 0.00734415312605
10 0.00886017147316
13 0.0101792392893
20 0.0127510272065
30 0.0156402904007
40 0.0179627019463
60 0.0216828460299
80 0.0246461022914
100 0.0271592617741


