#  ./merge-energies-schemeB.sh
# {sqrts, pdf-uncert}
# N3LO cross-section
1 0.0011183073166
7 0.00141650395855
10 0.00172451554712
13 0.0033529122037
20 0.00246490826142
30 0.00291632052814
40 0.00322413377381
60 0.00359416905462
80 0.00380219686953
100 0.00393097374725


# NNLO cross-section
1 0.00426312270383
7 0.00589451463385
10 0.00652132116054
13 0.00696032905196
20 0.00753053446897
30 0.00780313410494
40 0.00777194188301
60 0.00729031716646
80 0.00658846045269
100 0.00579835098669


