# create_pdfuncert.py -sqrts 30
# NNLO cross-section {deltaPDF}
0.0138633885069


# NNLO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.0173000649326
10.0 20.0 0.0170100319006
20.0 30.0 0.0168125049745
30.0 40.0 0.0163540791501
40.0 50.0 0.0159363145307
50.0 60.0 0.0154174237637
60.0 70.0 0.0149752340584
70.0 80.0 0.0144541651167
80.0 90.0 0.014114910111
90.0 100.0 0.0136258208553
100.0 110.0 0.0132572311896
110.0 120.0 0.0129091405279
120.0 130.0 0.0123959700399
130.0 140.0 0.0122174012353
140.0 150.0 0.0120061977114
150.0 160.0 0.0115598371301
160.0 170.0 0.0113995377517
170.0 180.0 0.0110281827833
180.0 190.0 0.0111099931033
190.0 200.0 0.0107555413487
200.0 210.0 0.0102392367444
210.0 220.0 0.0100652544502
220.0 230.0 0.010317844577
230.0 240.0 0.00949033137385
240.0 250.0 0.0100702788202
250.0 260.0 0.00935658507808
260.0 270.0 0.0100036014227
270.0 280.0 0.0090632489114
280.0 290.0 0.00915419065701
290.0 300.0 0.00897403899159
300.0 310.0 0.00883785658576
310.0 320.0 0.00897333869516
320.0 330.0 0.00816372244872
330.0 340.0 0.00885482086962
340.0 350.0 0.00797220778073
350.0 360.0 0.00912460285606
360.0 370.0 0.0082203184405
370.0 380.0 0.00796448258857
380.0 390.0 0.00770841040648
390.0 400.0 0.00883395757768
400.0 410.0 0.00702440458477
410.0 420.0 0.0077763788167
420.0 430.0 0.00898058297526
430.0 440.0 0.0070686349472
440.0 450.0 0.00729036187454
450.0 460.0 0.00715763458223
460.0 470.0 0.00721530358773
470.0 480.0 0.00745105146915
480.0 490.0 0.00598560656384
490.0 500.0 0.00598407184789
500.0 510.0 0.0108732384834
510.0 520.0 0.00673818295475
520.0 530.0 0.00488270135225
530.0 540.0 0.0123735113209
540.0 550.0 0.00350894857457
550.0 560.0 0.00831232224041
560.0 570.0 0.00490562142103
570.0 580.0 0.00844173131618
580.0 590.0 0.00471948351343
590.0 600.0 0.00738357991521


# NNLO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0
-5.5 -5.0 0.0234486242845
-5.0 -4.5 0.0103827739993
-4.5 -4.0 0.0103817809499
-4.0 -3.5 0.0132394698838
-3.5 -3.0 0.0144666074885
-3.0 -2.5 0.014752388948
-2.5 -2.0 0.0146428947199
-2.0 -1.5 0.0142763547669
-1.5 -1.0 0.0137986395613
-1.0 -0.5 0.013444656884
-0.5 0.0 0.0132036804876
0.0 0.5 0.0132125452457
0.5 1.0 0.0134464939623
1.0 1.5 0.0138097213204
1.5 2.0 0.0142642496437
2.0 2.5 0.0146008282734
2.5 3.0 0.0148845439959
3.0 3.5 0.0144385703129
3.5 4.0 0.013117655259
4.0 4.5 0.0105165513736
4.5 5.0 0.00919377069326
5.0 5.5 0.0221640883391
5.5 6.0 0.0


