# create_pdfuncert_schemeB.py -sqrts 30 -NNLO -Q10
# NNLO cross-section {deltaPDF}
0.0156402904007


# NNLO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.0153094758392
10.0 20.0 0.0154969431281
20.0 30.0 0.0156115728605
30.0 40.0 0.0159883969465
40.0 50.0 0.0160668413749
50.0 60.0 0.0159913102881
60.0 70.0 0.0163151512503
70.0 80.0 0.0162662030415
80.0 90.0 0.0163430840086
90.0 100.0 0.0161451778126
100.0 110.0 0.0161833425193
110.0 120.0 0.0158745501404
120.0 130.0 0.0157420500163
130.0 140.0 0.0155556993512
140.0 150.0 0.0151882167635
150.0 160.0 0.0154413967818
160.0 170.0 0.0151209394913
170.0 180.0 0.0146445996657
180.0 190.0 0.0145435446257
190.0 200.0 0.01452012805
200.0 210.0 0.0144919669113
210.0 220.0 0.0140874358924
220.0 230.0 0.0133720166493
230.0 240.0 0.0142232649824
240.0 250.0 0.0136019012366
250.0 260.0 0.0119704205092
260.0 270.0 0.0145777322171
270.0 280.0 0.0132209649944
280.0 290.0 0.0122968214946
290.0 300.0 0.0133071242507
300.0 310.0 0.010965122867
310.0 320.0 0.0123664713298
320.0 330.0 0.0124237620507
330.0 340.0 0.012859660899
340.0 350.0 0.0108979931199
350.0 360.0 0.011796031443
360.0 370.0 0.0120846916691
370.0 380.0 0.0127413337664
380.0 390.0 0.00965493147983
390.0 400.0 0.0125331711508
400.0 410.0 0.0132891907542
410.0 420.0 0.00623403604699
420.0 430.0 0.0133305586206
430.0 440.0 0.0109448280528
440.0 450.0 0.0110495285839
450.0 460.0 0.0107812004929
460.0 470.0 0.00775615581049
470.0 480.0 0.0138831768345
480.0 490.0 0.0105303816033
490.0 500.0 0.0102233012807
500.0 510.0 0.00958893295141
510.0 520.0 0.0121181719284
520.0 530.0 0.00474249540254
530.0 540.0 0.0111093828289
540.0 550.0 0.0143123668605
550.0 560.0 0.00519450941933
560.0 570.0 0.0130143380238
570.0 580.0 0.00815235422873
580.0 590.0 0.0152509591579
590.0 600.0 0.00406643359399


# NNLO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0
-5.5 -5.0 0.06954612486
-5.0 -4.5 0.00607890807372
-4.5 -4.0 0.0236008843827
-4.0 -3.5 0.0256293324524
-3.5 -3.0 0.0232523300072
-3.0 -2.5 0.0206995953669
-2.5 -2.0 0.0180208616893
-2.0 -1.5 0.0158723120569
-1.5 -1.0 0.0142629107178
-1.0 -0.5 0.0130839415191
-0.5 0.0 0.0124362165913
0.0 0.5 0.0125000808471
0.5 1.0 0.0129956562992
1.0 1.5 0.0143172371546
1.5 2.0 0.0158703567042
2.0 2.5 0.018065061435
2.5 3.0 0.0206302204049
3.0 3.5 0.0234005403604
3.5 4.0 0.0255213156483
4.0 4.5 0.0233781963647
4.5 5.0 0.00430723683904
5.0 5.5 0.0743200148443
5.5 6.0 0.0


