# create_pdfuncert.py -sqrts 80
# NNLO cross-section {deltaPDF}
0.0164079900631


# NNLO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.0195440307598
10.0 20.0 0.0194487511523
20.0 30.0 0.0191397923028
30.0 40.0 0.0188670065315
40.0 50.0 0.0185346916407
50.0 60.0 0.0180529944541
60.0 70.0 0.0176472822131
70.0 80.0 0.0172987391384
80.0 90.0 0.0168948775293
90.0 100.0 0.0165242961187
100.0 110.0 0.0161065810601
110.0 120.0 0.0159298072775
120.0 130.0 0.0154558658964
130.0 140.0 0.0152078127756
140.0 150.0 0.0147514750316
150.0 160.0 0.0149099907368
160.0 170.0 0.0142287703569
170.0 180.0 0.0143101868266
180.0 190.0 0.0137623528863
190.0 200.0 0.0137110493264
200.0 210.0 0.0135227698908
210.0 220.0 0.0131953113421
220.0 230.0 0.0128658659259
230.0 240.0 0.0128317988987
240.0 250.0 0.0133267128217
250.0 260.0 0.0128963392388
260.0 270.0 0.0110397952498
270.0 280.0 0.01311188457
280.0 290.0 0.0118277706112
290.0 300.0 0.0118331212731
300.0 310.0 0.0131283632083
310.0 320.0 0.0112783749557
320.0 330.0 0.0115085524836
330.0 340.0 0.0113619725427
340.0 350.0 0.0113784849464
350.0 360.0 0.0118717298238
360.0 370.0 0.0107934479669
370.0 380.0 0.00947617650981
380.0 390.0 0.0128709464828
390.0 400.0 0.00842910344853
400.0 410.0 0.0130387413484
410.0 420.0 0.010139451355
420.0 430.0 0.0105585034936
430.0 440.0 0.0128070926247
440.0 450.0 0.00854080682555
450.0 460.0 0.0108467534287
460.0 470.0 0.0107094566746
470.0 480.0 0.00938064563003
480.0 490.0 0.0124508180578
490.0 500.0 0.00691742083333
500.0 510.0 0.0116500497284
510.0 520.0 0.0080623238008
520.0 530.0 0.012089215204
530.0 540.0 0.0102841283302
540.0 550.0 0.00648257617317
550.0 560.0 0.0129164190117
560.0 570.0 0.014123335596
570.0 580.0 0.00437151179113
580.0 590.0 0.0104025749605
590.0 600.0 0.0137857541679


# NNLO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.00147949313767
-5.5 -5.0 0.00446644959029
-5.0 -4.5 0.00937511606004
-4.5 -4.0 0.0122449091918
-4.0 -3.5 0.0142414670737
-3.5 -3.0 0.0153885956682
-3.0 -2.5 0.0161229270076
-2.5 -2.0 0.0165821865703
-2.0 -1.5 0.0169105479051
-1.5 -1.0 0.0171058785763
-1.0 -0.5 0.0171962491934
-0.5 0.0 0.017268189885
0.0 0.5 0.0172858206642
0.5 1.0 0.0172285515169
1.0 1.5 0.0170727154269
1.5 2.0 0.0168979863625
2.0 2.5 0.0165442313713
2.5 3.0 0.0162176594893
3.0 3.5 0.015233959322
3.5 4.0 0.0143024625367
4.0 4.5 0.0122673301448
4.5 5.0 0.00935004901811
5.0 5.5 0.00478846564774
5.5 6.0 0.000843201335711


