# create_pdfuncert_schemeB.py -sqrts 10 -Q10
# N3LO cross-section {deltaPDF}
0.00532382745931


# N3LO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.00695503810405
10.0 20.0 0.00688724997848
20.0 30.0 0.00675136795909
30.0 40.0 0.0065255947958
40.0 50.0 0.00632535076684
50.0 60.0 0.00600325207085
60.0 70.0 0.00577684315042
70.0 80.0 0.00565719484699
80.0 90.0 0.0051421185958
90.0 100.0 0.00516509100369
100.0 110.0 0.0046870852645
110.0 120.0 0.00443285148696
120.0 130.0 0.00431953536301
130.0 140.0 0.00400824667521
140.0 150.0 0.00403263986481
150.0 160.0 0.00372526694423
160.0 170.0 0.00364064874599
170.0 180.0 0.00303862162983
180.0 190.0 0.00369333890124
190.0 200.0 0.00309200523344
200.0 210.0 0.00316706872115
210.0 220.0 0.00286356944855
220.0 230.0 0.00285349813589
230.0 240.0 0.00234833526508
240.0 250.0 0.00280846788244
250.0 260.0 0.00232361184547
260.0 270.0 0.00350897988173
270.0 280.0 0.00228789512242
280.0 290.0 0.0028588218304
290.0 300.0 0.00206703533269
300.0 310.0 0.00241462245574
310.0 320.0 0.00214253788135
320.0 330.0 0.00257939233566
330.0 340.0 0.00224552010744
340.0 350.0 0.00233051348336
350.0 360.0 0.00131777671693
360.0 370.0 0.00239954951601
370.0 380.0 0.00049166115894
380.0 390.0 0.00420818126082
390.0 400.0 0.00177244471906
400.0 410.0 0.0025057644874
410.0 420.0 0.000512039628561
420.0 430.0 0.00313533559336
430.0 440.0 0.00205422874209
440.0 450.0 0.00252634695907
450.0 460.0 0.00145488976592
460.0 470.0 0.00325558582706
470.0 480.0 0.000253692555614
480.0 490.0 0.00187247537057
490.0 500.0 0.00493685780911
500.0 510.0 0.0006273046076
510.0 520.0 0.00361768438443
520.0 530.0 0.00126585797555
530.0 540.0 0.00380189936447
540.0 550.0 0.00353504634997
550.0 560.0 0.00567850039975
560.0 570.0 0.0020005870749
570.0 580.0 0.000226656916936
580.0 590.0 0.00196844512431
590.0 600.0 0.000951360203095


# N3LO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0
-5.5 -5.0 0.0
-5.0 -4.5 0.0
-4.5 -4.0 0.0251348882956
-4.0 -3.5 0.00246225624559
-3.5 -3.0 0.0101981253305
-3.0 -2.5 0.0104647021209
-2.5 -2.0 0.00891126221382
-2.0 -1.5 0.0070741936398
-1.5 -1.0 0.00544846666663
-1.0 -0.5 0.00412097625003
-0.5 0.0 0.00334529512912
0.0 0.5 0.00332690178294
0.5 1.0 0.00412012640864
1.0 1.5 0.00537672177725
1.5 2.0 0.00720916105962
2.0 2.5 0.00888972150187
2.5 3.0 0.0102512040514
3.0 3.5 0.0103136017013
3.5 4.0 0.0026022780776
4.0 4.5 0.0213230074205
4.5 5.0 0.0
5.0 5.5 0.0
5.5 6.0 0.0


