# Q1 =   100.0000 , Q2 =   500.0000
# x  F2Wp(LO) F2Wm(LO) F2Wp(NLO) F2Wm(NLO) F2Wp(NNLO) F2Wm(NNLO) F2Z(LO) F2Z(NLO) F2Z(NNLO)
    1.000000316960E-05    4.911280665924E+00    4.911280665924E+00    2.600780884035E-02    2.600780884035E-02   -3.974250410180E-03   -3.974250410180E-03    4.182775644303E+00    2.214999239076E-02   -3.200434816424E-03
    1.059254059240E-05    4.883286035532E+00    4.883286035532E+00    2.587598734168E-02    2.587598734168E-02   -4.049113770899E-03   -4.049113770899E-03    4.158933541573E+00    2.203772437117E-02   -3.271151338535E-03
    1.122018806381E-05    4.855461194837E+00    4.855461194837E+00    2.574556464272E-02    2.574556464272E-02   -4.123728527460E-03   -4.123728527460E-03    4.135236043123E+00    2.192664766312E-02   -3.341746805651E-03
    1.188502598494E-05    4.827805591660E+00    4.827805591660E+00    2.561655414424E-02    2.561655414424E-02   -4.198098949591E-03   -4.198098949591E-03    4.111682678683E+00    2.181677367961E-02   -3.412227582379E-03
    1.258925802843E-05    4.800318696544E+00    4.800318696544E+00    2.548896975392E-02    2.548896975392E-02   -4.272227476576E-03   -4.272227476576E-03    4.088272997328E+00    2.170811426535E-02   -3.482598507108E-03
    1.333521844269E-05    4.773000003522E+00    4.773000003522E+00    2.536284755280E-02    2.536284755280E-02   -4.346116955044E-03   -4.346116955044E-03    4.065006568147E+00    2.160070014937E-02   -3.552864796473E-03
    1.412537978909E-05    4.745849030933E+00    4.745849030933E+00    2.523813748801E-02    2.523813748801E-02   -4.419769769907E-03   -4.419769769907E-03    4.041882980922E+00    2.149448870329E-02   -3.623031304235E-03
    1.496236113743E-05    4.718865322262E+00    4.718865322262E+00    2.511491999732E-02    2.511491999732E-02   -4.493189019390E-03   -4.493189019390E-03    4.018901846855E+00    2.138954843332E-02   -3.693103520038E-03
    1.584893674715E-05    4.692048447031E+00    4.692048447031E+00    2.499318938957E-02    2.499318938957E-02   -4.566377015390E-03   -4.566377015390E-03    3.996062799323E+00    2.128587449247E-02   -3.763086042222E-03
    1.678804526291E-05    4.665398001731E+00    4.665398001731E+00    2.487296264642E-02    2.487296264642E-02   -4.639335289910E-03   -4.639335289910E-03    3.973365494670E+00    2.118348134346E-02   -3.832983578349E-03
    1.778279945500E-05    4.638913610790E+00    4.638913610790E+00    2.475425712282E-02    2.475425712282E-02   -4.712066044484E-03   -4.712066044484E-03    3.950809613034E+00    2.108238376694E-02   -3.902800925945E-03
    1.883649653694E-05    4.612594927601E+00    4.612594927601E+00    2.463708819385E-02    2.463708819385E-02   -4.784570963462E-03   -4.784570963462E-03    3.928394859221E+00    2.098259485734E-02   -3.972541974531E-03
    1.995262909442E-05    4.586441635585E+00    4.586441635585E+00    2.452147269134E-02    2.452147269134E-02   -4.856851059468E-03   -4.856851059468E-03    3.906120963611E+00    2.088412894980E-02   -4.042211171421E-03
    2.113489666185E-05    4.560453449311E+00    4.560453449311E+00    2.440743423208E-02    2.440743423208E-02   -4.928908401971E-03   -4.928908401971E-03    3.883987683112E+00    2.078700615793E-02   -4.111812521677E-03
    2.238721798482E-05    4.534630115669E+00    4.534630115669E+00    2.429498941126E-02    2.429498941126E-02   -5.000743488004E-03   -5.000743488004E-03    3.861994802160E+00    2.069124061533E-02   -4.181349819318E-03
    2.371374400920E-05    4.508971415098E+00    4.508971415098E+00    2.418415873423E-02    2.418415873423E-02   -5.072357119085E-03   -5.072357119085E-03    3.840142133759E+00    2.059684978571E-02   -4.250826394569E-03
    2.511887163984E-05    4.483477162867E+00    4.483477162867E+00    2.407496042507E-02    2.407496042507E-02   -5.143749364383E-03   -5.143749364383E-03    3.818429520582E+00    2.050384918993E-02   -4.320246054370E-03
    2.660725831458E-05    4.458147210419E+00    4.458147210419E+00    2.396741598314E-02    2.396741598314E-02   -5.214920279556E-03   -5.214920279556E-03    3.796856836109E+00    2.041225713829E-02   -4.389611628563E-03
    2.818383744181E-05    4.432981446786E+00    4.432981446786E+00    2.386154645532E-02    2.386154645532E-02   -5.285869882087E-03   -5.285869882087E-03    3.775423985828E+00    2.032209155572E-02   -4.458925790874E-03
    2.985383475271E-05    4.407979800051E+00    4.407979800051E+00    2.375719295931E-02    2.375719295931E-02   -5.356597412914E-03   -5.356597412914E-03    3.754130908494E+00    2.023321712739E-02   -4.528191289999E-03
    3.162278562252E-05    4.383142238900E+00    4.383142238900E+00    2.365491863949E-02    2.365491863949E-02   -5.427102040579E-03   -5.427102040579E-03    3.732977577436E+00    2.014611346481E-02   -4.597410196608E-03
    3.349655341806E-05    4.358468774227E+00    4.358468774227E+00    2.355420470682E-02    2.355420470682E-02   -5.497382131972E-03   -5.497382131972E-03    3.711964001932E+00    2.006033873246E-02   -4.666584493559E-03
    3.548134893245E-05    4.333959460830E+00    4.333959460830E+00    2.345525436110E-02    2.345525436110E-02   -5.567436084642E-03   -5.567436084642E-03    3.691090228652E+00    1.997606598891E-02   -4.735715455970E-03
    3.758375097145E-05    4.309614399172E+00    4.309614399172E+00    2.335809323783E-02    2.335809323783E-02   -5.637261740374E-03   -5.637261740374E-03    3.670356343157E+00    1.989331706707E-02   -4.804804349181E-03
    3.981072815955E-05    4.285433737233E+00    4.285433737233E+00    2.326273706616E-02    2.326273706616E-02   -5.706856506106E-03   -5.706856506106E-03    3.649762471476E+00    1.981210536292E-02   -4.873851926469E-03
    4.216966203819E-05    4.261417672442E+00    4.261417672442E+00    2.316921796079E-02    2.316921796079E-02   -5.776217337033E-03   -5.776217337033E-03    3.629308781753E+00    1.973245822752E-02   -4.942858529481E-03
    4.466837153263E-05    4.237566453701E+00    4.237566453701E+00    2.307755800556E-02    2.307755800556E-02   -5.845340713928E-03   -5.845340713928E-03    3.608995485971E+00    1.965439446892E-02   -5.011824064442E-03
