# create_pdfuncert_schemeB.py -sqrts 20 -Q40
# N3LO cross-section {deltaPDF}
0.00246490826142


# N3LO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.00299285160796
10.0 20.0 0.00297799374007
20.0 30.0 0.00296492933338
30.0 40.0 0.00282152159422
40.0 50.0 0.00287413375006
50.0 60.0 0.00269767548889
60.0 70.0 0.00272141487716
70.0 80.0 0.00263443284617
80.0 90.0 0.00243330754635
90.0 100.0 0.00253752239936
100.0 110.0 0.00230828327939
110.0 120.0 0.00231475374417
120.0 130.0 0.00206347788335
130.0 140.0 0.00241344200161
140.0 150.0 0.00200188687753
150.0 160.0 0.0020260019259
160.0 170.0 0.00188920816411
170.0 180.0 0.00193412668747
180.0 190.0 0.00182543422856
190.0 200.0 0.00174266703298
200.0 210.0 0.00189510437357
210.0 220.0 0.00154345572022
220.0 230.0 0.0014488647796
230.0 240.0 0.00168960571085
240.0 250.0 0.00156404065533
250.0 260.0 0.00147380071276
260.0 270.0 0.00141104425348
270.0 280.0 0.00193261985793
280.0 290.0 0.00142685033704
290.0 300.0 0.00116648125464
300.0 310.0 0.00158977224915
310.0 320.0 0.0012576364886
320.0 330.0 0.00117721911976
330.0 340.0 0.00124040754757
340.0 350.0 0.000926844106998
350.0 360.0 0.00165176438935
360.0 370.0 0.00201676974003
370.0 380.0 0.00132697544004
380.0 390.0 0.00105850175427
390.0 400.0 0.00040234876241
400.0 410.0 0.00146992386188
410.0 420.0 0.00110260967122
420.0 430.0 0.00080909374339
430.0 440.0 0.00161473793092
440.0 450.0 0.00172124946739
450.0 460.0 0.000439538028622
460.0 470.0 0.0017071139752
470.0 480.0 0.000706907241583
480.0 490.0 0.00216384967711
490.0 500.0 0.000332450740989
500.0 510.0 0.00197481169245
510.0 520.0 0.000747533877779
520.0 530.0 0.00388610506893
530.0 540.0 0.000659398267146
540.0 550.0 0.001332126125
550.0 560.0 0.000680899162824
560.0 570.0 0.00158894881432
570.0 580.0 0.00297972216569
580.0 590.0 0.00207457490342
590.0 600.0 0.00185992000291


# N3LO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0
-5.5 -5.0 0.171840400573
-5.0 -4.5 0.0067600321991
-4.5 -4.0 0.0014921685836
-4.0 -3.5 0.0038230857683
-3.5 -3.0 0.00396130741187
-3.0 -2.5 0.00366670900713
-2.5 -2.0 0.00323240382938
-2.0 -1.5 0.00268709958882
-1.5 -1.0 0.00233929950485
-1.0 -0.5 0.00199918025346
-0.5 0.0 0.00180476339078
0.0 0.5 0.0018215753271
0.5 1.0 0.00202318983825
1.0 1.5 0.00227629244106
1.5 2.0 0.00275381247601
2.0 2.5 0.0031288367321
2.5 3.0 0.00374498851749
3.0 3.5 0.00398225032139
3.5 4.0 0.00374331253417
4.0 4.5 0.00149035002399
4.5 5.0 0.00319468445697
5.0 5.5 0.00586966192933
5.5 6.0 0.0


