# create_pdfuncert_schemeB.py -sqrts 60
# N3LO cross-section {deltaPDF}
0.0217602969037


# N3LO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.0213582957978
10.0 20.0 0.0213993360416
20.0 30.0 0.0216656446121
30.0 40.0 0.0218898096734
40.0 50.0 0.0218998815879
50.0 60.0 0.0221849600616
60.0 70.0 0.0222979677673
70.0 80.0 0.0225125802725
80.0 90.0 0.0224300089161
90.0 100.0 0.0224757307176
100.0 110.0 0.0222384092123
110.0 120.0 0.0223469992715
120.0 130.0 0.0223133584697
130.0 140.0 0.0222719886156
140.0 150.0 0.0220424732317
150.0 160.0 0.0215448314761
160.0 170.0 0.0217064548521
170.0 180.0 0.0212051934136
180.0 190.0 0.0214405166338
190.0 200.0 0.0211622629515
200.0 210.0 0.0211669520556
210.0 220.0 0.0193918680955
220.0 230.0 0.0204813548732
230.0 240.0 0.0202968919936
240.0 250.0 0.01885629184
250.0 260.0 0.0201979124188
260.0 270.0 0.0197945966627
270.0 280.0 0.0203166819914
280.0 290.0 0.0182718218481
290.0 300.0 0.0184912478975
300.0 310.0 0.0176994755876
310.0 320.0 0.0178015926539
320.0 330.0 0.0185676259379
330.0 340.0 0.0183844881352
340.0 350.0 0.0154491048748
350.0 360.0 0.0183216568252
360.0 370.0 0.0191513960706
370.0 380.0 0.0147809825934
380.0 390.0 0.0169382302185
390.0 400.0 0.0184584767396
400.0 410.0 0.0156031934094
410.0 420.0 0.0159542962092
420.0 430.0 0.0163939171912
430.0 440.0 0.0141929543643
440.0 450.0 0.0188063424631
450.0 460.0 0.0173475290434
460.0 470.0 0.00751992529205
470.0 480.0 0.0197839594999
480.0 490.0 0.0137535559365
490.0 500.0 0.0135800362366
500.0 510.0 0.0169266517766
510.0 520.0 0.0157457837662
520.0 530.0 0.0107819986152
530.0 540.0 0.0107591973053
540.0 550.0 0.0174161831136
550.0 560.0 0.0136287925545
560.0 570.0 0.0158643259909
570.0 580.0 0.010168704405
580.0 590.0 0.0105019590578
590.0 600.0 0.00677102237679


# N3LO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0409916727954
-5.5 -5.0 0.00996389777842
-5.0 -4.5 0.00115326632819
-4.5 -4.0 0.00483462772589
-4.0 -3.5 0.00915036271876
-3.5 -3.0 0.0131167140368
-3.0 -2.5 0.0167036508344
-2.5 -2.0 0.0197305224997
-2.0 -1.5 0.0225124700205
-1.5 -1.0 0.0247968233855
-1.0 -0.5 0.026682799076
-0.5 0.0 0.0277432607292
0.0 0.5 0.0276353071361
0.5 1.0 0.0266613091102
1.0 1.5 0.0248370746872
1.5 2.0 0.0224412972207
2.0 2.5 0.0196847757147
2.5 3.0 0.016786172538
3.0 3.5 0.0134325326553
3.5 4.0 0.00882312642873
4.0 4.5 0.00458489459746
4.5 5.0 0.00172669098046
5.0 5.5 0.0107962558885
5.5 6.0 0.0409254563057


