# create_pdfuncert_schemeB.py -sqrts 7
# N3LO cross-section {deltaPDF}
0.00875041961156


# N3LO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.0121901424665
10.0 20.0 0.0119239507354
20.0 30.0 0.0115836786913
30.0 40.0 0.0113071548663
40.0 50.0 0.0105621495499
50.0 60.0 0.00996566350165
60.0 70.0 0.00938878555864
70.0 80.0 0.0089115727172
80.0 90.0 0.00839614607094
90.0 100.0 0.00751094280857
100.0 110.0 0.00746146064561
110.0 120.0 0.00651623165155
120.0 130.0 0.00653043560627
130.0 140.0 0.00623569049861
140.0 150.0 0.00535309311233
150.0 160.0 0.00526232471674
160.0 170.0 0.00507310116317
170.0 180.0 0.0045648888487
180.0 190.0 0.00476886799154
190.0 200.0 0.00408316433623
200.0 210.0 0.00481655840451
210.0 220.0 0.00364763904662
220.0 230.0 0.0038754563582
230.0 240.0 0.00368795938504
240.0 250.0 0.00419543368187
250.0 260.0 0.00402817722619
260.0 270.0 0.00245279783982
270.0 280.0 0.00466298207577
280.0 290.0 0.00147472997087
290.0 300.0 0.00612255666919
300.0 310.0 0.00290709646773
310.0 320.0 0.00346165720192
320.0 330.0 0.00414548971185
330.0 340.0 0.00340212395831
340.0 350.0 0.00144836006243
350.0 360.0 0.00442950482386
360.0 370.0 0.00422485401668
370.0 380.0 0.00360367711431
380.0 390.0 0.00177782459427
390.0 400.0 0.00646723537929
400.0 410.0 0.00405081143695
410.0 420.0 0.000409802471312
420.0 430.0 0.00912776787105
430.0 440.0 0.0044795731747
440.0 450.0 0.00813541022629
450.0 460.0 0.00137110654237
460.0 470.0 0.00351100559321
470.0 480.0 0.00968713238363
480.0 490.0 0.000338907222951
490.0 500.0 0.0062375344978
500.0 510.0 0.00269669293952
510.0 520.0 0.00516719964397
520.0 530.0 0.00966219405223
530.0 540.0 0.00252077886564
540.0 550.0 0.0137077799947
550.0 560.0 0.00424076139449
560.0 570.0 0.00140745163076
570.0 580.0 0.0024291449231
580.0 590.0 0.00491435706437
590.0 600.0 0.0016374933568


# N3LO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0
-5.5 -5.0 0.0
-5.0 -4.5 0.0
-4.5 -4.0 0.884584027422
-4.0 -3.5 0.0489877516874
-3.5 -3.0 0.0124466179056
-3.0 -2.5 0.0202187513625
-2.5 -2.0 0.0176604081596
-2.0 -1.5 0.0135860056629
-1.5 -1.0 0.00987417409991
-1.0 -0.5 0.00663100089166
-0.5 0.0 0.00488034093293
0.0 0.5 0.004845246023
0.5 1.0 0.00663388937521
1.0 1.5 0.00981227295642
1.5 2.0 0.0137783609718
2.0 2.5 0.0175201662105
2.5 3.0 0.0201395702009
3.0 3.5 0.0168769835873
3.5 4.0 0.00893118774744
4.0 4.5 0.213827520139
4.5 5.0 0.0
5.0 5.5 0.0
5.5 6.0 0.0


