# create_pdfuncert_schemeB.py -sqrts 60 -NNLO -Q20
# NNLO cross-section {deltaPDF}
0.0650406540631


# NNLO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.0755929517863
10.0 20.0 0.0753742267579
20.0 30.0 0.0745068220807
30.0 40.0 0.0734414112486
40.0 50.0 0.0721088788341
50.0 60.0 0.0711263826167
60.0 70.0 0.0694918280979
70.0 80.0 0.0683491691836
80.0 90.0 0.066600339567
90.0 100.0 0.0657174083951
100.0 110.0 0.0639785794176
110.0 120.0 0.0632237834754
120.0 130.0 0.0617317225755
130.0 140.0 0.0607913090756
140.0 150.0 0.059222659252
150.0 160.0 0.0584206241484
160.0 170.0 0.0573793397454
170.0 180.0 0.0573738539628
180.0 190.0 0.0550981175338
190.0 200.0 0.0547223717888
200.0 210.0 0.0545811287932
210.0 220.0 0.052706101802
220.0 230.0 0.0519591126253
230.0 240.0 0.0522343077129
240.0 250.0 0.0509718731511
250.0 260.0 0.0503661630954
260.0 270.0 0.0508340773502
270.0 280.0 0.0502413330652
280.0 290.0 0.0480043209603
290.0 300.0 0.0461074856881
300.0 310.0 0.0492390751851
310.0 320.0 0.0469155419067
320.0 330.0 0.0473028227933
330.0 340.0 0.0450459893217
340.0 350.0 0.0447426828273
350.0 360.0 0.0453943101848
360.0 370.0 0.0461241754193
370.0 380.0 0.0433522026168
380.0 390.0 0.0411326815562
390.0 400.0 0.0478760645241
400.0 410.0 0.0424100246107
410.0 420.0 0.0440179633522
420.0 430.0 0.042894632454
430.0 440.0 0.0391865963239
440.0 450.0 0.0433245239589
450.0 460.0 0.0456466061417
460.0 470.0 0.0331834709917
470.0 480.0 0.0454585078148
480.0 490.0 0.0440899659738
490.0 500.0 0.0328791969515
500.0 510.0 0.0444937348765
510.0 520.0 0.0374501435676
520.0 530.0 0.0355807364155
530.0 540.0 0.0493946429539
540.0 550.0 0.033352006432
550.0 560.0 0.0389534578005
560.0 570.0 0.0367312803272
570.0 580.0 0.0374948244763
580.0 590.0 0.0339480236092
590.0 600.0 0.02923916967


# NNLO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0173803285715
-5.5 -5.0 0.0335120762774
-5.0 -4.5 0.05283934094
-4.5 -4.0 0.0627920374744
-4.0 -3.5 0.067127132345
-3.5 -3.0 0.0680613745055
-3.0 -2.5 0.0676286370529
-2.5 -2.0 0.0669126818449
-2.0 -1.5 0.0655623208938
-1.5 -1.0 0.0644146780479
-1.0 -0.5 0.0637276778993
-0.5 0.0 0.0630136247479
0.0 0.5 0.063027779596
0.5 1.0 0.0635661801132
1.0 1.5 0.0643877618519
1.5 2.0 0.0656843776411
2.0 2.5 0.0667790763082
2.5 3.0 0.0678549492986
3.0 3.5 0.0681665169787
3.5 4.0 0.0667689985353
4.0 4.5 0.0626816208918
4.5 5.0 0.0539182901843
5.0 5.5 0.0310747336534
5.5 6.0 0.0145999860676


