# create_pdfuncert_schemeB.py -sqrts 40 -NNLO
# NNLO cross-section {deltaPDF}
0.103764480863


# NNLO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.12046407862
10.0 20.0 0.119530342093
20.0 30.0 0.118516445183
30.0 40.0 0.11711080935
40.0 50.0 0.115057549578
50.0 60.0 0.113132269424
60.0 70.0 0.110593998187
70.0 80.0 0.108680725117
80.0 90.0 0.106006979181
90.0 100.0 0.10428139721
100.0 110.0 0.102267987182
110.0 120.0 0.0997324970358
120.0 130.0 0.0980516142851
130.0 140.0 0.0963847427064
140.0 150.0 0.0942066147104
150.0 160.0 0.093131186988
160.0 170.0 0.09059233512
170.0 180.0 0.0891700821003
180.0 190.0 0.0870631979462
190.0 200.0 0.0855981240175
200.0 210.0 0.0860853269651
210.0 220.0 0.0827895911718
220.0 230.0 0.0820151766638
230.0 240.0 0.0797820121639
240.0 250.0 0.0793510157068
250.0 260.0 0.0793041637822
260.0 270.0 0.0804272398296
270.0 280.0 0.0709911273197
280.0 290.0 0.0788594420197
290.0 300.0 0.0755479129185
300.0 310.0 0.0730223993073
310.0 320.0 0.0715584449454
320.0 330.0 0.071918787407
330.0 340.0 0.0707931862058
340.0 350.0 0.0688322520842
350.0 360.0 0.0710141668945
360.0 370.0 0.06428409072
370.0 380.0 0.0709489085972
380.0 390.0 0.0691982812606
390.0 400.0 0.062754732949
400.0 410.0 0.0703544938858
410.0 420.0 0.0604691889487
420.0 430.0 0.0616240475574
430.0 440.0 0.0666119897183
440.0 450.0 0.0640656033105
450.0 460.0 0.0595390640555
460.0 470.0 0.0602144398526
470.0 480.0 0.0660429487777
480.0 490.0 0.0620608950623
490.0 500.0 0.060400845784
500.0 510.0 0.0592606049566
510.0 520.0 0.0477591469054
520.0 530.0 0.0626079793455
530.0 540.0 0.061831864361
540.0 550.0 0.0616186722642
550.0 560.0 0.0601803309167
560.0 570.0 0.0523343347752
570.0 580.0 0.0542497154074
580.0 590.0 0.0494901915893
590.0 600.0 0.0581635537274


# NNLO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0451679329873
-5.5 -5.0 0.0317944789572
-5.0 -4.5 0.0871000118158
-4.5 -4.0 0.107852496614
-4.0 -3.5 0.116519444861
-3.5 -3.0 0.115294098446
-3.0 -2.5 0.113959594905
-2.5 -2.0 0.109376757772
-2.0 -1.5 0.104967919038
-1.5 -1.0 0.101259240961
-1.0 -0.5 0.0979415214672
-0.5 0.0 0.0963661789907
0.0 0.5 0.0962974816293
0.5 1.0 0.0983527321316
1.0 1.5 0.100897719101
1.5 2.0 0.105344388237
2.0 2.5 0.10926379137
2.5 3.0 0.114029835669
3.0 3.5 0.115733258861
3.5 4.0 0.115438293362
4.0 4.5 0.108718104526
4.5 5.0 0.0838673873642
5.0 5.5 0.0423916593806
5.5 6.0 0.0146398078748


