# create_pdfuncert_schemeB.py -sqrts 40
# N3LO cross-section {deltaPDF}
0.0208498046989


# N3LO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.022157663358
10.0 20.0 0.0218913951295
20.0 30.0 0.0220319637881
30.0 40.0 0.0222531356476
40.0 50.0 0.0221539080446
50.0 60.0 0.0222432383799
60.0 70.0 0.0217463818587
70.0 80.0 0.0219361599806
80.0 90.0 0.0213672428084
90.0 100.0 0.0214826823777
100.0 110.0 0.0216197349883
110.0 120.0 0.0204369254995
120.0 130.0 0.0211942629552
130.0 140.0 0.0201430215106
140.0 150.0 0.0204155634837
150.0 160.0 0.0196723318715
160.0 170.0 0.0192880963406
170.0 180.0 0.0196771859965
180.0 190.0 0.0183613049458
190.0 200.0 0.0180315161571
200.0 210.0 0.0182995032539
210.0 220.0 0.0184110066046
220.0 230.0 0.0165508480831
230.0 240.0 0.0165514650365
240.0 250.0 0.01596301247
250.0 260.0 0.0170076800914
260.0 270.0 0.0161687485986
270.0 280.0 0.0160996250237
280.0 290.0 0.0165035903777
290.0 300.0 0.0160983284326
300.0 310.0 0.0144408303174
310.0 320.0 0.0133251612332
320.0 330.0 0.0158955149277
330.0 340.0 0.0145194175803
340.0 350.0 0.0146130040469
350.0 360.0 0.0144480409476
360.0 370.0 0.010425856663
370.0 380.0 0.014015004845
380.0 390.0 0.0148111479066
390.0 400.0 0.00968815095893
400.0 410.0 0.0169277855726
410.0 420.0 0.00429014371854
420.0 430.0 0.01338474849
430.0 440.0 0.0138568239863
440.0 450.0 0.0132642426851
450.0 460.0 0.00774337873657
460.0 470.0 0.0136853004962
470.0 480.0 0.00882083593266
480.0 490.0 0.0149676363748
490.0 500.0 0.00875225837414
500.0 510.0 0.0128164790077
510.0 520.0 0.00783415093059
520.0 530.0 0.00904968690306
530.0 540.0 0.0103033829156
540.0 550.0 0.00996759028442
550.0 560.0 0.0158809747002
560.0 570.0 0.0028935527287
570.0 580.0 0.0166137986072
580.0 590.0 0.000791641417705
590.0 600.0 0.0239995391467


# N3LO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0987655641282
-5.5 -5.0 0.0299993935765
-5.0 -4.5 0.00298495147107
-4.5 -4.0 0.0104163742203
-4.0 -3.5 0.0151181001227
-3.5 -3.0 0.0158759033567
-3.0 -2.5 0.0188785140444
-2.5 -2.0 0.0197333916407
-2.0 -1.5 0.0208837930858
-1.5 -1.0 0.0221346125418
-1.0 -0.5 0.0224731539435
-0.5 0.0 0.0231110726494
0.0 0.5 0.0230243501825
0.5 1.0 0.0227326343036
1.0 1.5 0.0217868000668
1.5 2.0 0.0212449214972
2.0 2.5 0.0197210719677
2.5 3.0 0.0188123232654
3.0 3.5 0.0163746048866
3.5 4.0 0.0137842892579
4.0 4.5 0.0113841590975
4.5 5.0 0.00112912038786
5.0 5.5 0.0142264867667
5.5 6.0 0.126729985365


