# create_pdfuncert_schemeB.py -sqrts 1 -NNLO
# NNLO cross-section {deltaPDF}
0.0172067030019


# NNLO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.0258755990306
10.0 20.0 0.024782546693
20.0 30.0 0.0232603869227
30.0 40.0 0.0211218261639
40.0 50.0 0.0187632980391
50.0 60.0 0.0162008160551
60.0 70.0 0.0134360574122
70.0 80.0 0.0104351762732
80.0 90.0 0.00694387094555
90.0 100.0 0.0037776981878
100.0 110.0 0.000109711725945
110.0 120.0 0.00378140385863
120.0 130.0 0.00830603853401
130.0 140.0 0.011586975192
140.0 150.0 0.0158541538558
150.0 160.0 0.020040749457
160.0 170.0 0.0247499401361
170.0 180.0 0.0279100684063
180.0 190.0 0.0331847994227
190.0 200.0 0.0368245361831
200.0 210.0 0.0325998751976
210.0 220.0 0.0486961100127
220.0 230.0 0.0438991995788
230.0 240.0 0.0511526062618
240.0 250.0 0.041951044088
250.0 260.0 0.0498466453284
260.0 270.0 0.0380260643564
270.0 280.0 0.0740640325423
280.0 290.0 0.0404601879361
290.0 300.0 0.0663352077171
300.0 310.0 0.0262003225248
310.0 320.0 0.0349370224416
320.0 330.0 0.132636379815
330.0 340.0 0.0748024376969
340.0 350.0 0.0248140239451
350.0 360.0 0.109634087853
360.0 370.0 0.186170828388
370.0 380.0 0.0144779833419
380.0 390.0 0.0218012776289
390.0 400.0 0.371593209608
400.0 410.0 0.306532128746
410.0 420.0 0.0945888607829
420.0 430.0 0.156309185447
430.0 440.0 0.503734952412
440.0 450.0 0.342289595249
450.0 460.0 0.484881855634
460.0 470.0 0.760169211232
470.0 480.0 2.21725074627
480.0 490.0 2.27334509
490.0 500.0 3.70878921631
500.0 510.0 0.0
510.0 520.0 0.0
520.0 530.0 0.0
530.0 540.0 0.0
540.0 550.0 0.0
550.0 560.0 0.0
560.0 570.0 0.0
570.0 580.0 0.0
580.0 590.0 0.0
590.0 600.0 0.0


# NNLO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0
-5.5 -5.0 0.0
-5.0 -4.5 0.0
-4.5 -4.0 0.0
-4.0 -3.5 0.0
-3.5 -3.0 0.0
-3.0 -2.5 0.0
-2.5 -2.0 0.340837675367
-2.0 -1.5 0.0434249458135
-1.5 -1.0 0.011010778991
-1.0 -0.5 0.0121528402799
-0.5 0.0 0.0227504952078
0.0 0.5 0.0227352631949
0.5 1.0 0.0122539900088
1.0 1.5 0.0112786909561
1.5 2.0 0.0412808837801
2.0 2.5 0.319610648508
2.5 3.0 0.0
3.0 3.5 0.0
3.5 4.0 0.0
4.0 4.5 0.0
4.5 5.0 0.0
5.0 5.5 0.0
5.5 6.0 0.0


