# create_pdfuncert_schemeB.py -sqrts 13 -NNLO -Q40
# NNLO cross-section {deltaPDF}
0.0367334492299


# NNLO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.0451827139057
10.0 20.0 0.0446129734063
20.0 30.0 0.0437810202678
30.0 40.0 0.0426328933944
40.0 50.0 0.0414890108922
50.0 60.0 0.040122331579
60.0 70.0 0.0390328735056
70.0 80.0 0.0375864664868
80.0 90.0 0.0366179392593
90.0 100.0 0.0353321790983
100.0 110.0 0.0345409128086
110.0 120.0 0.0329823012198
120.0 130.0 0.0328733932447
130.0 140.0 0.0313206433459
140.0 150.0 0.0312686469115
150.0 160.0 0.0299746099685
160.0 170.0 0.0292589646895
170.0 180.0 0.0284973075586
180.0 190.0 0.0284913062746
190.0 200.0 0.0272073675502
200.0 210.0 0.0272480332659
210.0 220.0 0.0259079745499
220.0 230.0 0.0262539989214
230.0 240.0 0.0251619930553
240.0 250.0 0.0241613803727
250.0 260.0 0.0245841025913
260.0 270.0 0.0239144872129
270.0 280.0 0.0229759197572
280.0 290.0 0.0248729404501
290.0 300.0 0.0233960039699
300.0 310.0 0.0221949437222
310.0 320.0 0.0226521504232
320.0 330.0 0.0219007555493
330.0 340.0 0.0228790298875
340.0 350.0 0.0191271460962
350.0 360.0 0.0202920357802
360.0 370.0 0.0191268448861
370.0 380.0 0.0204863328876
380.0 390.0 0.0235535215092
390.0 400.0 0.0198138126665
400.0 410.0 0.0184606673025
410.0 420.0 0.0177874676492
420.0 430.0 0.0204559218827
430.0 440.0 0.0208828466312
440.0 450.0 0.0209081411635
450.0 460.0 0.0173976640882
460.0 470.0 0.0151218564317
470.0 480.0 0.0172814472981
480.0 490.0 0.0231808150054
490.0 500.0 0.010374815542
500.0 510.0 0.021400008942
510.0 520.0 0.0107786957966
520.0 530.0 0.0200689956004
530.0 540.0 0.00894043700402
540.0 550.0 0.0225633595295
550.0 560.0 0.022776156406
560.0 570.0 0.00832380551293
570.0 580.0 0.0226721364125
580.0 590.0 0.010097496969
590.0 600.0 0.0115993819946


# NNLO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0
-5.5 -5.0 0.0
-5.0 -4.5 0.0258522910854
-4.5 -4.0 0.00808418534144
-4.0 -3.5 0.0221758011101
-3.5 -3.0 0.0342440635301
-3.0 -2.5 0.0401247844339
-2.5 -2.0 0.0405543782161
-2.0 -1.5 0.0391419543228
-1.5 -1.0 0.0370897458441
-1.0 -0.5 0.0353838484253
-0.5 0.0 0.0343180273442
0.0 0.5 0.034383046578
0.5 1.0 0.0354111051822
1.0 1.5 0.0371177644818
1.5 2.0 0.0390873971441
2.0 2.5 0.040672092093
2.5 3.0 0.0399294917412
3.0 3.5 0.0344318476068
3.5 4.0 0.0215831001804
4.0 4.5 0.0109528780322
4.5 5.0 0.0514737903837
5.0 5.5 0.0
5.5 6.0 0.0


