# create_pdfuncert_schemeB.py -sqrts 13 -Q20
# N3LO cross-section {deltaPDF}
0.00333040960808


# N3LO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.00419564626885
10.0 20.0 0.00416485796383
20.0 30.0 0.00410559945932
30.0 40.0 0.00402707067366
40.0 50.0 0.00385710523064
50.0 60.0 0.00376266705554
60.0 70.0 0.00367310409495
70.0 80.0 0.00345961130248
80.0 90.0 0.0033088318696
90.0 100.0 0.0032596792982
100.0 110.0 0.00300536522734
110.0 120.0 0.00301803330018
120.0 130.0 0.00285409777466
130.0 140.0 0.00260467903853
140.0 150.0 0.00271479039485
150.0 160.0 0.00245581636977
160.0 170.0 0.00237649843957
170.0 180.0 0.00243307780399
180.0 190.0 0.00233183720738
190.0 200.0 0.00202959165251
200.0 210.0 0.00229390609591
210.0 220.0 0.0020871795238
220.0 230.0 0.00186039410746
230.0 240.0 0.00193423154893
240.0 250.0 0.00168492250151
250.0 260.0 0.0017424422686
260.0 270.0 0.00214080589264
270.0 280.0 0.00121512281238
280.0 290.0 0.00250892066866
290.0 300.0 0.00175921403086
300.0 310.0 0.00124017028807
310.0 320.0 0.00127340371881
320.0 330.0 0.00224760386374
330.0 340.0 0.000851842310245
340.0 350.0 0.00247097319997
350.0 360.0 0.00107475406579
360.0 370.0 0.00117518232519
370.0 380.0 0.00176603648807
380.0 390.0 0.00130935641553
390.0 400.0 0.00195606954713
400.0 410.0 0.000346346939727
410.0 420.0 0.00245563329764
420.0 430.0 0.00134661742627
430.0 440.0 0.00262717376989
440.0 450.0 0.00123044976565
450.0 460.0 0.000416372450675
460.0 470.0 0.00078995668872
470.0 480.0 0.00267015958107
480.0 490.0 0.00133878352595
490.0 500.0 0.00106047026416
500.0 510.0 0.0013213317892
510.0 520.0 0.00332098983501
520.0 530.0 0.000260010717339
530.0 540.0 0.000992056354507
540.0 550.0 0.00233003247707
550.0 560.0 0.000863326064017
560.0 570.0 0.00198883591987
570.0 580.0 0.00397653114803
580.0 590.0 0.00202954745644
590.0 600.0 0.00127723109635


# N3LO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0
-5.5 -5.0 0.0
-5.0 -4.5 0.0655000791508
-4.5 -4.0 0.0040542774921
-4.0 -3.5 0.00412369007114
-3.5 -3.0 0.00588043102862
-3.0 -2.5 0.00586744798373
-2.5 -2.0 0.00496619320309
-2.0 -1.5 0.00409828323943
-1.5 -1.0 0.0032560970188
-1.0 -0.5 0.00260394243681
-0.5 0.0 0.00222413481889
0.0 0.5 0.00221787131187
0.5 1.0 0.00264862104114
1.0 1.5 0.00325647892105
1.5 2.0 0.00406421881444
2.0 2.5 0.00500936260494
2.5 3.0 0.00598080252265
3.0 3.5 0.0056628897442
3.5 4.0 0.00447542941099
4.0 4.5 0.000692449083654
4.5 5.0 0.0685253371887
5.0 5.5 0.0
5.5 6.0 0.0


