# create_pdfuncert_schemeB.py -sqrts 7 -NNLO -Q20
# NNLO cross-section {deltaPDF}
0.0341228004492


# NNLO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.0419559078816
10.0 20.0 0.0414146159264
20.0 30.0 0.0404800365813
30.0 40.0 0.0393112433918
40.0 50.0 0.0381096331666
50.0 60.0 0.0367697263008
60.0 70.0 0.035517471267
70.0 80.0 0.0345177419884
80.0 90.0 0.0331459293997
90.0 100.0 0.0320823054374
100.0 110.0 0.0312325249657
110.0 120.0 0.02992418275
120.0 130.0 0.0295017063947
130.0 140.0 0.0283585219022
140.0 150.0 0.0279057274448
150.0 160.0 0.0265012738679
160.0 170.0 0.0260567166684
170.0 180.0 0.0260377055773
180.0 190.0 0.02492379308
190.0 200.0 0.0233697787888
200.0 210.0 0.0239021243921
210.0 220.0 0.0229752046948
220.0 230.0 0.0230787366674
230.0 240.0 0.0217883893429
240.0 250.0 0.0226104906334
250.0 260.0 0.0199569939619
260.0 270.0 0.0198148612639
270.0 280.0 0.0206292098401
280.0 290.0 0.0198797377757
290.0 300.0 0.0197901667303
300.0 310.0 0.0183493154337
310.0 320.0 0.0199673354518
320.0 330.0 0.0182774582934
330.0 340.0 0.0187852603733
340.0 350.0 0.0155124617787
350.0 360.0 0.0158604158555
360.0 370.0 0.0162436467755
370.0 380.0 0.0170961190554
380.0 390.0 0.0148989340488
390.0 400.0 0.015672094943
400.0 410.0 0.0137930351181
410.0 420.0 0.0168478423931
420.0 430.0 0.0138260359463
430.0 440.0 0.01267890005
440.0 450.0 0.0202165802436
450.0 460.0 0.00545645560744
460.0 470.0 0.0172086807982
470.0 480.0 0.0125103727142
480.0 490.0 0.00962196674197
490.0 500.0 0.0138089621636
500.0 510.0 0.00642722077879
510.0 520.0 0.010928847447
520.0 530.0 0.0115125293887
530.0 540.0 0.0166522076499
540.0 550.0 0.00518396626815
550.0 560.0 0.00927836243116
560.0 570.0 0.0115293492591
570.0 580.0 0.0204153532572
580.0 590.0 0.00916653000154
590.0 600.0 0.0130721105999


# NNLO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0
-5.5 -5.0 0.0
-5.0 -4.5 0.0
-4.5 -4.0 0.354593132655
-4.0 -3.5 0.000672377281663
-3.5 -3.0 0.0130880470097
-3.0 -2.5 0.0281201157566
-2.5 -2.0 0.0350873536706
-2.0 -1.5 0.0364208639045
-1.5 -1.0 0.0353657141966
-1.0 -0.5 0.0337769890133
-0.5 0.0 0.0328859938949
0.0 0.5 0.0328801246494
0.5 1.0 0.0338391238684
1.0 1.5 0.0352776944609
1.5 2.0 0.0364116081022
2.0 2.5 0.0352560896671
2.5 3.0 0.0280955596921
3.0 3.5 0.0136769753882
3.5 4.0 0.0010232733581
4.0 4.5 0.567787075192
4.5 5.0 0.0
5.0 5.5 0.0
5.5 6.0 0.0


