# create_pdfuncert_schemeB.py -sqrts 60 -Q40
# N3LO cross-section {deltaPDF}
0.00359416905462


# N3LO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.00389549743175
10.0 20.0 0.00396018985043
20.0 30.0 0.00392926846847
30.0 40.0 0.00393161718145
40.0 50.0 0.00392830583647
50.0 60.0 0.00379540337984
60.0 70.0 0.00379538977203
70.0 80.0 0.00381485017744
80.0 90.0 0.00375713767215
90.0 100.0 0.00364667012376
100.0 110.0 0.00351666614017
110.0 120.0 0.00357601174145
120.0 130.0 0.00363592746964
130.0 140.0 0.00339441302671
140.0 150.0 0.00342364858641
150.0 160.0 0.0032986843219
160.0 170.0 0.00339201420869
170.0 180.0 0.00321371885055
180.0 190.0 0.0033057148704
190.0 200.0 0.00310500003935
200.0 210.0 0.0031227254839
210.0 220.0 0.00301001573536
220.0 230.0 0.00298144334517
230.0 240.0 0.00259854685664
240.0 250.0 0.0029723481292
250.0 260.0 0.00262805418031
260.0 270.0 0.00312387733009
270.0 280.0 0.00307112767884
280.0 290.0 0.00299376236398
290.0 300.0 0.0021319736051
300.0 310.0 0.00241543236256
310.0 320.0 0.00297681594693
320.0 330.0 0.0026806681116
330.0 340.0 0.00243580060877
340.0 350.0 0.00211113194085
350.0 360.0 0.00165080692935
360.0 370.0 0.00464698849531
370.0 380.0 0.00121259803092
380.0 390.0 0.00171671033349
390.0 400.0 0.00197977062141
400.0 410.0 0.00382612239029
410.0 420.0 0.00161362071211
420.0 430.0 0.00219596807415
430.0 440.0 0.00281706061109
440.0 450.0 0.00194203907967
450.0 460.0 0.00252572859801
460.0 470.0 0.000978809723752
470.0 480.0 0.00262410105106
480.0 490.0 0.00286137302308
490.0 500.0 0.00127613115899
500.0 510.0 0.00350241458793
510.0 520.0 0.00171337419946
520.0 530.0 0.0010182515102
530.0 540.0 0.00207788649107
540.0 550.0 0.00652707066047
550.0 560.0 0.0023792652514
560.0 570.0 0.00177155602996
570.0 580.0 0.00135382560076
580.0 590.0 0.00406440719678
590.0 600.0 0.000604332901511


# N3LO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.00761952455784
-5.5 -5.0 0.00174375883104
-5.0 -4.5 0.00311856967232
-4.5 -4.0 0.00347875863866
-4.0 -3.5 0.00391988784303
-3.5 -3.0 0.00374829719489
-3.0 -2.5 0.00362799171936
-2.5 -2.0 0.00367584889139
-2.0 -1.5 0.00361973071014
-1.5 -1.0 0.00352836769464
-1.0 -0.5 0.00350404206986
-0.5 0.0 0.00358004869557
0.0 0.5 0.00349327699686
0.5 1.0 0.00353679684178
1.0 1.5 0.00354995651258
1.5 2.0 0.00362844071802
2.0 2.5 0.00361006121884
2.5 3.0 0.00369082787855
3.0 3.5 0.00376855195348
3.5 4.0 0.00388803238773
4.0 4.5 0.00337115640347
4.5 5.0 0.00333298171087
5.0 5.5 0.000961745933761
5.5 6.0 0.000560975378567


