# create_pdfuncert_schemeB.py -sqrts 10
# N3LO cross-section {deltaPDF}
0.0115470914358


# N3LO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.0151722245655
10.0 20.0 0.0150294843594
20.0 30.0 0.0147091532072
30.0 40.0 0.0143241973724
40.0 50.0 0.0138976776064
50.0 60.0 0.0132917294541
60.0 70.0 0.0126137804677
70.0 80.0 0.012204900213
80.0 90.0 0.011441794228
90.0 100.0 0.0109165652925
100.0 110.0 0.0102243106158
110.0 120.0 0.00980335712809
120.0 130.0 0.00938289071717
130.0 140.0 0.00850222419867
140.0 150.0 0.0085598701507
150.0 160.0 0.00777588318552
160.0 170.0 0.00742740943744
170.0 180.0 0.00681861023914
180.0 190.0 0.00675911753881
190.0 200.0 0.00617732760261
200.0 210.0 0.00671274292117
210.0 220.0 0.00521431588995
220.0 230.0 0.00588863708864
230.0 240.0 0.0051402430815
240.0 250.0 0.00495772917069
250.0 260.0 0.00537070324805
260.0 270.0 0.00495832079244
270.0 280.0 0.00492342678271
280.0 290.0 0.00345297623659
290.0 300.0 0.00409024849788
300.0 310.0 0.00396637438612
310.0 320.0 0.00393462220473
320.0 330.0 0.0044421414547
330.0 340.0 0.00326472769499
340.0 350.0 0.00424711021297
350.0 360.0 0.00493448693041
360.0 370.0 0.0015111247045
370.0 380.0 0.00494553788314
380.0 390.0 0.00363125799281
390.0 400.0 0.00349723613709
400.0 410.0 0.00420393949177
410.0 420.0 0.00333112893503
420.0 430.0 0.0026300549592
430.0 440.0 0.00577785903742
440.0 450.0 0.00270562019778
450.0 460.0 0.00159174049813
460.0 470.0 0.00384071063265
470.0 480.0 0.000622996962359
480.0 490.0 0.00647602956942
490.0 500.0 0.00671155853778
500.0 510.0 0.00312674724128
510.0 520.0 0.00176415269264
520.0 530.0 0.00214090006271
530.0 540.0 0.00421475873619
540.0 550.0 0.00442207020366
550.0 560.0 0.000495223680571
560.0 570.0 0.00718933321091
570.0 580.0 0.00704921193294
580.0 590.0 0.00324358653861
590.0 600.0 0.00622109968604


# N3LO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0
-5.5 -5.0 0.0
-5.0 -4.5 0.0
-4.5 -4.0 0.0296147375282
-4.0 -3.5 0.0124682371657
-3.5 -3.0 0.0218280477552
-3.0 -2.5 0.0211336010109
-2.5 -2.0 0.0186213642132
-2.0 -1.5 0.015305939502
-1.5 -1.0 0.0119071559764
-1.0 -0.5 0.00907434965586
-0.5 0.0 0.00747518625779
0.0 0.5 0.00746148698594
0.5 1.0 0.00910846411492
1.0 1.5 0.0119334283297
1.5 2.0 0.0152203841536
2.0 2.5 0.0186261753633
2.5 3.0 0.0214714960805
3.0 3.5 0.0212073956405
3.5 4.0 0.013898156261
4.0 4.5 0.0261724100766
4.5 5.0 0.0
5.0 5.5 0.0
5.5 6.0 0.0


