#  ./merge-energies-schemeB.sh
# {sqrts, pdf-uncert}
# N3LO cross-section
1 0.002719780073
7 0.00409545574249
10 0.00527115088086
13 0.00621545110182
20 0.00776920700835
30 0.00910806306947
40 0.00990834260709
60 0.01071566441
80 0.0110227450127
100 0.0110918261853


# NNLO cross-section
1 0.0105771280711
7 0.042072622313
10 0.0481704944963
13 0.0529417197295
20 0.0611167741657
30 0.0689661489531
40 0.0744597302286
60 0.0818429171703
80 0.0867215888748
100 0.0902203700544


