# create_pdfuncert_schemeB.py -sqrts 60 -NNLO -Q40
# NNLO cross-section {deltaPDF}
0.0553041720999


# NNLO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.06475813037
10.0 20.0 0.0645173977669
20.0 30.0 0.0637048965969
30.0 40.0 0.0627678689663
40.0 50.0 0.0615604975991
50.0 60.0 0.0605995156751
60.0 70.0 0.0591970108702
70.0 80.0 0.0581425133087
80.0 90.0 0.0565454301871
90.0 100.0 0.0558502021842
100.0 110.0 0.0543588572908
110.0 120.0 0.0536128718849
120.0 130.0 0.0522439970824
130.0 140.0 0.0515367607082
140.0 150.0 0.0504104813384
150.0 160.0 0.0493108340464
160.0 170.0 0.048661372188
170.0 180.0 0.0483116687624
180.0 190.0 0.0466349218982
190.0 200.0 0.046104054905
200.0 210.0 0.0464483572833
210.0 220.0 0.0439105255
220.0 230.0 0.0445275244726
230.0 240.0 0.0435810233699
240.0 250.0 0.043159277056
250.0 260.0 0.0429663271146
260.0 270.0 0.0422089980988
270.0 280.0 0.043646676315
280.0 290.0 0.039500261238
290.0 300.0 0.0394106812055
300.0 310.0 0.0424152906095
310.0 320.0 0.0385424645691
320.0 330.0 0.0404930727813
330.0 340.0 0.0370961772082
340.0 350.0 0.0379263921595
350.0 360.0 0.0387978412605
360.0 370.0 0.0392822414184
370.0 380.0 0.0351958004788
380.0 390.0 0.0356661713777
390.0 400.0 0.0397370759216
400.0 410.0 0.0365915960167
410.0 420.0 0.0363865289938
420.0 430.0 0.0370863974381
430.0 440.0 0.0355421607039
440.0 450.0 0.0368820067688
450.0 460.0 0.0368722818743
460.0 470.0 0.0278691500163
470.0 480.0 0.0363233264524
480.0 490.0 0.0387334568554
490.0 500.0 0.0281650312717
500.0 510.0 0.0350370659017
510.0 520.0 0.0320053513505
520.0 530.0 0.0326334159553
530.0 540.0 0.0388891665205
540.0 550.0 0.0337400950389
550.0 560.0 0.0294493726451
560.0 570.0 0.0320198913925
570.0 580.0 0.0272090688092
580.0 590.0 0.0307311176411
590.0 600.0 0.0257309092104


# NNLO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.011454980624
-5.5 -5.0 0.0251366489803
-5.0 -4.5 0.0418165065504
-4.5 -4.0 0.051485944795
-4.0 -3.5 0.0558105076938
-3.5 -3.0 0.0571716124542
-3.0 -2.5 0.0572245210763
-2.5 -2.0 0.0567343065405
-2.0 -1.5 0.0559463170915
-1.5 -1.0 0.0550852380198
-1.0 -0.5 0.0545643864071
-0.5 0.0 0.0539639321339
0.0 0.5 0.0540973895476
0.5 1.0 0.0544396910063
1.0 1.5 0.0550590414323
1.5 2.0 0.0559441666086
2.0 2.5 0.0567441958578
2.5 3.0 0.0573027720306
3.0 3.5 0.0573400795746
3.5 4.0 0.0555024941323
4.0 4.5 0.0513349982794
4.5 5.0 0.0432806680216
5.0 5.5 0.0222083203586
5.5 6.0 0.00919275471758


