# create_pdfuncert_schemeB.py -sqrts 13
# N3LO cross-section {deltaPDF}
0.0136770979858


# N3LO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.0173013578872
10.0 20.0 0.0170924267899
20.0 30.0 0.016976487483
30.0 40.0 0.0164969180198
40.0 50.0 0.0161398220395
50.0 60.0 0.0156342438321
60.0 70.0 0.0151032483869
70.0 80.0 0.0143985455746
80.0 90.0 0.0139533735245
90.0 100.0 0.0133681241425
100.0 110.0 0.0128657817842
110.0 120.0 0.0118483097279
120.0 130.0 0.0118206386776
130.0 140.0 0.0111123434743
140.0 150.0 0.010721378274
150.0 160.0 0.00999938749768
160.0 170.0 0.0095819140327
170.0 180.0 0.00918227705378
180.0 190.0 0.00905783661929
190.0 200.0 0.00782966620487
200.0 210.0 0.00839352303433
210.0 220.0 0.00766553922575
220.0 230.0 0.00768257188888
230.0 240.0 0.00700600347663
240.0 250.0 0.0059422262644
250.0 260.0 0.00649805260413
260.0 270.0 0.00608872218077
270.0 280.0 0.00553386000614
280.0 290.0 0.0065582904659
290.0 300.0 0.00727663084773
300.0 310.0 0.00424563324491
310.0 320.0 0.00605039715415
320.0 330.0 0.00396794588604
330.0 340.0 0.00522894231964
340.0 350.0 0.00606380348838
350.0 360.0 0.00439318885409
360.0 370.0 0.00228212191187
370.0 380.0 0.00324105918654
380.0 390.0 0.00731368801019
390.0 400.0 0.00524587940039
400.0 410.0 0.00142784150731
410.0 420.0 0.00614554387362
420.0 430.0 0.00222438945682
430.0 440.0 0.0055845892533
440.0 450.0 0.00672092066305
450.0 460.0 0.000852850973523
460.0 470.0 0.00373158738821
470.0 480.0 0.00387592560501
480.0 490.0 0.00713634259854
490.0 500.0 0.00115113920476
500.0 510.0 0.00350546625273
510.0 520.0 0.00373899116452
520.0 530.0 0.005969830557
530.0 540.0 0.000749825901708
540.0 550.0 0.00820873612631
550.0 560.0 0.00141208978392
560.0 570.0 0.00434196040634
570.0 580.0 0.0103316863245
580.0 590.0 0.00653683987341
590.0 600.0 0.000890054882623


# N3LO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0
-5.5 -5.0 0.0
-5.0 -4.5 0.117387835325
-4.5 -4.0 0.000996554539006
-4.0 -3.5 0.0177782498744
-3.5 -3.0 0.0221635281864
-3.0 -2.5 0.0214700098104
-2.5 -2.0 0.0191669217951
-2.0 -1.5 0.0164771705995
-1.5 -1.0 0.013560441765
-1.0 -0.5 0.011283505123
-0.5 0.0 0.00985400307668
0.0 0.5 0.00993157971615
0.5 1.0 0.0112781053523
1.0 1.5 0.0136187174716
1.5 2.0 0.0163406059596
2.0 2.5 0.0193081284556
2.5 3.0 0.0214397559202
3.0 3.5 0.0218597691634
3.5 4.0 0.0181106036742
4.0 4.5 0.0112037435752
4.5 5.0 0.0914800857995
5.0 5.5 0.0
5.5 6.0 0.0


