# create_pdfuncert_schemeB.py -sqrts 1 -NNLO -Q20
# NNLO cross-section {deltaPDF}
0.00727330043706


# NNLO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.0140571799728
10.0 20.0 0.0130932148499
20.0 30.0 0.0118642305979
30.0 40.0 0.0101523610901
40.0 50.0 0.00826279829769
50.0 60.0 0.00631242794119
60.0 70.0 0.00424135085497
70.0 80.0 0.00193369028398
80.0 90.0 0.000572890503576
90.0 100.0 0.00272930932648
100.0 110.0 0.00538886411993
110.0 120.0 0.00758379154906
120.0 130.0 0.0104304185721
130.0 140.0 0.0129897823853
140.0 150.0 0.0143524205677
150.0 160.0 0.017262832002
160.0 170.0 0.0190385838504
170.0 180.0 0.0198050579168
180.0 190.0 0.0218497464875
190.0 200.0 0.0199645858721
200.0 210.0 0.0236559178698
210.0 220.0 0.0235840028689
220.0 230.0 0.0228465224913
230.0 240.0 0.0238145523055
240.0 250.0 0.00391217026585
250.0 260.0 0.0131313884015
260.0 270.0 0.0168092764628
270.0 280.0 0.0251224196237
280.0 290.0 0.011189011032
290.0 300.0 0.000416343685872
300.0 310.0 0.00283645485112
310.0 320.0 0.0143228240866
320.0 330.0 0.0426977933085
330.0 340.0 0.0186036858814
340.0 350.0 0.01089785881
350.0 360.0 0.0810343359838
360.0 370.0 0.00411026130589
370.0 380.0 0.0167023942829
380.0 390.0 0.0268833511629
390.0 400.0 0.172768488404
400.0 410.0 0.18780217735
410.0 420.0 0.149039905443
420.0 430.0 0.0635113492554
430.0 440.0 0.15767219946
440.0 450.0 0.247176728622
450.0 460.0 0.326277705286
460.0 470.0 0.828108512128
470.0 480.0 0.897055393356
480.0 490.0 1.04865279916
490.0 500.0 2.34870233303
500.0 510.0 0.0
510.0 520.0 0.0
520.0 530.0 0.0
530.0 540.0 0.0
540.0 550.0 0.0
550.0 560.0 0.0
560.0 570.0 0.0
570.0 580.0 0.0
580.0 590.0 0.0
590.0 600.0 0.0


# NNLO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0
-5.5 -5.0 0.0
-5.0 -4.5 0.0
-4.5 -4.0 0.0
-4.0 -3.5 0.0
-3.5 -3.0 0.0
-3.0 -2.5 0.0
-2.5 -2.0 0.188806503425
-2.0 -1.5 0.0162550148875
-1.5 -1.0 0.0094702943019
-1.0 -0.5 0.00359987844216
-0.5 0.0 0.0108838756783
0.0 0.5 0.0108531435986
0.5 1.0 0.00362380457348
1.0 1.5 0.00955636246565
1.5 2.0 0.0145390232314
2.0 2.5 0.157997781939
2.5 3.0 0.0
3.0 3.5 0.0
3.5 4.0 0.0
4.0 4.5 0.0
4.5 5.0 0.0
5.0 5.5 0.0
5.5 6.0 0.0


