#  ./merge-energies-schemeB.sh
# {sqrts, pdf-uncert}
# N3LO cross-section
1 0.00450654367835
7 0.00875041961156
10 0.0115470914358
13 0.0136770979858
20 0.0169806509448
30 0.0195442775992
40 0.0208498046989
60 0.0217602969037
80 0.0216633989015
100 0.0210972474267


# NNLO cross-section
1 0.0172067030019
7 0.0570232002281
10 0.0657095648077
13 0.0725904127675
20 0.0844298208684
30 0.0958149606042
40 0.103764480863
60 0.114461199265
80 0.121505143046
100 0.126608442588


