#  ./merge-energies-schemeB.sh
# {sqrts, pdf-uncert}
# N3LO cross-section
1 0.00171515988092
7 0.00227803085326
10 0.00285300685097
13 0.00333040960808
20 0.00415328493067
30 0.00490489326798
40 0.00539145770657
60 0.00594561394831
80 0.0062231307626
100 0.00636590108556


# NNLO cross-section
1 0.00727330043706
7 0.0341228004492
10 0.0389661136527
13 0.0427150698387
20 0.0490973196846
30 0.0551746271591
40 0.0594027312134
60 0.0650406540631
80 0.0687180564173
100 0.0713181572152


