# create_pdfuncert_schemeB.py -sqrts 80
# N3LO cross-section {deltaPDF}
0.0216633989015


# N3LO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.0199020200417
10.0 20.0 0.0200909176811
20.0 30.0 0.0203395264132
30.0 40.0 0.0207335323364
40.0 50.0 0.021041519236
50.0 60.0 0.0212897941489
60.0 70.0 0.0217419727691
70.0 80.0 0.0219426102389
80.0 90.0 0.0220101964482
90.0 100.0 0.0224062375123
100.0 110.0 0.0223866597658
110.0 120.0 0.0222683640126
120.0 130.0 0.0228224334727
130.0 140.0 0.02289643146
140.0 150.0 0.0221522803803
150.0 160.0 0.0230864594199
160.0 170.0 0.0220349623176
170.0 180.0 0.0226725990113
180.0 190.0 0.0221929344309
190.0 200.0 0.0220393918512
200.0 210.0 0.0217668201931
210.0 220.0 0.0217273032054
220.0 230.0 0.022008189513
230.0 240.0 0.0213746688911
240.0 250.0 0.0219262112515
250.0 260.0 0.0214333343658
260.0 270.0 0.0195116232499
270.0 280.0 0.0217334424053
280.0 290.0 0.0204234557187
290.0 300.0 0.0214267174432
300.0 310.0 0.0213274916104
310.0 320.0 0.0187617330395
320.0 330.0 0.0206141109247
330.0 340.0 0.0196450566135
340.0 350.0 0.0183143200069
350.0 360.0 0.0214894998592
360.0 370.0 0.0188424020097
370.0 380.0 0.0178594242812
380.0 390.0 0.0204332717972
390.0 400.0 0.0164277436232
400.0 410.0 0.0240811763191
410.0 420.0 0.0150845766673
420.0 430.0 0.0174185492662
430.0 440.0 0.0227923835844
440.0 450.0 0.0150385381411
450.0 460.0 0.0163761137984
460.0 470.0 0.0187807115187
470.0 480.0 0.016261354428
480.0 490.0 0.0193849510922
490.0 500.0 0.0150981833949
500.0 510.0 0.0179406541675
510.0 520.0 0.0108665109221
520.0 530.0 0.0220366608494
530.0 540.0 0.0175058872594
540.0 550.0 0.013846367226
550.0 560.0 0.0189206937049
560.0 570.0 0.0189753043449
570.0 580.0 0.0125106838627
580.0 590.0 0.0149197390355
590.0 600.0 0.0251596716508


# N3LO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0314910795221
-5.5 -5.0 0.017105971824
-5.0 -4.5 0.00695695221006
-4.5 -4.0 0.000415069993792
-4.0 -3.5 0.00543463459459
-3.5 -3.0 0.0102559153132
-3.0 -2.5 0.0152203479452
-2.5 -2.0 0.0195612796649
-2.0 -1.5 0.0234959946697
-1.5 -1.0 0.0267260227677
-1.0 -0.5 0.0292345521037
-0.5 0.0 0.0305818267437
0.0 0.5 0.0304118129627
0.5 1.0 0.0293507871082
1.0 1.5 0.0267745203882
1.5 2.0 0.0234208308425
2.0 2.5 0.0193882554033
2.5 3.0 0.0151247859272
3.0 3.5 0.0106576459831
3.5 4.0 0.00560047336051
4.0 4.5 0.00101858883202
4.5 5.0 0.00625044379831
5.0 5.5 0.015453152364
5.5 6.0 0.0410883301161


