# create_pdfuncert_schemeB.py -sqrts 20 -Q10
# N3LO cross-section {deltaPDF}
0.00776920700835


# N3LO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.00936912928677
10.0 20.0 0.00928930449514
20.0 30.0 0.00925830630568
30.0 40.0 0.00907874887988
40.0 50.0 0.00888799987393
50.0 60.0 0.00866686353996
60.0 70.0 0.00847716221601
70.0 80.0 0.00841199745194
80.0 90.0 0.00788346140694
90.0 100.0 0.0078458895904
100.0 110.0 0.00743044402395
110.0 120.0 0.00728925316778
120.0 130.0 0.00680740566107
130.0 140.0 0.00703307721968
140.0 150.0 0.0064230221474
150.0 160.0 0.00645275580588
160.0 170.0 0.00628087912627
170.0 180.0 0.00575804727093
180.0 190.0 0.00592450083266
190.0 200.0 0.00550456184739
200.0 210.0 0.00530409807995
210.0 220.0 0.00528603346611
220.0 230.0 0.00457228812262
230.0 240.0 0.00505240808622
240.0 250.0 0.00513102041386
250.0 260.0 0.00428299974643
260.0 270.0 0.00475658042634
270.0 280.0 0.00481715117765
280.0 290.0 0.00398933231274
290.0 300.0 0.00434744339725
300.0 310.0 0.00359508412981
310.0 320.0 0.00339032726512
320.0 330.0 0.00543807299775
330.0 340.0 0.00249041115774
340.0 350.0 0.0036660511461
350.0 360.0 0.00368263064725
360.0 370.0 0.00375900537932
370.0 380.0 0.00339752242875
380.0 390.0 0.00378346320812
390.0 400.0 0.00143885834816
400.0 410.0 0.00445791238361
410.0 420.0 0.00242590559213
420.0 430.0 0.00287748397807
430.0 440.0 0.00328362264236
440.0 450.0 0.0038641904044
450.0 460.0 0.000883017532189
460.0 470.0 0.00401808766998
470.0 480.0 0.00173443217569
480.0 490.0 0.00328307818512
490.0 500.0 0.00297336570921
500.0 510.0 0.00541396984625
510.0 520.0 0.000924308476901
520.0 530.0 0.00564055571374
530.0 540.0 0.00115877436885
540.0 550.0 0.00329858491684
550.0 560.0 0.00373999486006
560.0 570.0 0.000657033743448
570.0 580.0 0.00360447853427
580.0 590.0 0.00197433324688
590.0 600.0 0.00622200353234


# N3LO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0
-5.5 -5.0 0.26360538264
-5.0 -4.5 0.00983223128666
-4.5 -4.0 0.00643826856511
-4.0 -3.5 0.0107522631707
-3.5 -3.0 0.0112311470087
-3.0 -2.5 0.0104947906677
-2.5 -2.0 0.00951466843027
-2.0 -1.5 0.00836278872586
-1.5 -1.0 0.00756003073328
-1.0 -0.5 0.00659603415188
-0.5 0.0 0.00625439044115
0.0 0.5 0.00619712252731
0.5 1.0 0.0066224785931
1.0 1.5 0.00748147833691
1.5 2.0 0.00846798371174
2.0 2.5 0.00950755163459
2.5 3.0 0.0105469693686
3.0 3.5 0.0112332484039
3.5 4.0 0.0106448475537
4.0 4.5 0.00714770147935
4.5 5.0 0.00319512147544
5.0 5.5 0.066913141983
5.5 6.0 0.0


