# create_pdfuncert_schemeB.py -sqrts 13 -NNLO
# NNLO cross-section {deltaPDF}
0.0725904127675


# NNLO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.0874829876148
10.0 20.0 0.0867720270364
20.0 30.0 0.085270070934
30.0 40.0 0.0835124362391
40.0 50.0 0.0813600535479
50.0 60.0 0.0793448066725
60.0 70.0 0.0770197578026
70.0 80.0 0.0743987317476
80.0 90.0 0.072950103269
90.0 100.0 0.07033652645
100.0 110.0 0.068660663356
110.0 120.0 0.0658619301387
120.0 130.0 0.0653720551029
130.0 140.0 0.0627582175857
140.0 150.0 0.0620594003663
150.0 160.0 0.0592415239985
160.0 170.0 0.0586966605122
170.0 180.0 0.0568414186568
180.0 190.0 0.0566989851842
190.0 200.0 0.0545269487204
200.0 210.0 0.0536424095116
210.0 220.0 0.0525908508229
220.0 230.0 0.0526904267929
230.0 240.0 0.0495866874075
240.0 250.0 0.0489715144838
250.0 260.0 0.0499591150103
260.0 270.0 0.0474237824638
270.0 280.0 0.0470063391707
280.0 290.0 0.0474937148875
290.0 300.0 0.0466476202267
300.0 310.0 0.0452814426154
310.0 320.0 0.0455281370648
320.0 330.0 0.0411001396145
330.0 340.0 0.0463320881319
340.0 350.0 0.042347026092
350.0 360.0 0.0404418903779
360.0 370.0 0.0387921989013
370.0 380.0 0.044265301815
380.0 390.0 0.0436430327629
390.0 400.0 0.0379114397988
400.0 410.0 0.0388114722047
410.0 420.0 0.041651325154
420.0 430.0 0.0398894677797
430.0 440.0 0.0418512400473
440.0 450.0 0.038105452171
450.0 460.0 0.0297416747489
460.0 470.0 0.0385113074923
470.0 480.0 0.0374120528391
480.0 490.0 0.0428657292651
490.0 500.0 0.0297139841475
500.0 510.0 0.0420396582802
510.0 520.0 0.0250205209636
520.0 530.0 0.0433975118221
530.0 540.0 0.0260022287926
540.0 550.0 0.0369299634457
550.0 560.0 0.0388129314283
560.0 570.0 0.0284409219826
570.0 580.0 0.0468961536784
580.0 590.0 0.0154483328293
590.0 600.0 0.0340843099077


# NNLO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0
-5.5 -5.0 0.0
-5.0 -4.5 0.100096740971
-4.5 -4.0 0.0267578222645
-4.0 -3.5 0.0631044189921
-3.5 -3.0 0.0824103925134
-3.0 -2.5 0.0873723676173
-2.5 -2.0 0.0847073172024
-2.0 -1.5 0.0788218748899
-1.5 -1.0 0.0726110439042
-1.0 -0.5 0.0677102994841
-0.5 0.0 0.0648291688225
0.0 0.5 0.0649766458687
0.5 1.0 0.0677545568049
1.0 1.5 0.0726417776999
1.5 2.0 0.0787984460022
2.0 2.5 0.084690247305
2.5 3.0 0.0873368200261
3.0 3.5 0.0819536150333
3.5 4.0 0.0636184316681
4.0 4.5 0.0283721806505
4.5 5.0 0.0506358292548
5.0 5.5 0.0
5.5 6.0 0.0


