# create_pdfuncert_schemeB.py -sqrts 80 -NNLO
# NNLO cross-section {deltaPDF}
0.121505143046


# NNLO ptH {ptmin, ptmax, deltaPDF}
0.0 10.0 0.136788286515
10.0 20.0 0.136574673922
20.0 30.0 0.135433468982
30.0 40.0 0.134170380059
40.0 50.0 0.132700430302
50.0 60.0 0.130759013374
60.0 70.0 0.129100879405
70.0 80.0 0.126821592949
80.0 90.0 0.125348400916
90.0 100.0 0.122955051166
100.0 110.0 0.120639102711
110.0 120.0 0.12058090534
120.0 130.0 0.116652845809
130.0 140.0 0.116392560126
140.0 150.0 0.113197525191
150.0 160.0 0.113215663719
160.0 170.0 0.11004408944
170.0 180.0 0.110149966938
180.0 190.0 0.106869083278
190.0 200.0 0.106964744287
200.0 210.0 0.104710151759
210.0 220.0 0.104020342126
220.0 230.0 0.101596175224
230.0 240.0 0.0997896105066
240.0 250.0 0.101899651141
250.0 260.0 0.0987176402152
260.0 270.0 0.0935340135526
270.0 280.0 0.100395609468
280.0 290.0 0.0968527215759
290.0 300.0 0.0930300046418
300.0 310.0 0.0971229213622
310.0 320.0 0.0887644512551
320.0 330.0 0.0935127613215
330.0 340.0 0.0905383832061
340.0 350.0 0.0925205761755
350.0 360.0 0.0854591737815
360.0 370.0 0.0911022010149
370.0 380.0 0.0848254049517
380.0 390.0 0.0870292611657
390.0 400.0 0.0820458518391
400.0 410.0 0.08820272711
410.0 420.0 0.084839597368
420.0 430.0 0.0813248853376
430.0 440.0 0.0900973028651
440.0 450.0 0.0795499643623
450.0 460.0 0.0868491711534
460.0 470.0 0.0817731560891
470.0 480.0 0.0763081700092
480.0 490.0 0.0782513531304
490.0 500.0 0.0846032664468
500.0 510.0 0.0805312898339
510.0 520.0 0.0752956001335
520.0 530.0 0.0864163429277
530.0 540.0 0.0695651005125
540.0 550.0 0.069763666224
550.0 560.0 0.0859692003554
560.0 570.0 0.0721275748993
570.0 580.0 0.0839249254444
580.0 590.0 0.0651105800315
590.0 600.0 0.0794957478689


# NNLO yH {ptmin, ptmax, deltaPDF}
-6.0 -5.5 0.0619197172772
-5.5 -5.0 0.0939850537151
-5.0 -4.5 0.112911659124
-4.5 -4.0 0.121664048696
-4.0 -3.5 0.125004980804
-3.5 -3.0 0.12520147914
-3.0 -2.5 0.124385840944
-2.5 -2.0 0.122894123677
-2.0 -1.5 0.121791497976
-1.5 -1.0 0.120525396542
-1.0 -0.5 0.119906527946
-0.5 0.0 0.119528863186
0.0 0.5 0.119432198226
0.5 1.0 0.120093536071
1.0 1.5 0.1204967328
1.5 2.0 0.121658735767
2.0 2.5 0.122676187842
2.5 3.0 0.124558461848
3.0 3.5 0.125113004235
3.5 4.0 0.124922911124
4.0 4.5 0.121583216869
4.5 5.0 0.113883286115
5.0 5.5 0.0932369381001
5.5 6.0 0.0599390540852


