# MSTW_F3e-p_NNLO_Q100.C
# i  x  result
0 1e-05 7.562801
1 1.122018e-05 7.308479
2 1.258925e-05 7.05887
3 1.412538e-05 6.814432
4 1.584893e-05 6.575445
5 1.778279e-05 6.341963
6 1.995262e-05 6.113871
7 2.238721e-05 5.890965
8 2.511886e-05 5.673161
9 2.818383e-05 5.460511
10 3.162278e-05 5.253139
11 3.548134e-05 5.051296
12 3.981072e-05 4.855167
13 4.466836e-05 4.664671
14 5.011872e-05 4.479408
15 5.623413e-05 4.29929
16 6.309573e-05 4.124458
17 7.079458e-05 3.954867
18 7.943282e-05 3.790386
19 8.912509e-05 3.63096
20 0.0001 3.476241
21 0.0001122018 3.325762
22 0.0001258925 3.179739
23 0.0001412538 3.038451
24 0.0001584893 2.902043
25 0.0001778279 2.770489
26 0.0001995262 2.643612
27 0.0002238721 2.521134
28 0.0002511886 2.402819
29 0.0002818383 2.28853
30 0.0003162278 2.178268
31 0.0003548134 2.072122
32 0.0003981072 1.970214
33 0.0004466836 1.87245
34 0.0005011872 1.778426
35 0.0005623413 1.687969
36 0.0006309573 1.601126
37 0.0007079458 1.517797
38 0.0007943282 1.437848
39 0.0008912509 1.361258
40 0.001 1.287759
41 0.001122018 1.216991
42 0.001258925 1.149008
43 0.001412538 1.083938
44 0.001584893 1.02182
45 0.001778279 0.9626526
46 0.001995262 0.9062846
47 0.002238721 0.8525263
48 0.002511886 0.8011835
49 0.002818383 0.7521273
50 0.003162278 0.7053109
51 0.003548134 0.6607521
52 0.003981072 0.6185239
53 0.004466836 0.578541
54 0.005011872 0.5405531
55 0.005623413 0.5044265
56 0.006309573 0.4701678
57 0.007079458 0.4377144
58 0.007943282 0.4069711
59 0.008912509 0.3779053
60 0.01 0.3504191
61 0.01122018 0.3244392
62 0.01258925 0.2999379
63 0.01412538 0.2768654
64 0.01584893 0.2551646
65 0.01778279 0.2347732
66 0.01995262 0.2156378
67 0.02238721 0.1976988
68 0.02511886 0.1809145
69 0.02818383 0.1652461
70 0.03162278 0.1506848
71 0.03548134 0.1371807
72 0.03981072 0.124632
73 0.04466836 0.1129884
74 0.05011872 0.1022219
75 0.05623413 0.09230043
76 0.06309573 0.08319216
77 0.07079458 0.07482417
78 0.07943282 0.06712431
79 0.08912509 0.06004804
80 0.1 0.05353338
81 0.1122018 0.04752614
82 0.1258925 0.04197534
83 0.1412538 0.03683394
84 0.1584893 0.03205767
85 0.1778279 0.02761297
86 0.1995262 0.0234746
87 0.2238721 0.01962862
88 0.2511886 0.0160729
89 0.2818383 0.01281707
90 0.3162278 0.009882732
91 0.3548134 0.007299264
92 0.3981072 0.005099466
93 0.4466836 0.003310989
94 0.5011872 0.00194771
95 0.5623413 0.0009980191
96 0.6309573 0.0004171729
97 0.7079458 0.000125876
98 0.7943282 2.086522e-05
99 0.8912509 8.133397e-07
