# MSTW_F3e-p_NLO_Q100.C
# i  x  result
0 1e-05 7.852501
1 1.122018e-05 7.571748
2 1.258925e-05 7.297405
3 1.412538e-05 7.029699
4 1.584893e-05 6.768731
5 1.778279e-05 6.514452
6 1.995262e-05 6.266729
7 2.238721e-05 6.02543
8 2.511886e-05 5.790502
9 2.818383e-05 5.561963
10 3.162278e-05 5.339862
11 3.548134e-05 5.124285
12 3.981072e-05 4.915229
13 4.466836e-05 4.712537
14 5.011872e-05 4.515951
15 5.623413e-05 4.325386
16 6.309573e-05 4.140846
17 7.079458e-05 3.962209
18 7.943282e-05 3.789328
19 8.912509e-05 3.622065
20 0.0001 3.460168
21 0.0001122018 3.30341
22 0.0001258925 3.151896
23 0.0001412538 3.005722
24 0.0001584893 2.864884
25 0.0001778279 2.729264
26 0.0001995262 2.598668
27 0.0002238721 2.47287
28 0.0002511886 2.351694
29 0.0002818383 2.235031
30 0.0003162278 2.122846
31 0.0003548134 2.015128
32 0.0003981072 1.911851
33 0.0004466836 1.812853
34 0.0005011872 1.717852
35 0.0005623413 1.626713
36 0.0006309573 1.539397
37 0.0007079458 1.455774
38 0.0007943282 1.375708
39 0.0008912509 1.299106
40 0.001 1.225751
41 0.001122018 1.155452
42 0.001258925 1.088209
43 0.001412538 1.024052
44 0.001584893 0.962949
45 0.001778279 0.9048092
46 0.001995262 0.8494968
47 0.002238721 0.796841
48 0.002511886 0.7466967
49 0.002818383 0.6989637
50 0.003162278 0.6535879
51 0.003548134 0.6105389
52 0.003981072 0.5698088
53 0.004466836 0.5312716
54 0.005011872 0.4947548
55 0.005623413 0.460159
56 0.006309573 0.4274509
57 0.007079458 0.3965554
58 0.007943282 0.3673885
59 0.008912509 0.3398967
60 0.01 0.3139909
61 0.01122018 0.2896091
62 0.01258925 0.2667058
63 0.01412538 0.2452205
64 0.01584893 0.2250964
65 0.01778279 0.20627
66 0.01995262 0.1886885
67 0.02238721 0.1722925
68 0.02511886 0.1570405
69 0.02818383 0.1428812
70 0.03162278 0.129783
71 0.03548134 0.1176941
72 0.03981072 0.1065282
73 0.04466836 0.09623699
74 0.05011872 0.08678258
75 0.05623413 0.07811812
76 0.06309573 0.0701969
77 0.07079458 0.06294997
78 0.07943282 0.0563119
79 0.08912509 0.05023073
80 0.1 0.04464959
81 0.1122018 0.03951548
82 0.1258925 0.03478042
83 0.1412538 0.03040107
84 0.1584893 0.02633992
85 0.1778279 0.02256918
86 0.1995262 0.01906933
87 0.2238721 0.01583141
88 0.2511886 0.01285624
89 0.2818383 0.01015379
90 0.3162278 0.00774254
91 0.3548134 0.005645199
92 0.3981072 0.003884803
93 0.4466836 0.002477758
94 0.5011872 0.001426669
95 0.5623413 0.0007120842
96 0.6309573 0.0002879765
97 0.7079458 8.320276e-05
98 0.7943282 1.296787e-05
99 0.8912509 4.561193e-07
