# Q1 =   100.0000 , Q2 =   500.0000
# x  F2Wp(LO) F2Wm(LO) F2Wp(NLO) F2Wm(NLO) F2Wp(NNLO) F2Wm(NNLO) F2Z(LO) F2Z(NLO) F2Z(NNLO)
    1.000000316960E-05    2.954194647508E+00    2.953784375066E+00   -7.856889142541E-03   -7.857613559241E-03   -3.669303008157E-05   -3.669286802045E-05    2.006139857089E+00   -6.761097150769E-03   -3.122659750259E-05
    1.059254059240E-05    2.937279126909E+00    2.936849522578E+00   -7.810879123303E-03   -7.811627847879E-03   -3.625751538315E-05   -3.625731006332E-05    1.994643762830E+00   -6.721527086188E-03   -3.085575222126E-05
    1.122018806381E-05    2.920462640612E+00    2.920012793542E+00   -7.765135461831E-03   -7.765909132768E-03   -3.582444885757E-05   -3.582419764127E-05    1.983214556576E+00   -6.682186382700E-03   -3.048698986552E-05
    1.188502598494E-05    2.903744707924E+00    2.903273664356E+00   -7.719656688298E-03   -7.720455924045E-03   -3.539381411451E-05   -3.539351426244E-05    1.971851894388E+00   -6.643073768857E-03   -3.012029643435E-05
    1.258925802843E-05    2.887124854849E+00    2.886631616089E+00   -7.674441341615E-03   -7.675266811763E-03   -3.496559485501E-05   -3.496524352491E-05    1.960555436052E+00   -6.604187977236E-03   -2.975565800461E-05
    1.333521844269E-05    2.870602614226E+00    2.870086134535E+00   -7.629487969158E-03   -7.630340300875E-03   -3.453977487509E-05   -3.453936912033E-05    1.949324845136E+00   -6.565527754184E-03   -2.939306073453E-05
    1.412537978909E-05    2.854177525875E+00    2.853636710247E+00   -7.584795126999E-03   -7.585674961910E-03   -3.411633806895E-05   -3.411587483721E-05    1.938159789048E+00   -6.527091843661E-03   -2.903249086650E-05
    1.496236113743E-05    2.837849136745E+00    2.837282838589E+00   -7.540361379106E-03   -7.541269357475E-03   -3.369526843296E-05   -3.369474456542E-05    1.927059939092E+00   -6.488878998289E-03   -2.867393473064E-05
    1.584893674715E-05    2.821617001071E+00    2.821024019782E+00   -7.496185297551E-03   -7.497122056545E-03   -3.327655005115E-05   -3.327596228142E-05    1.916024970537E+00   -6.450887976043E-03   -2.831737873078E-05
    1.678804526291E-05    2.805480680544E+00    2.804859758960E+00   -7.452265462201E-03   -7.453231634107E-03   -3.286016717299E-05   -3.285951212689E-05    1.905054562677E+00   -6.413117540422E-03   -2.796280941862E-05
    1.778279945500E-05    2.789439744483E+00    2.788789566220E+00   -7.408600445951E-03   -7.409596670763E-03   -3.244610410791E-05   -3.244537830295E-05    1.894148398907E+00   -6.375566458078E-03   -2.761021339231E-05
    1.883649653694E-05    2.773493770019E+00    2.772812956681E+00   -7.365188885372E-03   -7.366215748889E-03   -3.203434530375E-05   -3.203354514931E-05    1.883306166792E+00   -6.338233501864E-03   -2.725957737158E-05
    1.995262909442E-05    2.757642342284E+00    2.756929450544E+00   -7.322029342802E-03   -7.323087469368E-03   -3.162487533377E-05   -3.162399713124E-05    1.872527558145E+00   -6.301117447986E-03   -2.691088818495E-05
    2.113489666185E-05    2.741885054615E+00    2.741138573157E+00   -7.279120438929E-03   -7.280210416770E-03   -3.121767890218E-05   -3.121671884581E-05    1.861812269107E+00   -6.264217076309E-03   -2.656413277458E-05
    2.238721798482E-05    2.726221508761E+00    2.725439855080E+00   -7.236460789436E-03   -7.237583193206E-03   -3.081274085019E-05   -3.081169502814E-05    1.851160000233E+00   -6.227531169967E-03   -2.621929820186E-05
    2.371374400920E-05    2.710651315108E+00    2.709832832155E+00   -7.194049014415E-03   -7.195204400624E-03   -3.041004616265E-05   -3.040891055852E-05    1.840570456581E+00   -6.191058514924E-03   -2.587637165339E-05
    2.511887163984E-05    2.695174092904E+00    2.694317045578E+00   -7.151883741905E-03   -7.153072643676E-03   -3.000957997459E-05   -3.000835046930E-05    1.830043347801E+00   -6.154797899641E-03   -2.553534044684E-05
    2.660725831458E-05    2.679789470507E+00    2.678892041978E+00   -7.109963604648E-03   -7.111186529386E-03   -2.961132757868E-05   -2.960999995312E-05    1.819578388237E+00   -6.118748117475E-03   -2.519619203771E-05
    2.818383744181E-05    2.664497085632E+00    2.663557373494E+00   -7.068287240556E-03   -7.069544665427E-03   -2.921527443288E-05   -2.921384437074E-05    1.809175297025E+00   -6.082907954337E-03   -2.485891402651E-05
    2.985383475271E-05    2.649296585621E+00    2.648312597863E+00   -7.026853292315E-03   -7.028145661131E-03   -2.882140616857E-05   -2.881986926005E-05    1.798833798202E+00   -6.047276200242E-03   -2.452349416578E-05
    3.162278562252E-05    2.634187627715E+00    2.633157278503E+00   -6.985660406976E-03   -6.986988103389E-03   -2.842970861606E-05   -2.842806036206E-05    1.788553620816E+00   -6.011851657064E-03   -2.418992038410E-05
    3.349655341806E-05    2.619169879347E+00    2.618090984607E+00   -6.944707235518E-03   -6.946070667242E-03   -2.804016774564E-05   -2.803840356280E-05    1.778334499041E+00   -5.976633113089E-03   -2.385818072978E-05
    3.548134893245E-05    2.604243018448E+00    2.603113291236E+00   -6.903992432384E-03   -6.905391892990E-03   -2.765276977973E-05   -2.765088500595E-05    1.768176172303E+00   -5.941619359771E-03   -2.352826347697E-05
    3.758375097145E-05    2.589406733756E+00    2.588223779423E+00   -6.863514647408E-03   -6.864950407412E-03   -2.726750113428E-05   -2.726549103526E-05    1.758078385403E+00   -5.906809186911E-03   -2.320015706938E-05
    3.981072815955E-05    2.574660725154E+00    2.573422036272E+00   -6.823272556692E-03   -6.824744811824E-03   -2.688434844670E-05   -2.688220822336E-05    1.748040888651E+00   -5.872201381936E-03   -2.287385014679E-05
    4.216966203819E-05    2.560004704014E+00    2.558707655070E+00   -6.783264818989E-03   -6.784773703317E-03   -2.650329858742E-05   -2.650102338388E-05    1.738063438006E+00   -5.837794729138E-03   -2.254933155507E-05
    4.466837153263E-05    2.545438393561E+00    2.544080235394E+00   -6.743490085102E-03   -6.745035673745E-03   -2.612433867107E-05   -2.612192358412E-05    1.728145795220E+00   -5.803588008870E-03   -2.222659035699E-05
    4.731513886856E-05    2.530961529249E+00    2.529539383236E+00   -6.703947025524E-03   -6.705529308639E-03   -2.574745606933E-05   -2.574489615861E-05    1.718287727987E+00   -5.769579996695E-03   -2.190561584326E-05
    5.011873702437E-05    2.516573859157E+00    2.515084711117E+00   -6.664634304135E-03   -6.666253186071E-03   -2.537263842404E-05   -2.536992872341E-05    1.708489010107E+00   -5.735769462494E-03   -2.158639754477E-05
