# Q1 =   100.0000 , Q2 =   100.0000
# x  F3Wp(LO) F3Wm(LO) F3Wp(NLO) F3Wm(NLO) F3Wp(NNLO) F3Wm(NNLO) F3Wp(N3LO) F3Wm(N3LO) F3Z(LO) F3Z(NLO) F3Z(NNLO) F3Z(N3LO)
    1.000000316960E-05   -4.886424916206E+04    4.903752607202E+04    1.280042578322E+03   -1.251237854450E+03    3.192184637792E+02   -3.120661583155E+02    8.476896915916E+01   -8.248910928075E+01    4.493155304136E+01    7.413262887280E+00    1.832019744700E+00    5.223769476165E-01
    1.122018806381E-05   -4.304121841735E+04    4.321044826847E+04    1.129313050713E+03   -1.101655237957E+03    2.815514986318E+02   -2.748021666959E+02    7.472649490699E+01   -7.264823343981E+01    4.387828297342E+01    7.117106832979E+00    1.728493213548E+00    4.745641266017E-01
    1.258925802843E-05   -3.791108748162E+04    3.807636506438E+04    9.964451102565E+02   -9.699015321381E+02    2.483459123158E+02   -2.419809202901E+02    6.587300405722E+01   -6.398178854427E+01    4.284985982619E+01    6.829403609485E+00    1.629765631226E+00    4.302866370321E-01
    1.412537978909E-05   -3.339142948982E+04    3.355284735073E+04    8.793161066656E+02   -8.538548472653E+02    2.190719743768E+02   -2.130734002824E+02    5.806758329163E+01   -5.634972094813E+01    4.184568918593E+01    6.549956120428E+00    1.535653202006E+00    3.893317565937E-01
    1.584893674715E-05   -2.940962248996E+04    2.956727098362E+04    7.760558356032E+02   -7.516457217096E+02    1.932629271089E+02   -1.876135393284E+02    5.118604454363E+01   -4.962866148918E+01    4.086519059022E+01    6.278571923935E+00    1.445977641593E+00    3.514969929899E-01
    1.778279945500E-05   -2.590168313004E+04    2.605565047006E+04    6.850165109056E+02   -6.616270945836E+02    1.705074960888E+02   -1.651907325873E+02    4.511893747576E+01   -4.370993949350E+01    3.990779718705E+01    6.015063122864E+00    1.360566047750E+00    3.165896968023E-01
    1.995262909442E-05   -2.281123906270E+04    2.296161137133E+04    6.047463081879E+02   -5.823478497530E+02    1.504432914534E+02   -1.454432394867E+02    3.976979826538E+01   -3.849783304384E+01    3.897295539995E+01    5.759246257613E+00    1.279250773848E+00    2.844266856986E-01
    2.238721798482E-05   -2.008862362371E+04    2.023548498021E+04    5.339660564791E+02   -5.125295078670E+02    1.327509943336E+02   -1.280523706306E+02    3.505360668939E+01   -3.390802750308E+01    3.806012459912E+01    5.510942201792E+00    1.201869305406E+00    2.548338798107E-01
    2.511887163984E-05   -1.769007818064E+04    1.783351066851E+04    4.715487019038E+02   -4.510456904263E+02    1.171492346685E+02   -1.127373660797E+02    3.089542663222E+01   -2.986625741853E+01    3.716877677833E+01    5.269976060688E+00    1.128264139527E+00    2.276459479915E-01
    2.818383744181E-05   -1.557704935367E+04    1.571713310664E+04    4.165012139156E+02   -3.969040263912E+02    1.033900782223E+02   -9.925088282053E+01    2.722920821702E+01   -2.630711000767E+01    3.629839623727E+01    5.036177072424E+00    1.058282667132E+00    2.027059646729E-01
    3.162278562252E-05   -1.371556984480E+04    1.385238309175E+04    3.679486440914E+02   -3.492302113415E+02    9.125505047617E+01   -8.737501910085E+01    2.399673237381E+01   -2.317297104038E+01    3.544847926899E+01    4.809378511823E+00    9.917770579415E-01    1.798650770952E-01
    3.548134893245E-05   -1.207571292161E+04    1.220933203022E+04    3.251200812142E+02   -3.072539629149E+02    8.055163347787E+01   -7.691781171245E+01    2.114668088910E+01   -2.041309616278E+01    3.461853385206E+01    4.589417596853E+00    9.286041481060E-01    1.589821826517E-01
    3.981072815955E-05   -1.063111178146E+04    1.076161130085E+04    2.873362767568E+02   -2.702966466360E+02    7.111017931118E+01   -6.771014988291E+01    1.863381699144E+01   -1.798279271843E+01    3.380807934730E+01    4.376135397787E+00    8.686253304917E-01    1.399236161301E-01
    4.466837153263E-05   -9.358536086086E+03    9.485988788253E+03    2.539987422562E+02   -2.377603736264E+02    6.278119067374E+01   -5.960305626672E+01    1.641826333933E+01   -1.584269893383E+01    3.301664619851E+01    4.169376748935E+00    8.117064475094E-01    1.225628466022E-01
    5.011873702437E-05   -8.237518881101E+03    8.361995801328E+03    2.245801438905E+02   -2.091183955085E+02    5.543292499474E+01   -5.246529146640E+01    1.446486585326E+01   -1.395814891133E+01    3.224377563693E+01    3.968990162927E+00    7.577176864115E-01    1.067801837282E-01
    5.623414766941E-05   -7.250027885190E+03    7.371598361324E+03    1.986158393865E+02   -1.839066416289E+02    4.894928346532E+01   -4.618124345705E+01    1.274263314521E+01   -1.229861318325E+01    3.148901938923E+01    3.774827747644E+00    7.065334770511E-01    9.246249326898E-02
    6.309575124703E-05   -6.380175874094E+03    6.498907584763E+03    1.756964214561E+02   -1.617162628015E+02    4.322795111153E+01   -4.064906804432E+01    1.122424256048E+01   -1.083720584318E+01    3.075193938819E+01    3.586745125665E+00    6.580323920034E-01    7.950292157956E-02
    7.079459706283E-05   -5.613965528005E+03    5.729924529772E+03    1.554611485208E+02   -1.421870623301E+02    3.817875816979E+01   -3.577905061592E+01    9.885604942340E+00   -9.550250365656E+00    3.003210748616E+01    3.404601356310E+00    6.120970490233E-01    6.780062888096E-02
    7.943284411759E-05   -4.939064622549E+03    5.052315386007E+03    1.375921566586E+02   -1.250017082422E+02    3.372223631074E+01   -3.149216273296E+01    8.705481101653E+00   -8.416897097270E+00    2.932910517051E+01    3.228258860247E+00    5.686140157615E-01    5.726053108917E-02
    8.912511669514E-05   -4.344607958798E+03    4.455213403610E+03    1.218093599703E+02   -1.098806339337E+02    2.978834656556E+01   -2.771879041507E+01    7.665143851382E+00   -7.418786279796E+00    2.864252328069E+01    3.057583346689E+00    5.274737167084E-01    4.779305000975E-02
    1.000000253568E-04   -3.821022858547E+03    3.929044387443E+03    1.078659576557E+02   -9.657754551305E+01    2.631535857524E+01   -2.439761374028E+01    6.748080199347E+00   -6.539751199614E+00    2.797196172644E+01    2.892443743162E+00    4.885703422913E-01    3.931387168907E-02
    1.122018735254E-04   -3.359875416852E+03    3.465372948574E+03    9.554447550395E+01   -8.487546355028E+01    2.324886313173E+01   -2.147461972857E+01    5.939728915950E+00   -5.765556680791E+00    2.731702920668E+01    2.732712127929E+00    4.518017601099E-01    3.174371274615E-02
    1.258925723037E-04   -2.953735040663E+03    3.056767041874E+03    8.465327817912E+01   -7.458323561089E+01    2.054090214317E+01   -1.890223264153E+01    5.227249267198E+00   -5.083668712931E+00    2.667734292829E+01    2.578263665044E+00    4.170694282436E-01    2.500809448265E-02
    1.412537889366E-04   -2.596055101071E+03    2.696678617208E+03    7.502349636574E+01   -6.553246364012E+01    1.814920207277E+01   -1.663854774794E+01    4.599317212070E+00   -4.483051513612E+00    2.605252832441E+01    2.428976542083E+00    3.842783105793E-01    1.903712458218E-02
    1.584893574245E-04   -2.281067785024E+03    2.379338470105E+03    6.650631949631E+01   -5.757479691855E+01    1.603649856038E+01   -1.464665626435E+01    4.045945803486E+00   -3.953988765287E+00    2.544221877157E+01    2.284731910615E+00    3.533367941346E-01    1.376528623131E-02
    1.778279832772E-04   -2.003691452538E+03    2.099663597904E+03    5.897061044658E+01   -5.057954697535E+01    1.416994134903E+01   -1.289405059318E+01    3.558326906991E+00   -3.487926141516E+00    2.484605530483E+01    2.145413829443E+00    3.241566083282E-01    9.131234477825E-03
    1.995262782958E-04   -1.759449012163E+03    1.853175574159E+03    5.230080390955E+01   -4.443158616948E+01    1.252056996663E+01   -1.135210030861E+01    3.128691703537E+00   -3.077332589577E+00    2.426368633039E+01    2.010909210682E+00    2.966527461588E-01    5.077599652571E-03
    2.238721656565E-04   -1.544396009932E+03    1.635928636499E+03    4.639505485563E+01   -3.902949634632E+01    1.106285178428E+01   -9.995590511950E+00    2.750187753484E+00   -2.715578147218E+00    2.369476733470E+01    1.881107768739E+00    2.707433872561E-01    1.550797689650E-03
    2.511887004750E-04   -1.355057269870E+03    1.444446326041E+03    4.116360716496E+01   -3.428393765515E+01    9.774274990258E+00   -8.802315095626E+00    2.416770642308E+00   -2.396826314709E+00    2.313896058939E+01    1.755901972264E+00    2.463498227722E-01   -1.499152821844E-03
    2.818383565518E-04   -1.188371070668E+03    1.275665662954E+03    3.652735628984E+01   -3.011621138543E+01    8.634989959603E+00   -7.752718395736E+00    2.123108478106E+00   -2.115939252909E+00    2.259593485099E+01    1.635186999170E+00    2.233963820786E-01   -4.118807019340E-03
    3.162278361789E-04   -1.041639964321E+03    1.126887963947E+03    3.241658292546E+01   -2.645699379945E+01    7.627493277049E+00   -6.829579491270E+00    1.864497717354E+00   -1.868394284429E+00    2.206536505452E+01    1.518860694781E+00    2.018103612372E-01   -6.351463737558E-03
    3.548134668321E-04   -9.124874445683E+02    9.957355095515E+02    2.876983729470E+01   -2.324522056701E+01    6.736349326896E+00   -6.017734063460E+00    1.636788969315E+00   -1.650210348877E+00    2.154693199994E+01    1.406823533238E+00    1.815219532253E-01   -8.237329220380E-03
    3.981072563587E-04   -7.988197691563E+02    8.801133651815E+02    2.553295612856E+01   -2.042710388308E+01    5.947944980513E+00   -5.303829346185E+00    1.436321593216E+00   -1.457883226924E+00    2.104032203031E+01    1.298978582250E+00    1.624641798841E-01   -9.813674732451E-03
