# create_bands_n3lo.py -sqrts 27
# LO cross-section {center, min, max}
0.0086508524 0.0082691771 0.0090616159 


# LO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 2.6175819e-05 2.535768e-05 2.6954733e-05 
30.0 60.0 5.8953017e-05 5.6860641e-05 6.1082932e-05 
60.0 90.0 6.0533002e-05 5.8070176e-05 6.3140491e-05 
90.0 120.0 4.6994957e-05 4.486209e-05 4.9296179e-05 
120.0 150.0 3.2220324e-05 3.0632613e-05 3.3974822e-05 
150.0 180.0 2.0919328e-05 1.9828699e-05 2.2139098e-05 
180.0 210.0 1.3483666e-05 1.2731788e-05 1.4323663e-05 
210.0 240.0 8.7670245e-06 8.2752686e-06 9.3438895e-06 
240.0 270.0 5.7725478e-06 5.4252999e-06 6.1689705e-06 
270.0 300.0 3.9019305e-06 3.6622937e-06 4.1795608e-06 


# LO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.0 0.0 0.0 
-4.9 -4.8 0.0 0.0 0.0 
-4.8 -4.7 0.0 0.0 0.0 
-4.7 -4.6 3.958868e-15 3.958868e-15 2.0520892e-13 
-4.6 -4.5 2.3936487e-12 2.3936487e-12 7.7256176e-12 
-4.5 -4.4 3.7716028e-10 3.4957859e-10 4.7578379e-10 
-4.4 -4.3 2.0935825e-09 1.8195939e-09 3.3105439e-09 
-4.3 -4.2 2.2113657e-08 1.7655774e-08 2.4262309e-08 
-4.2 -4.1 6.5367519e-08 6.0477453e-08 9.4945017e-08 
-4.1 -4.0 2.1605803e-07 2.0868253e-07 2.2440119e-07 
-4.0 -3.9 5.9575072e-07 5.0035048e-07 6.3602033e-07 
-3.9 -3.8 1.3565486e-06 1.3565486e-06 1.5140318e-06 
-3.8 -3.7 2.9894631e-06 2.6295587e-06 3.1276101e-06 
-3.7 -3.6 5.2491605e-06 5.0847581e-06 5.610043e-06 
-3.6 -3.5 9.7009391e-06 8.9785761e-06 1.042282e-05 
-3.5 -3.4 1.6150781e-05 1.5104173e-05 1.7235912e-05 
-3.4 -3.3 2.5344938e-05 2.4255699e-05 2.6568201e-05 
-3.3 -3.2 3.8444991e-05 3.6577977e-05 4.0937169e-05 
-3.2 -3.1 5.6696029e-05 5.4034018e-05 5.9684122e-05 
-3.1 -3.0 7.9251658e-05 7.4852209e-05 8.3225298e-05 
-3.0 -2.9 0.00010981518 0.0001047306 0.00011567691 
-2.9 -2.8 0.00014797757 0.00014115874 0.00015456858 
-2.8 -2.7 0.00019232216 0.0001833916 0.00020187579 
-2.7 -2.6 0.00024394493 0.0002330435 0.00025517142 
-2.6 -2.5 0.00030837514 0.00029505226 0.00032196075 
-2.5 -2.4 0.00037741052 0.00036175373 0.00039423808 
-2.4 -2.3 0.00045842145 0.00043862823 0.00047920242 
-2.3 -2.2 0.00055035599 0.00052786716 0.00057455203 
-2.2 -2.1 0.00064690625 0.00062090491 0.00067414799 
-2.1 -2.0 0.00075031766 0.00071771736 0.00078366436 
-2.0 -1.9 0.00086341605 0.00082815214 0.00090225274 
-1.9 -1.8 0.00098145102 0.00094012712 0.0010217085 
-1.8 -1.7 0.0011046103 0.0010587406 0.0011550807 
-1.7 -1.6 0.0012344563 0.0011829123 0.0012905466 
-1.6 -1.5 0.00136345 0.0013076167 0.0014235659 
-1.5 -1.4 0.0014950334 0.0014303876 0.0015630764 
-1.4 -1.3 0.0016280747 0.0015583274 0.0017010426 
-1.3 -1.2 0.0017573257 0.001680983 0.0018372546 
-1.2 -1.1 0.0018854553 0.0018043848 0.0019699062 
-1.1 -1.0 0.0020083755 0.0019202284 0.0021083013 
-1.0 -0.9 0.002118753 0.0020267024 0.0022176062 
-0.9 -0.8 0.0022354052 0.0021354553 0.0023418073 
-0.8 -0.7 0.0023340276 0.0022299742 0.0024476955 
-0.7 -0.6 0.0024255552 0.0023139968 0.0025431074 
-0.6 -0.5 0.0025044381 0.0023927574 0.0026259529 
-0.5 -0.4 0.0025749642 0.0024566608 0.0027003985 
-0.4 -0.3 0.0026346903 0.0025139451 0.0027705952 
-0.3 -0.2 0.0026708823 0.0025482113 0.0028027523 
-0.2 -0.1 0.0026929287 0.0025735858 0.0028292388 
-0.1 0.0 0.0027158651 0.0025916378 0.002849516 
0.0 0.1 0.0027137804 0.0025871456 0.0028508438 
0.1 0.2 0.0026999563 0.0025770961 0.0028345008 
0.2 0.3 0.0026753359 0.0025524828 0.0028103289 
0.3 0.4 0.0026317601 0.0025129451 0.0027586223 
0.4 0.5 0.0025743722 0.00245704 0.0027030253 
0.5 0.6 0.0025021229 0.0023887164 0.0026238383 
0.6 0.7 0.0024220576 0.0023146087 0.0025410121 
0.7 0.8 0.0023347525 0.0022304259 0.0024470149 
0.8 0.9 0.0022369092 0.0021369575 0.002343461 
0.9 1.0 0.0021214691 0.0020272203 0.0022240781 
1.0 1.1 0.0019995145 0.0019154117 0.002092094 
1.1 1.2 0.0018856394 0.0018026163 0.0019710255 
1.2 1.3 0.0017569066 0.0016810631 0.0018390782 
1.3 1.4 0.001623785 0.0015556933 0.0016992256 
1.4 1.5 0.0015012953 0.001438673 0.0015680242 
1.5 1.6 0.0013668792 0.0013083382 0.0014239932 
1.6 1.7 0.0012346466 0.0011840078 0.0012901088 
1.7 1.8 0.0011068753 0.0010589398 0.0011573798 
1.8 1.9 0.00098456767 0.00094261587 0.001027669 
1.9 2.0 0.00086398764 0.00083096114 0.0009010331 
2.0 2.1 0.00075004204 0.00071759795 0.00078378788 
2.1 2.2 0.00064556643 0.00061933135 0.00067295659 
2.2 2.3 0.00054773459 0.00052481461 0.00057246715 
2.3 2.4 0.00045995211 0.00043950775 0.0004805292 
2.4 2.5 0.00037774298 0.00036106233 0.00039456804 
2.5 2.6 0.00030668621 0.00029422973 0.00031963267 
2.6 2.7 0.00024457367 0.00023423569 0.00025619724 
2.7 2.8 0.00019279022 0.00018411457 0.00020219213 
2.8 2.9 0.00014711643 0.00014010773 0.00015421629 
2.9 3.0 0.00010915876 0.00010391423 0.00011477385 
3.0 3.1 8.0118667e-05 7.6579179e-05 8.4720726e-05 
3.1 3.2 5.8112462e-05 5.5106249e-05 6.0506658e-05 
3.2 3.3 3.915468e-05 3.6955094e-05 4.1510943e-05 
3.3 3.4 2.5552582e-05 2.4209696e-05 2.7203228e-05 
3.4 3.5 1.5916929e-05 1.5476385e-05 1.6706633e-05 
3.5 3.6 9.9348179e-06 8.9596214e-06 1.05352e-05 
3.6 3.7 5.3375385e-06 4.9765454e-06 5.7850807e-06 
