# create_lambda_band.py -l -10 -e 100 -n3lo
# N3LO cross-section {center, min, max}
5.1404735 5.1385188 5.147705 


# N3LO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 0.011879728 0.011871136 0.01190922 
30.0 60.0 0.028620279 0.028603958 0.02868099 
60.0 90.0 0.032335224 0.032320973 0.032390039 
90.0 120.0 0.027722553 0.027712334 0.02776095 
120.0 150.0 0.020870795 0.020864947 0.020893975 
150.0 180.0 0.014746821 0.014743026 0.01475912 
180.0 210.0 0.01019612 0.010194171 0.010203959 
210.0 240.0 0.0069942637 0.0069927829 0.0069985691 
240.0 270.0 0.0048344478 0.0048334028 0.0048374306 
270.0 300.0 0.0033872492 0.0033869316 0.0033893146 


# N3LO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.0046371124 0.0046247713 0.0046613447 
-4.9 -4.8 0.0075809984 0.0075666994 0.0075908504 
-4.8 -4.7 0.012067697 0.012050923 0.012117479 
-4.7 -4.6 0.017971796 0.017946203 0.01805832 
-4.6 -4.5 0.025457849 0.02544226 0.025532302 
-4.5 -4.4 0.034656187 0.034581235 0.034792441 
-4.4 -4.3 0.047067141 0.047066603 0.04722737 
-4.3 -4.2 0.060665518 0.060555985 0.060816568 
-4.2 -4.1 0.076626568 0.076582877 0.076914795 
-4.1 -4.0 0.094655174 0.094596509 0.094966601 
-4.0 -3.9 0.11546859 0.1153363 0.11562312 
-3.9 -3.8 0.1376416 0.13760408 0.1380858 
-3.8 -3.7 0.1626399 0.16250462 0.16296078 
-3.7 -3.6 0.18774517 0.18760255 0.18826316 
-3.6 -3.5 0.21477881 0.21468104 0.21534971 
-3.5 -3.4 0.24434732 0.24428757 0.24482702 
-3.4 -3.3 0.27480437 0.27462119 0.2754933 
-3.3 -3.2 0.30712626 0.30697201 0.30784522 
-3.2 -3.1 0.33687863 0.33666354 0.33746164 
-3.1 -3.0 0.36864801 0.36856045 0.36950463 
-3.0 -2.9 0.40127637 0.40112556 0.40191552 
-2.9 -2.8 0.43483704 0.43451432 0.43561038 
-2.8 -2.7 0.46473465 0.46470776 0.46573334 
-2.7 -2.6 0.49957283 0.49926651 0.50031758 
-2.6 -2.5 0.53018095 0.52989147 0.53099658 
-2.5 -2.4 0.56034005 0.56005755 0.56125896 
-2.4 -2.3 0.59287406 0.59270321 0.59379759 
-2.3 -2.2 0.62179323 0.62168576 0.62282845 
-2.2 -2.1 0.64945332 0.6491588 0.65025891 
-2.1 -2.0 0.67926338 0.67899027 0.68015256 
-2.0 -1.9 0.70395505 0.7037246 0.70506311 
-1.9 -1.8 0.73015303 0.72996713 0.73109996 
-1.8 -1.7 0.75417958 0.753906 0.75511181 
-1.7 -1.6 0.77855756 0.77812794 0.7795151 
-1.6 -1.5 0.80262051 0.80246587 0.8037723 
-1.5 -1.4 0.8237892 0.82344198 0.82477896 
-1.4 -1.3 0.84101787 0.8406946 0.84206974 
-1.3 -1.2 0.85876775 0.85860365 0.86010857 
-1.2 -1.1 0.87705255 0.87656184 0.87790495 
-1.1 -1.0 0.89351245 0.89313349 0.89446049 
-1.0 -0.9 0.90554155 0.90532715 0.9067358 
-0.9 -0.8 0.91827913 0.91794806 0.91936935 
-0.8 -0.7 0.92973615 0.92932318 0.93072596 
-0.7 -0.6 0.94005528 0.9397673 0.94116405 
-0.6 -0.5 0.9488979 0.94843672 0.94997272 
-0.5 -0.4 0.95475934 0.95451344 0.95589077 
-0.4 -0.3 0.96139501 0.96101091 0.96244177 
-0.3 -0.2 0.96699198 0.96655618 0.9680026 
-0.2 -0.1 0.96922405 0.96892751 0.97050474 
-0.1 0.0 0.97017344 0.96978962 0.97113178 
0.0 0.1 0.96901173 0.96856059 0.96994157 
0.1 0.2 0.97037772 0.96996408 0.97161503 
0.2 0.3 0.96448722 0.96407797 0.96546786 
0.3 0.4 0.96206392 0.96174273 0.96318178 
0.4 0.5 0.95695045 0.95664958 0.95800022 
0.5 0.6 0.94921557 0.94879564 0.95025491 
0.6 0.7 0.93976725 0.93942609 0.94081538 
0.7 0.8 0.93089276 0.93055379 0.93180046 
0.8 0.9 0.92254928 0.92220635 0.92376613 
0.9 1.0 0.90645267 0.90614835 0.90736887 
1.0 1.1 0.89039616 0.8900353 0.89164597 
1.1 1.2 0.87733973 0.87693721 0.8782926 
1.2 1.3 0.85938864 0.85916397 0.86046393 
1.3 1.4 0.84110367 0.84069426 0.84214699 
1.4 1.5 0.82240859 0.82214863 0.82326191 
1.5 1.6 0.8010818 0.80088724 0.80247086 
1.6 1.7 0.7808538 0.78050715 0.78166139 
1.7 1.8 0.75316734 0.75300749 0.75417616 
1.8 1.9 0.73228569 0.73197679 0.73334009 
1.9 2.0 0.70465477 0.7043858 0.70557636 
2.0 2.1 0.67707825 0.67682405 0.67803247 
2.1 2.2 0.65120272 0.65097831 0.65198946 
2.2 2.3 0.62230071 0.62199923 0.62336026 
2.3 2.4 0.59245635 0.59223372 0.59352514 
2.4 2.5 0.56119124 0.56106321 0.56213422 
2.5 2.6 0.52850792 0.52828899 0.52921912 
2.6 2.7 0.49886541 0.49859501 0.49960473 
2.7 2.8 0.46602862 0.46583487 0.46682752 
2.8 2.9 0.43410223 0.43397807 0.43500066 
2.9 3.0 0.40186389 0.40175343 0.40261833 
3.0 3.1 0.36998081 0.36972452 0.37065296 
3.1 3.2 0.33746459 0.33732525 0.3381395 
3.2 3.3 0.3048939 0.30479848 0.30558729 
3.3 3.4 0.27481261 0.27452389 0.27519987 
3.4 3.5 0.2444088 0.2444088 0.24511991 
3.5 3.6 0.21437467 0.21421893 0.21490036 
3.6 3.7 0.18899062 0.18889071 0.18945697 
3.7 3.8 0.16149342 0.16143338 0.16193525 
3.8 3.9 0.13803255 0.13783886 0.13832895 
3.9 4.0 0.11607897 0.11603 0.11649956 
4.0 4.1 0.094363938 0.094212283 0.094539189 
4.1 4.2 0.07630706 0.076296578 0.076599998 
4.2 4.3 0.060739913 0.060647237 0.060930949 
4.3 4.4 0.046508892 0.046469126 0.046667344 
4.4 4.5 0.035250409 0.035236661 0.035419412 
4.5 4.6 0.025910022 0.025821297 0.025934404 
4.6 4.7 0.017930469 0.017900101 0.017993076 
4.7 4.8 0.012079707 0.012079707 0.012117587 
4.8 4.9 0.007705646 0.0076814467 0.0077222917 
4.9 5.0 0.0046480336 0.0046441351 0.0046673577 


# N3LO mHH {ptmin, ptmax, center, min, max}
0.0 200.0 0.0 0.0 0.0 
200.0 400.0 0.017532758 0.017525881 0.017558133 
400.0 600.0 0.0057510286 0.0057488993 0.0057589411 
600.0 800.0 0.0014190243 0.001418559 0.0014207558 
800.0 1000.0 0.00049725624 0.00049710425 0.00049791025 
1000.0 1200.0 0.00021392761 0.00021381602 0.00021412167 
1200.0 1400.0 0.00010683656 0.00010677374 0.00010697494 
1400.0 1600.0 5.8964809e-05 5.8961454e-05 5.9033068e-05 
1600.0 1800.0 3.5461963e-05 3.5410493e-05 3.550203e-05 
1800.0 2000.0 2.2480218e-05 2.2462355e-05 2.2524237e-05 


# N3LO phiHH {ptmin, ptmax, center, min, max}
0.0 0.31415927 0.92774136 0.92751421 0.92859994 
0.31415927 0.62831853 0.90961734 0.90945608 0.91052266 
0.62831853 0.9424778 0.91198246 0.91163622 0.91297833 
0.9424778 1.2566371 0.95469949 0.95440902 0.95557938 
1.2566371 1.5707963 1.0525767 1.0521659 1.0535273 
1.5707963 1.8849556 1.2279503 1.2276237 1.2295965 
1.8849556 2.1991149 1.5258807 1.5253658 1.527735 
2.1991149 2.5132741 2.0182672 2.0175059 2.0211819 
2.5132741 2.8274334 2.8367855 2.8355552 2.8414054 
2.8274334 3.1415927 3.9971343 3.9951269 4.0045274 


# N3LO ptH_h {ptmin, ptmax, center, min, max}
0.0 30.0 0.0011956408 0.0011948435 0.0011989766 
30.0 60.0 0.011504972 0.01149837 0.011529347 
60.0 90.0 0.025159066 0.025145668 0.025203543 
90.0 120.0 0.030293906 0.030281591 0.03034139 
120.0 150.0 0.027404477 0.027394313 0.027444192 
150.0 180.0 0.021530012 0.021523338 0.021556381 
180.0 210.0 0.015724385 0.015719666 0.015742053 
210.0 240.0 0.011100958 0.011097123 0.01111159 
240.0 270.0 0.0077336651 0.007732139 0.0077427753 
270.0 300.0 0.0053846267 0.0053832458 0.0053898198 


# N3LO yH_h {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.013042575 0.013034369 0.013136056 
-4.9 -4.8 0.018280248 0.018231668 0.018296828 
-4.8 -4.7 0.024677735 0.024675731 0.024770783 
-4.7 -4.6 0.032938118 0.032867746 0.033073088 
-4.6 -4.5 0.04216535 0.042161655 0.042240719 
-4.5 -4.4 0.053012685 0.052956336 0.053158488 
-4.4 -4.3 0.066455415 0.066367583 0.066691261 
-4.3 -4.2 0.081370717 0.081356617 0.081652385 
-4.2 -4.1 0.098313159 0.098198159 0.098617397 
-4.1 -4.0 0.11766622 0.11757819 0.11788582 
-4.0 -3.9 0.13662152 0.13654827 0.13692541 
-3.9 -3.8 0.1585439 0.15844835 0.15897256 
-3.8 -3.7 0.18318306 0.18314704 0.18357816 
-3.7 -3.6 0.20874712 0.20857481 0.20918581 
-3.6 -3.5 0.23380294 0.23375775 0.23441206 
-3.5 -3.4 0.26164829 0.26142009 0.26217938 
-3.4 -3.3 0.28900776 0.28898845 0.28958556 
-3.3 -3.2 0.31822345 0.31802183 0.3188462 
-3.2 -3.1 0.34856416 0.34832894 0.34926115 
-3.1 -3.0 0.37661437 0.37652178 0.3773765 
-3.0 -2.9 0.40789174 0.40767504 0.40862494 
-2.9 -2.8 0.43800447 0.43779526 0.43888937 
-2.8 -2.7 0.46879087 0.4687623 0.46965248 
-2.7 -2.6 0.49781346 0.4976433 0.49854473 
-2.6 -2.5 0.52849075 0.52829514 0.5294111 
-2.5 -2.4 0.55942683 0.55910153 0.56022273 
-2.4 -2.3 0.5864145 0.58616827 0.58718559 
-2.3 -2.2 0.61587123 0.61568296 0.61689703 
-2.2 -2.1 0.64499673 0.64469991 0.64579511 
-2.1 -2.0 0.66849059 0.66839643 0.66947401 
-2.0 -1.9 0.69483615 0.69457344 0.6958287 
-1.9 -1.8 0.71857536 0.71827933 0.71949063 
-1.8 -1.7 0.74501424 0.74469615 0.74604195 
-1.7 -1.6 0.76550473 0.76531013 0.766549 
-1.6 -1.5 0.7866842 0.78628241 0.7876144 
-1.5 -1.4 0.80504169 0.80491617 0.80599464 
-1.4 -1.3 0.82700524 0.82657973 0.82798889 
-1.3 -1.2 0.84409277 0.8438104 0.84527542 
-1.2 -1.1 0.85992133 0.85958614 0.86099272 
-1.1 -1.0 0.87351271 0.87318926 0.87452104 
-1.0 -0.9 0.88789808 0.88755232 0.889039 
-0.9 -0.8 0.90070273 0.90035622 0.90172249 
-0.8 -0.7 0.91136812 0.91113879 0.91241728 
-0.7 -0.6 0.9219775 0.92159821 0.92308686 
-0.6 -0.5 0.92944596 0.9290769 0.9303907 
-0.5 -0.4 0.9383674 0.93797054 0.93938676 
-0.4 -0.3 0.94242531 0.94211317 0.9435874 
-0.3 -0.2 0.94525004 0.94477358 0.94636191 
-0.2 -0.1 0.94854053 0.94819922 0.949529 
-0.1 0.0 0.95120676 0.95086976 0.95230608 
0.0 0.1 0.95381858 0.95338035 0.95469604 
0.1 0.2 0.94691077 0.94667157 0.94827573 
0.2 0.3 0.94529358 0.94496776 0.94625439 
0.3 0.4 0.94155472 0.94110246 0.94251342 
0.4 0.5 0.93771479 0.93728963 0.93869659 
0.5 0.6 0.92804295 0.92773175 0.92914014 
0.6 0.7 0.92455256 0.92417765 0.92567269 
0.7 0.8 0.91211408 0.91183187 0.91333337 
0.8 0.9 0.89954208 0.89914694 0.90050315 
0.9 1.0 0.89042961 0.89012984 0.89144567 
1.0 1.1 0.87348909 0.87305898 0.8745319 
1.1 1.2 0.86040414 0.860074 0.86130929 
1.2 1.3 0.84180118 0.84159374 0.84300544 
1.3 1.4 0.82653887 0.8263546 0.82749726 
1.4 1.5 0.8068594 0.80648003 0.80774096 
1.5 1.6 0.78673863 0.7864657 0.78791757 
1.6 1.7 0.76567612 0.76546437 0.76659935 
1.7 1.8 0.74360151 0.74315053 0.74457381 
1.8 1.9 0.71970417 0.71959938 0.72064045 
1.9 2.0 0.69418189 0.6937197 0.6951277 
2.0 2.1 0.66857546 0.66845255 0.66952492 
2.1 2.2 0.64271501 0.64264808 0.64372845 
2.2 2.3 0.61614223 0.61569589 0.61692979 
2.3 2.4 0.58740567 0.58729302 0.58837247 
2.4 2.5 0.55953096 0.55931064 0.56043735 
2.5 2.6 0.52859517 0.52846415 0.52938921 
2.6 2.7 0.49973677 0.49938362 0.50035063 
2.7 2.8 0.46881084 0.46861152 0.4697131 
2.8 2.9 0.4385305 0.4383853 0.43936606 
2.9 3.0 0.40812648 0.40798481 0.40902454 
3.0 3.1 0.37847781 0.37809709 0.37887619 
3.1 3.2 0.34731403 0.34731403 0.34817484 
3.2 3.3 0.31718713 0.31717397 0.31786126 
3.3 3.4 0.28906243 0.28868997 0.2895739 
3.4 3.5 0.26247938 0.26236319 0.26306641 
3.5 3.6 0.23355493 0.23346552 0.2341069 
3.6 3.7 0.20726154 0.20717501 0.20771913 
3.7 3.8 0.18213841 0.18198992 0.18257378 
3.8 3.9 0.15910631 0.15908671 0.15945541 
3.9 4.0 0.13651751 0.13645361 0.13695357 
4.0 4.1 0.11689041 0.11675365 0.11711893 
4.1 4.2 0.098991887 0.098925851 0.099220735 
4.2 4.3 0.081742391 0.081703716 0.081968326 
4.3 4.4 0.066693431 0.066652687 0.066930318 
4.4 4.5 0.053047685 0.052996087 0.053198072 
4.5 4.6 0.041643472 0.041633851 0.041759968 
4.6 4.7 0.032801223 0.03278118 0.032931288 
4.7 4.8 0.024775108 0.02473876 0.024865793 
4.8 4.9 0.018147602 0.018116588 0.018195322 
4.9 5.0 0.013259164 0.013236819 0.013285803 


# N3LO ptH_s {ptmin, ptmax, center, min, max}
0.0 30.0 0.020316935 0.020307854 0.020350342 
30.0 60.0 0.041851358 0.041834297 0.041914928 
60.0 90.0 0.037826385 0.037811259 0.03787869 
90.0 120.0 0.026071025 0.026062647 0.026105983 
120.0 150.0 0.016303635 0.016297985 0.016325572 
150.0 180.0 0.009978561 0.0099747087 0.0099913391 
180.0 210.0 0.006169147 0.0061674698 0.0061764803 
210.0 240.0 0.0039132918 0.0039119993 0.0039177183 
240.0 270.0 0.0025561951 0.0025551418 0.0025592851 
270.0 300.0 0.0017073638 0.0017065591 0.0017095486 


# N3LO yH_s {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.017310693 0.017294435 0.01734081 
-4.9 -4.8 0.023549581 0.023502715 0.023630177 
-4.8 -4.7 0.030875037 0.030857704 0.030982293 
-4.7 -4.6 0.040315857 0.040283768 0.04044598 
-4.6 -4.5 0.050094589 0.050008457 0.050189001 
-4.5 -4.4 0.062056868 0.062011789 0.062226795 
-4.4 -4.3 0.077007389 0.076943605 0.077270945 
-4.3 -4.2 0.091989445 0.091935656 0.092225471 
-4.2 -4.1 0.10890486 0.10882254 0.10926926 
-4.1 -4.0 0.12861868 0.12848489 0.12879125 
-4.0 -3.9 0.14699966 0.14699356 0.14737327 
-3.9 -3.8 0.16960229 0.16945334 0.16994203 
-3.8 -3.7 0.19251648 0.19242888 0.19297413 
-3.7 -3.6 0.21650678 0.21648497 0.21704204 
-3.6 -3.5 0.24401163 0.24388046 0.24442463 
-3.5 -3.4 0.27097872 0.27082692 0.2715724 
-3.4 -3.3 0.29649423 0.29634947 0.29706052 
-3.3 -3.2 0.32633535 0.32618303 0.32698793 
-3.2 -3.1 0.35419032 0.35417755 0.35513786 
-3.1 -3.0 0.38359355 0.38342358 0.38404144 
-3.0 -2.9 0.41198802 0.41162356 0.41299302 
-2.9 -2.8 0.44316921 0.44314962 0.44371143 
-2.8 -2.7 0.47102534 0.47088323 0.47191473 
-2.7 -2.6 0.50272116 0.50246911 0.50360968 
-2.6 -2.5 0.53007229 0.52999166 0.53090833 
-2.5 -2.4 0.55844996 0.55805862 0.55907857 
-2.4 -2.3 0.58500229 0.58486077 0.58586277 
-2.3 -2.2 0.61291647 0.61259217 0.6140145 
-2.2 -2.1 0.63878687 0.6385552 0.63968131 
-2.1 -2.0 0.66533443 0.66529069 0.66639315 
-2.0 -1.9 0.68937292 0.68896091 0.69016142 
-1.9 -1.8 0.7145812 0.71432027 0.71548551 
-1.8 -1.7 0.73532248 0.73517826 0.73623332 
-1.7 -1.6 0.7569852 0.75652377 0.75797601 
-1.6 -1.5 0.77804346 0.77787585 0.77920381 
-1.5 -1.4 0.7999054 0.79959625 0.80089889 
-1.4 -1.3 0.81710487 0.8168068 0.81831893 
-1.3 -1.2 0.83528225 0.83498322 0.83625839 
-1.2 -1.1 0.85086195 0.85057009 0.85183491 
-1.1 -1.0 0.86560287 0.8653616 0.8666518 
-1.0 -0.9 0.87935629 0.87887927 0.88034799 
-0.9 -0.8 0.89030088 0.89005249 0.89146661 
-0.8 -0.7 0.90149565 0.90114836 0.90251141 
-0.7 -0.6 0.91137984 0.91101438 0.91245617 
-0.6 -0.5 0.91939699 0.91903027 0.92038466 
-0.5 -0.4 0.92614935 0.92576373 0.92721815 
-0.4 -0.3 0.92913277 0.92893816 0.93042951 
-0.3 -0.2 0.93454866 0.93400087 0.93527828 
-0.2 -0.1 0.9385975 0.93825186 0.93971674 
-0.1 0.0 0.93861739 0.93842333 0.939865 
