# create_lambda_band.py -l -4 -e 100 -nlo
# NLO cross-section {center, min, max}
1.2823376 1.2658049 1.3025774 


# NLO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 0.0030736778 0.0030006826 0.0031429732 
30.0 60.0 0.0073676278 0.0072241598 0.0075169516 
60.0 90.0 0.0082464851 0.0081217067 0.0083929477 
90.0 120.0 0.0069896353 0.0069035042 0.007100169 
120.0 150.0 0.0052007741 0.0051441391 0.0052731885 
150.0 180.0 0.0036246363 0.0035895513 0.0036707126 
180.0 210.0 0.0024722306 0.0024505336 0.0025008082 
210.0 240.0 0.0016731169 0.0016598908 0.0016911641 
240.0 270.0 0.0011407021 0.0011324394 0.0011519791 
270.0 300.0 0.0007870036 0.00078158223 0.0007944371 


# NLO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.0010402531 0.0010126418 0.0010669433 
-4.9 -4.8 0.0017736093 0.0017156865 0.0018144072 
-4.8 -4.7 0.0028037386 0.0027219223 0.0028564295 
-4.7 -4.6 0.0042136834 0.0040966069 0.0043031445 
-4.6 -4.5 0.0059310998 0.0057657203 0.0060951438 
-4.5 -4.4 0.0082058265 0.007932834 0.0083783966 
-4.4 -4.3 0.010987264 0.010714719 0.011299503 
-4.3 -4.2 0.014369646 0.01395316 0.01462023 
-4.2 -4.1 0.018152972 0.017675441 0.018590404 
-4.1 -4.0 0.022722722 0.022089808 0.023191103 
-4.0 -3.9 0.027592399 0.026822508 0.028131424 
-3.9 -3.8 0.033060163 0.03224131 0.033774975 
-3.8 -3.7 0.039060992 0.038121313 0.039860978 
-3.7 -3.6 0.045298325 0.044179853 0.046104456 
-3.6 -3.5 0.052044905 0.050838766 0.053093847 
-3.5 -3.4 0.059341033 0.058011043 0.060427092 
-3.4 -3.3 0.066592801 0.065178498 0.067917668 
-3.3 -3.2 0.074850415 0.073214987 0.076219892 
-3.2 -3.1 0.082325002 0.080572367 0.083786534 
-3.1 -3.0 0.090544537 0.088784434 0.092269306 
-3.0 -2.9 0.098376829 0.096523317 0.10011613 
-2.9 -2.8 0.1069146 0.10484937 0.10887624 
-2.8 -2.7 0.11461595 0.11260711 0.11659654 
-2.7 -2.6 0.12310716 0.12097534 0.12529863 
-2.6 -2.5 0.13085268 0.12863126 0.133141 
-2.5 -2.4 0.13878552 0.13649784 0.14114245 
-2.4 -2.3 0.14675523 0.14439705 0.14929108 
-2.3 -2.2 0.15403265 0.15158971 0.15658911 
-2.2 -2.1 0.16211397 0.15981745 0.16480906 
-2.1 -2.0 0.16860205 0.16617531 0.17145224 
-2.0 -1.9 0.17548327 0.17316948 0.17836454 
-1.9 -1.8 0.18248259 0.18003457 0.18531827 
-1.8 -1.7 0.18828906 0.18588133 0.19133705 
-1.7 -1.6 0.19466454 0.19205436 0.19773104 
-1.6 -1.5 0.2004925 0.19809031 0.20358227 
-1.5 -1.4 0.20622601 0.20382222 0.20946071 
-1.4 -1.3 0.21149218 0.20900914 0.2147978 
-1.3 -1.2 0.21563927 0.21329592 0.21884835 
-1.2 -1.1 0.22003719 0.21763939 0.22342199 
-1.1 -1.0 0.22400899 0.2216 0.22722111 
-1.0 -0.9 0.22799688 0.22578789 0.23147997 
-0.9 -0.8 0.23127744 0.22880774 0.2346714 
-0.8 -0.7 0.23404953 0.23164256 0.23746981 
-0.7 -0.6 0.23691914 0.23461277 0.24030105 
-0.6 -0.5 0.23913357 0.23683914 0.24260273 
-0.5 -0.4 0.24083213 0.23843908 0.24431077 
-0.4 -0.3 0.2420972 0.23987488 0.24569627 
-0.3 -0.2 0.24335742 0.24107667 0.24686233 
-0.2 -0.1 0.2444822 0.24233507 0.24797716 
-0.1 0.0 0.24519137 0.24288079 0.24868037 
0.0 0.1 0.24489031 0.24265693 0.24827612 
0.1 0.2 0.24450788 0.24224105 0.24811096 
0.2 0.3 0.24315482 0.24073478 0.24658149 
0.3 0.4 0.24275644 0.24052081 0.24629002 
0.4 0.5 0.24109928 0.23876131 0.24457426 
0.5 0.6 0.23890797 0.23678468 0.24242669 
0.6 0.7 0.23702772 0.23468889 0.24038629 
0.7 0.8 0.23427761 0.23178218 0.23775781 
0.8 0.9 0.23190356 0.22961799 0.23530842 
0.9 1.0 0.22846236 0.22609196 0.23182587 
1.0 1.1 0.22360387 0.2212729 0.22711586 
1.1 1.2 0.22029194 0.21794165 0.22360743 
1.2 1.3 0.21604625 0.21355614 0.21921281 
1.3 1.4 0.2109512 0.20851055 0.21416676 
1.4 1.5 0.20608368 0.20365455 0.20934067 
1.5 1.6 0.2009201 0.19849761 0.20398265 
1.6 1.7 0.19481747 0.19232411 0.19796469 
1.7 1.8 0.18822075 0.18582468 0.19120133 
1.8 1.9 0.18244342 0.17995477 0.1853629 
1.9 2.0 0.17558676 0.17315598 0.17849943 
2.0 2.1 0.16885415 0.16644313 0.1716561 
2.1 2.2 0.16157462 0.15930319 0.16436406 
2.2 2.3 0.1548517 0.1524634 0.15733254 
2.3 2.4 0.14714285 0.14479601 0.14968246 
