# create_lambda_band.py -l 1.2
# N3LO cross-section {center, min, max}
0.0073361591 0.00733372 0.0073421326 


# N3LO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 2.1621259e-05 2.1606067e-05 2.1649515e-05 
30.0 60.0 4.8652105e-05 4.8627482e-05 4.8703222e-05 
60.0 90.0 5.0098211e-05 5.0081287e-05 5.0137683e-05 
90.0 120.0 3.9219541e-05 3.9210031e-05 3.9246611e-05 
120.0 150.0 2.7291351e-05 2.7285447e-05 2.7309183e-05 
150.0 180.0 1.8063017e-05 1.8059359e-05 1.8070997e-05 
180.0 210.0 1.1885382e-05 1.1882506e-05 1.1892761e-05 
210.0 240.0 7.8882008e-06 7.88693e-06 7.8924591e-06 
240.0 270.0 5.3467556e-06 5.3451309e-06 5.3506601e-06 
270.0 300.0 3.6781081e-06 3.6770496e-06 3.6802596e-06 


# N3LO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.0 0.0 0.0 
-4.9 -4.8 0.0 0.0 0.0 
-4.8 -4.7 0.0 0.0 0.0 
-4.7 -4.6 1.8920765e-14 4.912853e-15 2.1250731e-14 
-4.6 -4.5 5.2709802e-12 5.2709802e-12 7.1933243e-12 
-4.5 -4.4 2.8449667e-10 2.7043845e-10 2.9202786e-10 
-4.4 -4.3 2.8379813e-09 2.8165926e-09 3.0257604e-09 
-4.3 -4.2 1.9120578e-08 1.8382289e-08 1.9404381e-08 
-4.2 -4.1 7.0005495e-08 6.9208521e-08 7.0445834e-08 
-4.1 -4.0 1.8623554e-07 1.8570586e-07 1.8695855e-07 
-4.0 -3.9 5.4707636e-07 5.44257e-07 5.4917809e-07 
-3.9 -3.8 1.1541407e-06 1.145157e-06 1.1560813e-06 
-3.8 -3.7 2.439795e-06 2.438637e-06 2.4433951e-06 
-3.7 -3.6 4.5291416e-06 4.5175254e-06 4.5401261e-06 
-3.6 -3.5 8.0979428e-06 8.0708597e-06 8.1044313e-06 
-3.5 -3.4 1.3146011e-05 1.312287e-05 1.3189301e-05 
-3.4 -3.3 2.1335827e-05 2.1223681e-05 2.1338122e-05 
-3.3 -3.2 3.2171642e-05 3.2137747e-05 3.2239353e-05 
-3.2 -3.1 4.6492438e-05 4.6357988e-05 4.6555825e-05 
-3.1 -3.0 6.6280003e-05 6.6231263e-05 6.6390324e-05 
-3.0 -2.9 9.0586011e-05 9.0407098e-05 9.0666808e-05 
-2.9 -2.8 0.00012169214 0.00012160838 0.00012189248 
-2.8 -2.7 0.00015953013 0.0001593485 0.00015981728 
-2.7 -2.6 0.00020248274 0.00020224533 0.00020269963 
-2.6 -2.5 0.00025643341 0.00025617444 0.00025707113 
-2.5 -2.4 0.00031563639 0.00031538987 0.00031611277 
-2.4 -2.3 0.00038356505 0.00038314979 0.00038389684 
-2.3 -2.2 0.00046036473 0.00045996811 0.0004609499 
-2.2 -2.1 0.00054081423 0.00054042236 0.00054140654 
-2.1 -2.0 0.00062822335 0.00062798759 0.00062910712 
-2.0 -1.9 0.0007259634 0.00072515084 0.00072665724 
-1.9 -1.8 0.00082239024 0.00082230581 0.00082388836 
-1.8 -1.7 0.00093033772 0.00092950673 0.0009309165 
-1.7 -1.6 0.0010432634 0.0010427663 0.0010440651 
-1.6 -1.5 0.0011519579 0.0011514905 0.0011538481 
-1.5 -1.4 0.0012614284 0.0012610315 0.0012625633 
-1.4 -1.3 0.0013776645 0.0013776645 0.0013793882 
-1.3 -1.2 0.0014890402 0.0014869838 0.0014892463 
-1.2 -1.1 0.0015978173 0.0015975679 0.0015998536 
-1.1 -1.0 0.0017039191 0.0017027832 0.001705347 
-1.0 -0.9 0.0018015349 0.0018009939 0.0018026714 
-0.9 -0.8 0.0018962085 0.0018949223 0.0018973273 
-0.8 -0.7 0.0019867753 0.0019866745 0.001988441 
-0.7 -0.6 0.0020611586 0.0020602492 0.002062216 
-0.6 -0.5 0.0021370302 0.0021364107 0.002138551 
-0.5 -0.4 0.0021951465 0.0021945493 0.0021961449 
-0.4 -0.3 0.0022454427 0.0022448253 0.0022471699 
-0.3 -0.2 0.0022763276 0.0022760186 0.0022777823 
-0.2 -0.1 0.0023008185 0.0022999024 0.0023021097 
-0.1 0.0 0.0023131686 0.0023128903 0.0023150357 
0.0 0.1 0.0023147204 0.0023137548 0.0023153207 
0.1 0.2 0.0023030647 0.0023025032 0.0023046221 
0.2 0.3 0.0022802646 0.0022797508 0.0022818468 
0.3 0.4 0.0022438368 0.0022426244 0.0022448546 
0.4 0.5 0.0021947067 0.0021943449 0.0021964787 
