# create_lambda_band.py -l -9 -e 100 -nlo
# NLO cross-section {center, min, max}
4.3772594 4.320227 4.4471876 


# NLO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 0.01020338 0.0099559785 0.010436252 
30.0 60.0 0.024530429 0.024040606 0.025034922 
60.0 90.0 0.027634894 0.027200928 0.028136782 
90.0 120.0 0.023629419 0.02333172 0.024008655 
120.0 150.0 0.017749121 0.017551805 0.018001961 
150.0 180.0 0.012512365 0.012390597 0.012676007 
180.0 210.0 0.0086334785 0.008556605 0.0087351549 
210.0 240.0 0.0059136698 0.0058640133 0.0059796987 
240.0 270.0 0.0040796314 0.0040497606 0.0041201416 
270.0 300.0 0.002847887 0.0028287448 0.0028748214 


# NLO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.0038291064 0.0037324722 0.0039447757 
-4.9 -4.8 0.006364032 0.006170227 0.0065248969 
-4.8 -4.7 0.010166652 0.009844007 0.010372284 
-4.7 -4.6 0.015092484 0.014674508 0.015467333 
-4.6 -4.5 0.021401622 0.020764902 0.021850328 
-4.5 -4.4 0.029387323 0.028547924 0.030124761 
-4.4 -4.3 0.039850812 0.038758358 0.040810091 
-4.3 -4.2 0.051515503 0.050048978 0.052550982 
-4.2 -4.1 0.065126919 0.063425401 0.066534255 
-4.1 -4.0 0.080505294 0.078172296 0.082406454 
-4.0 -3.9 0.098108093 0.095754464 0.10007428 
-3.9 -3.8 0.11725082 0.11406492 0.11947009 
-3.8 -3.7 0.13844434 0.13507217 0.14125058 
-3.7 -3.6 0.15998014 0.1561715 0.16305017 
-3.6 -3.5 0.18317027 0.17902592 0.18657102 
-3.5 -3.4 0.20824001 0.20355456 0.21207423 
-3.4 -3.3 0.23404559 0.22907486 0.23838844 
-3.3 -3.2 0.26184248 0.25600669 0.26675324 
-3.2 -3.1 0.28755171 0.28151894 0.29263595 
-3.1 -3.0 0.3147547 0.3087701 0.32065194 
-3.0 -2.9 0.34224867 0.33536173 0.34846877 
-2.9 -2.8 0.3701953 0.36352642 0.37705123 
-2.8 -2.7 0.39670195 0.38947419 0.40345341 
-2.7 -2.6 0.42534484 0.41784739 0.43302134 
-2.6 -2.5 0.45242172 0.44483522 0.46034825 
-2.5 -2.4 0.47756697 0.46974127 0.48583067 
-2.4 -2.3 0.50485739 0.49712578 0.51355669 
-2.3 -2.2 0.53003987 0.52161072 0.53918906 
-2.2 -2.1 0.55349657 0.54565779 0.56298963 
-2.1 -2.0 0.578835 0.57044997 0.58806395 
-2.0 -1.9 0.5993122 0.59050707 0.60934238 
-1.9 -1.8 0.62203588 0.61415366 0.63203966 
-1.8 -1.7 0.64236082 0.63367837 0.65302658 
-1.7 -1.6 0.6630925 0.65479926 0.6736392 
-1.6 -1.5 0.68326376 0.67496786 0.69404066 
-1.5 -1.4 0.701546 0.69270929 0.71230593 
-1.4 -1.3 0.71671837 0.7088916 0.7279059 
-1.3 -1.2 0.73066061 0.7219691 0.74212033 
-1.2 -1.1 0.74652604 0.73820481 0.75831393 
-1.1 -1.0 0.7606089 0.75240676 0.77171251 
-1.0 -0.9 0.77018332 0.7625426 0.78202203 
-0.9 -0.8 0.78184359 0.77355524 0.79356048 
-0.8 -0.7 0.79180402 0.78397 0.80329914 
-0.7 -0.6 0.80064731 0.79243101 0.81254486 
-0.6 -0.5 0.80682793 0.79892488 0.81889515 
-0.5 -0.4 0.81273494 0.80518254 0.82432302 
-0.4 -0.3 0.8179861 0.81037182 0.82995291 
-0.3 -0.2 0.82270324 0.81490409 0.83517445 
-0.2 -0.1 0.82512614 0.81695775 0.83666206 
-0.1 0.0 0.82528988 0.81740157 0.83761966 
0.0 0.1 0.82448188 0.8171402 0.83646515 
0.1 0.2 0.82558604 0.81791191 0.83738485 
0.2 0.3 0.82066773 0.81268839 0.83260451 
0.3 0.4 0.8183378 0.81073479 0.83032319 
0.4 0.5 0.81455246 0.80685616 0.82636298 
0.5 0.6 0.80758128 0.7992864 0.81999161 
0.6 0.7 0.8006851 0.79258722 0.81204698 
0.7 0.8 0.79237962 0.78475682 0.80425168 
0.8 0.9 0.78452314 0.77652591 0.79625485 
0.9 1.0 0.77154354 0.76294456 0.78326894 
1.0 1.1 0.75810225 0.75024875 0.76947907 
1.1 1.2 0.74699477 0.73879199 0.75834324 
1.2 1.3 0.73090268 0.72272259 0.74207276 
1.3 1.4 0.71635333 0.70814025 0.72761227 
1.4 1.5 0.70072084 0.69189273 0.71173701 
1.5 1.6 0.68224364 0.67414713 0.69319339 
1.6 1.7 0.66465651 0.65633563 0.6749358 
