# create_lambda_band.py -l 1.5 -nlo
# NLO cross-section {center, min, max}
0.0065213344 0.0064989712 0.0065556452 


# NLO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 1.8016981e-05 1.7940353e-05 1.8087296e-05 
30.0 60.0 4.0700499e-05 4.0546907e-05 4.0903025e-05 
60.0 90.0 4.2412828e-05 4.2261366e-05 4.2637346e-05 
90.0 120.0 3.3940178e-05 3.3820605e-05 3.4123268e-05 
120.0 150.0 2.4364476e-05 2.4289072e-05 2.4503271e-05 
150.0 180.0 1.6707196e-05 1.6651514e-05 1.6796495e-05 
180.0 210.0 1.1400189e-05 1.1360119e-05 1.1468292e-05 
210.0 240.0 7.8631178e-06 7.8400668e-06 7.9050106e-06 
240.0 270.0 5.5536323e-06 5.530503e-06 5.582854e-06 
270.0 300.0 3.9258504e-06 3.9134689e-06 3.9489739e-06 


# NLO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.0 0.0 0.0 
-4.9 -4.8 0.0 0.0 0.0 
-4.8 -4.7 0.0 0.0 0.0 
-4.7 -4.6 7.6138189e-15 4.928199e-15 3.2952879e-13 
-4.6 -4.5 1.2209728e-11 9.8646395e-12 1.4246579e-11 
-4.5 -4.4 3.1711204e-10 2.8792169e-10 3.2834761e-10 
-4.4 -4.3 2.7358234e-09 2.7019384e-09 3.1794628e-09 
-4.3 -4.2 1.5788482e-08 1.4970095e-08 1.7463573e-08 
-4.2 -4.1 6.1492873e-08 5.9071618e-08 6.1492873e-08 
-4.1 -4.0 1.7760525e-07 1.7759765e-07 1.8250392e-07 
-4.0 -3.9 4.5643089e-07 4.4349781e-07 4.7444331e-07 
-3.9 -3.8 1.016532e-06 9.9622168e-07 1.028234e-06 
-3.8 -3.7 2.070015e-06 2.0365606e-06 2.0848371e-06 
-3.7 -3.6 3.8170248e-06 3.7295822e-06 3.8972283e-06 
-3.6 -3.5 6.8916111e-06 6.7203757e-06 7.0180796e-06 
