# create_lambda_band.py -l -2.0 -nlo
# NLO cross-section {center, min, max}
0.072712273 0.072349552 0.073006238 


# NLO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 0.00021235385 0.00021082885 0.00021402106 
30.0 60.0 0.00048622704 0.00048326666 0.00048938166 
60.0 90.0 0.00050967109 0.00050698797 0.00051215838 
90.0 120.0 0.00040353579 0.00040165897 0.00040507918 
120.0 150.0 0.00028069131 0.00027950228 0.00028157631 
150.0 180.0 0.00018398517 0.00018327283 0.00018463208 
180.0 210.0 0.00011799311 0.00011754466 0.00011844333 
210.0 240.0 7.5443125e-05 7.5177388e-05 7.5768584e-05 
240.0 270.0 4.8800044e-05 4.8641477e-05 4.9029438e-05 
270.0 300.0 3.1947932e-05 3.1854637e-05 3.2103694e-05 


# NLO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.0 0.0 0.0 
-4.9 -4.8 0.0 0.0 0.0 
-4.8 -4.7 0.0 0.0 0.0 
-4.7 -4.6 2.9269367e-13 2.3804229e-13 6.6983746e-13 
-4.6 -4.5 8.199272e-10 4.6483733e-10 9.0261559e-10 
-4.5 -4.4 1.3877974e-08 1.2359612e-08 1.7264277e-08 
-4.4 -4.3 1.2873912e-07 1.2422838e-07 1.339222e-07 
-4.3 -4.2 7.1588615e-07 6.929308e-07 7.581396e-07 
-4.2 -4.1 2.6340477e-06 2.5509138e-06 2.7256893e-06 
-4.1 -4.0 7.7021215e-06 7.3283367e-06 8.045046e-06 
-4.0 -3.9 1.8712534e-05 1.8395637e-05 1.8876089e-05 
-3.9 -3.8 4.0680229e-05 3.9638436e-05 4.1542959e-05 
-3.8 -3.7 7.7570644e-05 7.5823625e-05 7.8892267e-05 
-3.7 -3.6 0.00014022851 0.00013795995 0.0001424942 
-3.6 -3.5 0.00022826594 0.0002266297 0.00023158896 
-3.5 -3.4 0.00036081221 0.00035688523 0.00036565189 
-3.4 -3.3 0.00054094121 0.00053585268 0.0005488097 
-3.3 -3.2 0.00076841759 0.00076427804 0.00077492206 
-3.2 -3.1 0.001062293 0.001055763 0.0010697624 
-3.1 -3.0 0.0014148621 0.0014071444 0.0014246423 
-3.0 -2.9 0.0018225832 0.001812683 0.0018373044 
-2.9 -2.8 0.0023079459 0.0022960458 0.0023261051 
-2.8 -2.7 0.002856722 0.0028419192 0.002873053 
-2.7 -2.6 0.0034575917 0.0034369041 0.003479658 
-2.6 -2.5 0.0041232755 0.0041037674 0.004151717 
-2.5 -2.4 0.0048375165 0.004811346 0.0048684468 
-2.4 -2.3 0.005596373 0.0055734555 0.0056347371 
