# create_lambda_band.py -l 1.75 -e 14 -n3lo
# N3LO cross-section {center, min, max}
0.0015201373 0.0015196544 0.0015207862 


# N3LO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 4.3538746e-06 4.3506157e-06 4.3553894e-06 
30.0 60.0 9.617359e-06 9.6131591e-06 9.6203224e-06 
60.0 90.0 9.807495e-06 9.8049621e-06 9.8105482e-06 
90.0 120.0 7.7880027e-06 7.7862956e-06 7.790894e-06 
120.0 150.0 5.6058264e-06 5.6045396e-06 5.6080114e-06 
150.0 180.0 3.8946842e-06 3.8946842e-06 3.8968482e-06 
180.0 210.0 2.6890784e-06 2.6880569e-06 2.6906815e-06 
210.0 240.0 1.8754599e-06 1.8746558e-06 1.8762951e-06 
240.0 270.0 1.3289185e-06 1.3284637e-06 1.3298037e-06 
270.0 300.0 9.4373755e-07 9.4363137e-07 9.4455329e-07 


# N3LO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.0 0.0 0.0 
-4.9 -4.8 0.0 0.0 0.0 
-4.8 -4.7 0.0 0.0 0.0 
-4.7 -4.6 0.0 0.0 0.0 
-4.6 -4.5 0.0 0.0 0.0 
-4.5 -4.4 0.0 0.0 0.0 
-4.4 -4.3 0.0 0.0 0.0 
-4.3 -4.2 0.0 0.0 0.0 
-4.2 -4.1 0.0 0.0 0.0 
-4.1 -4.0 0.0 0.0 1.7508083e-17 
-4.0 -3.9 1.3486319e-12 1.3486319e-12 2.045976e-12 
-3.9 -3.8 6.0676831e-11 5.0477221e-11 7.1523257e-11 
-3.8 -3.7 9.0385252e-10 9.0385252e-10 9.2409838e-10 
-3.7 -3.6 6.0060732e-09 6.0027688e-09 6.0524771e-09 
-3.6 -3.5 2.5378315e-08 2.4924797e-08 2.5415477e-08 
-3.5 -3.4 7.7535953e-08 7.7208588e-08 7.8323195e-08 
-3.4 -3.3 2.1593806e-07 2.1302733e-07 2.1661264e-07 
-3.3 -3.2 4.8746815e-07 4.8717721e-07 4.9053887e-07 
-3.2 -3.1 1.0081724e-06 1.0020988e-06 1.0087272e-06 
-3.1 -3.0 1.8307133e-06 1.8259994e-06 1.8356285e-06 
-3.0 -2.9 3.1932944e-06 3.1915846e-06 3.198678e-06 
-2.9 -2.8 5.2928848e-06 5.2706642e-06 5.2970401e-06 
-2.8 -2.7 8.2064511e-06 8.2002618e-06 8.2242559e-06 
-2.7 -2.6 1.240163e-05 1.2392211e-05 1.2408734e-05 
-2.6 -2.5 1.8174496e-05 1.8162984e-05 1.8208169e-05 
-2.5 -2.4 2.5198715e-05 2.5146286e-05 2.5198715e-05 
-2.4 -2.3 3.4318549e-05 3.428566e-05 3.4375104e-05 
-2.3 -2.2 4.5863123e-05 4.5790288e-05 4.5879685e-05 
-2.2 -2.1 5.9830401e-05 5.9789429e-05 5.9873465e-05 
-2.1 -2.0 7.6296742e-05 7.6229883e-05 7.6357284e-05 
-2.0 -1.9 9.5220769e-05 9.507793e-05 9.5221759e-05 
-1.9 -1.8 0.0001168547 0.0001168547 0.00011695007 
-1.8 -1.7 0.00014060113 0.00014037403 0.00014080417 
-1.7 -1.6 0.00016718314 0.00016711109 0.00016718314 
-1.6 -1.5 0.00019688073 0.00019686117 0.00019705918 
-1.5 -1.4 0.00022673283 0.00022650563 0.00022687898 
-1.4 -1.3 0.00025969409 0.00025966432 0.00025978329 
-1.3 -1.2 0.00029396725 0.00029376599 0.00029403186 
-1.2 -1.1 0.00032768926 0.00032743578 0.00032793005 
-1.1 -1.0 0.00036146401 0.00036137232 0.00036178152 
-1.0 -0.9 0.00039599826 0.00039592701 0.0003961405 
-0.9 -0.8 0.00042810203 0.00042784156 0.00042823501 
-0.8 -0.7 0.00045928933 0.00045923603 0.00045936284 
-0.7 -0.6 0.00048938859 0.00048911852 0.00048962009 
-0.6 -0.5 0.00051485795 0.00051484662 0.00051508908 
-0.5 -0.4 0.00053776237 0.00053754953 0.00053789814 
-0.4 -0.3 0.00055710818 0.00055686223 0.00055735201 
-0.3 -0.2 0.00057166301 0.00057150124 0.00057184053 
-0.2 -0.1 0.00058103377 0.00058089833 0.00058133732 
-0.1 0.0 0.00058462044 0.00058460556 0.00058488113 
0.0 0.1 0.00058532312 0.00058516073 0.00058559229 
0.1 0.2 0.00058122211 0.00058092436 0.00058135501 
0.2 0.3 0.00057154126 0.0005715027 0.00057184362 
0.3 0.4 0.00055561283 0.00055517464 0.00055568406 
0.4 0.5 0.00053694301 0.00053694301 0.00053733149 
0.5 0.6 0.00051570265 0.00051526772 0.00051585367 
0.6 0.7 0.00048912585 0.00048912585 0.00048950443 
0.7 0.8 0.00046007682 0.00045985396 0.00046014073 
0.8 0.9 0.00042946192 0.0004293638 0.00042972899 
0.9 1.0 0.00039446782 0.00039423276 0.00039455681 
1.0 1.1 0.00036257982 0.0003624529 0.0003627432 
1.1 1.2 0.00032897083 0.00032894842 0.00032922294 
1.2 1.3 0.00029430017 0.00029414525 0.0002944103 
1.3 1.4 0.00026001694 0.00025986806 0.00026009744 
1.4 1.5 0.00022784447 0.00022766233 0.0002279318 
1.5 1.6 0.00019543258 0.00019539563 0.00019562572 
1.6 1.7 0.00016709699 0.00016695663 0.00016727796 
1.7 1.8 0.00014148063 0.0001413922 0.00014150436 
1.8 1.9 0.00011705253 0.00011695476 0.00011709618 
1.9 2.0 9.5119967e-05 9.4995995e-05 9.5120512e-05 
2.0 2.1 7.6435419e-05 7.6418412e-05 7.6549767e-05 
2.1 2.2 5.9829028e-05 5.9802245e-05 5.9967778e-05 
2.2 2.3 4.6005703e-05 4.5893156e-05 4.6005703e-05 
2.3 2.4 3.4721593e-05 3.4680847e-05 3.4740976e-05 
2.4 2.5 2.5265826e-05 2.5245872e-05 2.5295205e-05 
2.5 2.6 1.8218746e-05 1.8209775e-05 1.822205e-05 
2.6 2.7 1.2472423e-05 1.2450807e-05 1.2492038e-05 
2.7 2.8 8.2855641e-06 8.266687e-06 8.3019e-06 
2.8 2.9 5.2925054e-06 5.2817101e-06 5.2925054e-06 
2.9 3.0 3.280657e-06 3.2697275e-06 3.2818014e-06 
3.0 3.1 1.8134697e-06 1.809547e-06 1.822778e-06 
3.1 3.2 1.0094295e-06 1.0093667e-06 1.013874e-06 
3.2 3.3 4.8928743e-07 4.8737722e-07 4.896164e-07 
3.3 3.4 2.2506638e-07 2.2430107e-07 2.2671672e-07 
3.4 3.5 8.2373042e-08 8.0571487e-08 8.2918448e-08 
3.5 3.6 2.5786531e-08 2.5737599e-08 2.5976542e-08 
3.6 3.7 6.188541e-09 6.0924902e-09 6.1950043e-09 
3.7 3.8 8.9485424e-10 8.9311357e-10 9.2201074e-10 
3.8 3.9 6.9976635e-11 6.6485995e-11 7.1105472e-11 
