# create_lambda_band.py -l 4 -e 14 -n3lo
# N3LO cross-section {center, min, max}
0.0096573724 0.0096543327 0.0096643303 


# N3LO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 2.5373177e-05 2.5358442e-05 2.5400404e-05 
30.0 60.0 5.8227295e-05 5.8204009e-05 5.827631e-05 
60.0 90.0 6.2270476e-05 6.2253334e-05 6.2314972e-05 
90.0 120.0 5.1324423e-05 5.1312649e-05 5.1356036e-05 
120.0 150.0 3.772837e-05 3.7720482e-05 3.7750054e-05 
150.0 180.0 2.6374763e-05 2.6370814e-05 2.639087e-05 
180.0 210.0 1.8108577e-05 1.8104365e-05 1.8118389e-05 
210.0 240.0 1.2405731e-05 1.2402075e-05 1.2414232e-05 
240.0 270.0 8.5177459e-06 8.5146026e-06 8.524193e-06 
270.0 300.0 5.9345462e-06 5.9314922e-06 5.9378201e-06 


# N3LO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.0 0.0 0.0 
-4.9 -4.8 0.0 0.0 0.0 
-4.8 -4.7 0.0 0.0 0.0 
-4.7 -4.6 0.0 0.0 0.0 
-4.6 -4.5 0.0 0.0 0.0 
-4.5 -4.4 0.0 0.0 0.0 
-4.4 -4.3 0.0 0.0 0.0 
-4.3 -4.2 0.0 0.0 0.0 
-4.2 -4.1 0.0 0.0 0.0 
-4.1 -4.0 0.0 0.0 0.0 
-4.0 -3.9 1.1709873e-11 1.1524067e-11 1.2515889e-11 
-3.9 -3.8 1.4814738e-09 1.4025766e-09 1.5124462e-09 
-3.8 -3.7 1.7913389e-08 1.7522392e-08 1.8179028e-08 
-3.7 -3.6 1.0899117e-07 1.0820803e-07 1.0969523e-07 
-3.6 -3.5 4.6238992e-07 4.5681855e-07 4.6271847e-07 
-3.5 -3.4 1.477746e-06 1.4707162e-06 1.482667e-06 
-3.4 -3.3 3.8082914e-06 3.7918146e-06 3.8175835e-06 
-3.3 -3.2 8.3936829e-06 8.384563e-06 8.4032217e-06 
-3.2 -3.1 1.6994944e-05 1.6965758e-05 1.6995816e-05 
-3.1 -3.0 3.0810721e-05 3.0773486e-05 3.0843951e-05 
-3.0 -2.9 5.1432596e-05 5.1312732e-05 5.1462942e-05 
-2.9 -2.8 8.1064381e-05 8.102316e-05 8.1165523e-05 
-2.8 -2.7 0.00012143491 0.00012122611 0.00012151697 
-2.7 -2.6 0.00017316469 0.00017305103 0.00017341707 
-2.6 -2.5 0.00023782976 0.00023748909 0.00023793974 
-2.5 -2.4 0.00031589667 0.00031567369 0.00031635661 
-2.4 -2.3 0.00040737369 0.00040699902 0.00040777844 
-2.3 -2.2 0.00051067371 0.00051020691 0.00051123766 
-2.2 -2.1 0.00062949344 0.00062917541 0.00063019821 
-2.1 -2.0 0.0007581737 0.00075770768 0.00075905806 
-2.0 -1.9 0.0008949094 0.00089421195 0.00089574874 
-1.9 -1.8 0.0010437393 0.0010431788 0.0010450225 
-1.8 -1.7 0.0012012805 0.0012007216 0.0012024734 
-1.7 -1.6 0.0013571322 0.0013564163 0.0013583258 
-1.6 -1.5 0.0015173281 0.0015165639 0.0015188327 
-1.5 -1.4 0.0016841609 0.0016835338 0.0016856039 
-1.4 -1.3 0.0018474466 0.0018470013 0.0018486966 
-1.3 -1.2 0.0020055317 0.0020045458 0.0020072591 
-1.2 -1.1 0.0021610809 0.0021608831 0.0021629383 
-1.1 -1.0 0.0023149833 0.0023138409 0.0023163234 
-1.0 -0.9 0.0024546741 0.0024541527 0.0024564036 
-0.9 -0.8 0.0025816224 0.0025807871 0.0025837866 
-0.8 -0.7 0.0027026355 0.0027019152 0.00270388 
-0.7 -0.6 0.0028125964 0.0028117256 0.0028145949 
-0.6 -0.5 0.0029118076 0.002910885 0.0029137008 
-0.5 -0.4 0.0029902869 0.002989887 0.0029922121 
-0.4 -0.3 0.0030555639 0.003054719 0.0030569716 
-0.3 -0.2 0.0031092269 0.0031080612 0.0031109379 
-0.2 -0.1 0.0031392679 0.0031386012 0.0031412922 
-0.1 0.0 0.0031468917 0.0031459841 0.0031485527 
0.0 0.1 0.0031566737 0.0031560861 0.0031584048 
