# create_lambda_band.py -l -10.0 -n3lo
# N3LO cross-section {center, min, max}
0.67802779 0.67779706 0.67876486 


# N3LO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 0.0018636543 0.0018624043 0.0018670528 
30.0 60.0 0.0043113297 0.0043092033 0.0043176378 
60.0 90.0 0.004596401 0.0045948635 0.0046018585 
90.0 120.0 0.0037177961 0.0037166582 0.0037213065 
120.0 150.0 0.0026527245 0.0026521792 0.0026548712 
150.0 180.0 0.0017835467 0.0017832236 0.001784827 
180.0 210.0 0.001176709 0.0011764362 0.001177403 
210.0 240.0 0.00077477594 0.00077458105 0.00077532218 
240.0 270.0 0.00051398103 0.00051387639 0.00051433464 
270.0 300.0 0.00034666301 0.00034654386 0.00034685342 


# N3LO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.0 0.0 0.0 
-4.9 -4.8 0.0 0.0 0.0 
-4.8 -4.7 0.0 0.0 0.0 
-4.7 -4.6 5.4470252e-11 4.8688308e-11 6.4919618e-11 
-4.6 -4.5 6.3272657e-09 5.9299472e-09 6.4394472e-09 
-4.5 -4.4 2.0305707e-07 1.992567e-07 2.0703012e-07 
-4.4 -4.3 1.6523822e-06 1.5993265e-06 1.6902454e-06 
-4.3 -4.2 8.481795e-06 8.4022105e-06 8.5407094e-06 
-4.2 -4.1 2.963638e-05 2.9468476e-05 2.967767e-05 
-4.1 -4.0 8.6904084e-05 8.6022866e-05 8.714974e-05 
-4.0 -3.9 0.00020924109 0.00020881367 0.00020978329 
-3.9 -3.8 0.00044549399 0.00044382711 0.00044590603 
-3.8 -3.7 0.00086420004 0.00086382408 0.00086574646 
-3.7 -3.6 0.0014997015 0.0014975401 0.0015023519 
-3.6 -3.5 0.002452443 0.0024489774 0.0024550317 
-3.5 -3.4 0.0038281636 0.0038229565 0.0038348933 
-3.4 -3.3 0.0056958611 0.0056881164 0.0057060521 
-3.3 -3.2 0.0080556146 0.0080491173 0.008067572 
-3.2 -3.1 0.010891847 0.010877375 0.010917746 
-3.1 -3.0 0.014490577 0.014471022 0.01452061 
-3.0 -2.9 0.018594549 0.018585079 0.018622512 
-2.9 -2.8 0.023322704 0.023298702 0.023372201 
-2.8 -2.7 0.02854048 0.028526639 0.028598902 
-2.7 -2.6 0.034474221 0.034430847 0.034527267 
-2.6 -2.5 0.040905288 0.040881099 0.040989871 
-2.5 -2.4 0.047667482 0.047641167 0.047744448 
-2.4 -2.3 0.054661569 0.054620902 0.054751186 
-2.3 -2.2 0.062278927 0.062233279 0.062381422 
-2.2 -2.1 0.069807067 0.069771385 0.069916807 
-2.1 -2.0 0.07772667 0.077698332 0.077838834 
-2.0 -1.9 0.085462066 0.085434713 0.085590122 
-1.9 -1.8 0.093460971 0.093412254 0.093576224 
-1.8 -1.7 0.10113169 0.10110055 0.10127537 
-1.7 -1.6 0.10894598 0.10888923 0.10908158 
-1.6 -1.5 0.11624498 0.1161991 0.11638065 
-1.5 -1.4 0.1233734 0.12333209 0.12352706 
-1.4 -1.3 0.13050473 0.13046062 0.13064718 
-1.3 -1.2 0.13701568 0.13696165 0.13715221 
-1.2 -1.1 0.1430656 0.14302754 0.1432141 
-1.1 -1.0 0.14859285 0.14853467 0.1487371 
-1.0 -0.9 0.15405665 0.1540181 0.15420896 
-0.9 -0.8 0.15868798 0.15864338 0.1588336 
-0.8 -0.7 0.16338391 0.16332766 0.16350943 
-0.7 -0.6 0.16711421 0.16705304 0.16725043 
-0.6 -0.5 0.17009602 0.17004926 0.17025832 
-0.5 -0.4 0.17324755 0.17319772 0.17339178 
-0.4 -0.3 0.17526453 0.17522321 0.17542996 
-0.3 -0.2 0.17671141 0.17665656 0.17685287 
-0.2 -0.1 0.17819409 0.17813002 0.17832861 
-0.1 0.0 0.17861338 0.17856475 0.17876296 
0.0 0.1 0.17856224 0.17850533 0.17869099 
0.1 0.2 0.17797054 0.17791321 0.17810407 
0.2 0.3 0.17697875 0.17692839 0.17713876 
0.3 0.4 0.1753185 0.17527498 0.17546399 
0.4 0.5 0.17306244 0.17300093 0.17319811 
0.5 0.6 0.17060763 0.17054981 0.17075833 
0.6 0.7 0.16726797 0.16722828 0.16741367 
0.7 0.8 0.16355838 0.16350653 0.16371377 
0.8 0.9 0.15842861 0.15837961 0.15855502 
0.9 1.0 0.15409265 0.15404047 0.15423666 
1.0 1.1 0.14890388 0.14886065 0.14906614 
1.1 1.2 0.14308996 0.14305378 0.14322881 
1.2 1.3 0.13668474 0.13663941 0.13684535 
1.3 1.4 0.13040808 0.13035322 0.13054278 
1.4 1.5 0.12345957 0.12339787 0.12360145 
1.5 1.6 0.11635661 0.11631969 0.11649096 
1.6 1.7 0.10897308 0.10893983 0.10912388 
1.7 1.8 0.10129608 0.10125798 0.10141158 
1.8 1.9 0.093428861 0.093378316 0.093559528 
1.9 2.0 0.085633411 0.085604034 0.085764996 
2.0 2.1 0.077624511 0.077580077 0.077737897 
2.1 2.2 0.069904033 0.069869843 0.070019758 
2.2 2.3 0.06212046 0.062080824 0.062213322 
2.3 2.4 0.054872506 0.054844816 0.0549672 
2.4 2.5 0.047624738 0.047581733 0.047699356 
2.5 2.6 0.040729158 0.040701826 0.040806764 
2.6 2.7 0.034519326 0.034489672 0.034574257 
2.7 2.8 0.028587916 0.028560564 0.02864617 
2.8 2.9 0.023384965 0.023371319 0.023433863 
