# create_lambda_band.py -l 3 -e 100 -n3lo
# N3LO cross-section {center, min, max}
0.13388901 0.13384681 0.13403213 


# N3LO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 0.00025367672 0.00025351769 0.0002541681 
30.0 60.0 0.00061904631 0.00061866591 0.00062007629 
60.0 90.0 0.00072151845 0.00072130648 0.00072257535 
90.0 120.0 0.00065157115 0.00065138704 0.00065225322 
120.0 150.0 0.00052463916 0.00052447544 0.00052516671 
150.0 180.0 0.00040192451 0.00040179742 0.00040216137 
180.0 210.0 0.00030027511 0.00030026403 0.00030047684 
210.0 240.0 0.00022343167 0.0002233776 0.00022354094 
240.0 270.0 0.00016741981 0.00016738823 0.00016755535 
270.0 300.0 0.00012603473 0.0001259994 0.00012606317 


# N3LO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 9.8153249e-05 9.7461593e-05 9.8610026e-05 
-4.9 -4.8 0.00016441635 0.00016277429 0.00016503666 
-4.8 -4.7 0.00024921365 0.00024844771 0.00025049689 
-4.7 -4.6 0.00037846453 0.00037821876 0.00037966034 
-4.6 -4.5 0.00052425579 0.00052308177 0.00052513682 
-4.5 -4.4 0.00072527519 0.00072500142 0.00072843129 
-4.4 -4.3 0.00098093022 0.00097921056 0.00098347763 
-4.3 -4.2 0.0012554923 0.0012513381 0.0012583507 
-4.2 -4.1 0.001588367 0.0015873916 0.0015938921 
-4.1 -4.0 0.0019730962 0.0019730962 0.0019787516 
-4.0 -3.9 0.0024251409 0.0024244531 0.0024319953 
-3.9 -3.8 0.0028899862 0.002885065 0.002894889 
-3.8 -3.7 0.0034077277 0.0034007716 0.0034170319 
-3.7 -3.6 0.0040005561 0.0039983 0.0040048414 
-3.6 -3.5 0.0045955636 0.0045949827 0.0046087561 
-3.5 -3.4 0.0053005406 0.0052895064 0.0053116952 
-3.4 -3.3 0.0059961177 0.0059943745 0.0060037478 
-3.3 -3.2 0.0067452702 0.0067426187 0.0067536314 
-3.2 -3.1 0.0075534316 0.0075458681 0.0075722226 
-3.1 -3.0 0.0083362347 0.0083305185 0.0083482415 
-3.0 -2.9 0.0091629271 0.0091521953 0.0091762694 
-2.9 -2.8 0.010006702 0.0099982544 0.010020747 
-2.8 -2.7 0.010833668 0.010833268 0.010859139 
-2.7 -2.6 0.011673204 0.011673083 0.01168478 
-2.6 -2.5 0.012588368 0.012567104 0.012599386 
-2.5 -2.4 0.013466263 0.013465807 0.013494725 
-2.4 -2.3 0.014449313 0.014422224 0.014464405 
-2.3 -2.2 0.015373025 0.015371222 0.015398467 
-2.2 -2.1 0.016239073 0.016212597 0.016253004 
-2.1 -2.0 0.016927835 0.016927835 0.016943365 
-2.0 -1.9 0.017937502 0.017927819 0.017964083 
-1.9 -1.8 0.018729685 0.018719964 0.018750463 
-1.8 -1.7 0.019618263 0.019597542 0.019642548 
-1.7 -1.6 0.020317448 0.020313343 0.02033621 
-1.6 -1.5 0.021131898 0.021120324 0.02115946 
-1.5 -1.4 0.021883829 0.021855991 0.021896088 
-1.4 -1.3 0.022631469 0.022631469 0.022653227 
-1.3 -1.2 0.023218859 0.023218859 0.023249631 
-1.2 -1.1 0.023802448 0.023779635 0.023822297 
-1.1 -1.0 0.024452566 0.024452566 0.024478721 
-1.0 -0.9 0.024978237 0.024957356 0.025012503 
-0.9 -0.8 0.025416514 0.025409789 0.02543066 
-0.8 -0.7 0.025896958 0.025884786 0.0259265 
-0.7 -0.6 0.026159288 0.026147203 0.026178473 
-0.6 -0.5 0.026584718 0.026573657 0.026607977 
-0.5 -0.4 0.026960079 0.026947217 0.02699325 
-0.4 -0.3 0.027249878 0.027231744 0.027278131 
-0.3 -0.2 0.027294663 0.027285152 0.027320158 
-0.2 -0.1 0.027449109 0.027444186 0.027462734 
-0.1 0.0 0.027488999 0.027487745 0.027513503 
0.0 0.1 0.027452971 0.027422519 0.02747245 
0.1 0.2 0.027408516 0.027408516 0.027444164 
0.2 0.3 0.027341316 0.027322838 0.027353942 
0.3 0.4 0.027120148 0.027117137 0.027139988 
0.4 0.5 0.026955138 0.026955138 0.026981332 
0.5 0.6 0.026667442 0.026656422 0.026689832 
0.6 0.7 0.026296351 0.02628961 0.026318897 
0.7 0.8 0.025955752 0.025921329 0.025977003 
0.8 0.9 0.02548515 0.02548515 0.025510432 
0.9 1.0 0.024967612 0.024944303 0.02499301 
1.0 1.1 0.024458321 0.024458321 0.024486687 
1.1 1.2 0.023953966 0.023909747 0.023976532 
1.2 1.3 0.023247539 0.023241486 0.023271024 
1.3 1.4 0.022592561 0.022574895 0.022615885 
1.4 1.5 0.02185982 0.021841326 0.021891537 
1.5 1.6 0.021112328 0.021108662 0.021133383 
1.6 1.7 0.020367508 0.020366086 0.020397933 
1.7 1.8 0.019604239 0.019588641 0.019626676 
1.8 1.9 0.01873078 0.018709404 0.018746834 
1.9 2.0 0.017957639 0.017957639 0.017990323 
2.0 2.1 0.017029478 0.01700687 0.017041289 
2.1 2.2 0.016269049 0.016269049 0.016289276 
2.2 2.3 0.015283237 0.015257293 0.015297514 
2.3 2.4 0.014417826 0.014417826 0.014439612 
2.4 2.5 0.013530399 0.013528124 0.013551112 
2.5 2.6 0.012601007 0.012598855 0.012620348 
2.6 2.7 0.011708136 0.011703434 0.011721151 
2.7 2.8 0.010869178 0.010855494 0.01088622 
2.8 2.9 0.010006049 0.0099917854 0.010016809 
2.9 3.0 0.0090956219 0.0090913251 0.0091112257 
3.0 3.1 0.0083067381 0.0083010784 0.0083210008 
3.1 3.2 0.0075166065 0.0075166065 0.0075277198 
3.2 3.3 0.0067238927 0.0067131907 0.0067334902 
3.3 3.4 0.0060288828 0.0060223553 0.0060393182 
3.4 3.5 0.0052408714 0.0052403317 0.0052537491 
3.5 3.6 0.0046224529 0.0046224529 0.0046397184 
3.6 3.7 0.0040299153 0.004008073 0.0040323915 
3.7 3.8 0.0034377721 0.003435671 0.0034452006 
3.8 3.9 0.0029075979 0.0029058663 0.0029133102 
3.9 4.0 0.0024234588 0.0024210893 0.0024334305 
4.0 4.1 0.0019887011 0.0019883607 0.0019937341 
4.1 4.2 0.001589008 0.001584832 0.0015915611 
4.2 4.3 0.0012607281 0.0012593255 0.0012634466 
4.3 4.4 0.00098206693 0.00098062317 0.00098696649 
4.4 4.5 0.00072492974 0.00072304817 0.00072576941 
4.5 4.6 0.00052666257 0.00052446539 0.00052795412 
4.6 4.7 0.00037380661 0.00037351095 0.00037559885 
4.7 4.8 0.00025802538 0.00025733614 0.00025917826 
4.8 4.9 0.00016873553 0.00016660983 0.00016912361 
4.9 5.0 9.9973359e-05 9.8955845e-05 0.00010061867 


# N3LO mHH {ptmin, ptmax, center, min, max}
0.0 200.0 0.0 0.0 0.0 
200.0 400.0 0.00038793646 0.00038781398 0.0003883472 
400.0 600.0 9.9613428e-05 9.9573378e-05 9.9726133e-05 
600.0 800.0 4.9646802e-05 4.9633641e-05 4.9712327e-05 
800.0 1000.0 3.3169426e-05 3.3159104e-05 3.3207126e-05 
1000.0 1200.0 2.2899293e-05 2.2893676e-05 2.2927622e-05 
1200.0 1400.0 1.6179525e-05 1.617208e-05 1.6194534e-05 
1400.0 1600.0 1.1887544e-05 1.1882161e-05 1.1894963e-05 
