# create_lambda_band.py -l 1.25 -e 14 -n3lo
# N3LO cross-section {center, min, max}
0.0016961336 0.001695561 0.0016968792 


# N3LO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 5.6514914e-06 5.6469169e-06 5.6543094e-06 
30.0 60.0 1.2258141e-05 1.2251991e-05 1.2263441e-05 
60.0 90.0 1.2020986e-05 1.2018293e-05 1.2025399e-05 
90.0 120.0 8.9905837e-06 8.9873992e-06 8.9935585e-06 
120.0 150.0 6.0003332e-06 5.9997074e-06 6.0019336e-06 
150.0 180.0 3.8430965e-06 3.8425977e-06 3.845596e-06 
180.0 210.0 2.4634508e-06 2.462439e-06 2.4643261e-06 
210.0 240.0 1.5985415e-06 1.5985228e-06 1.5993487e-06 
240.0 270.0 1.0656554e-06 1.0648857e-06 1.0665709e-06 
270.0 300.0 7.1918868e-07 7.1894678e-07 7.2000933e-07 


# N3LO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.0 0.0 0.0 
-4.9 -4.8 0.0 0.0 0.0 
-4.8 -4.7 0.0 0.0 0.0 
-4.7 -4.6 0.0 0.0 0.0 
-4.6 -4.5 0.0 0.0 0.0 
-4.5 -4.4 0.0 0.0 0.0 
-4.4 -4.3 0.0 0.0 0.0 
-4.3 -4.2 0.0 0.0 0.0 
-4.2 -4.1 0.0 0.0 0.0 
-4.1 -4.0 0.0 0.0 1.755151e-18 
-4.0 -3.9 5.4538074e-13 3.717417e-13 5.4538074e-13 
-3.9 -3.8 3.9604385e-11 3.5288245e-11 4.2859207e-11 
-3.8 -3.7 4.7145911e-10 4.6083794e-10 4.900081e-10 
-3.7 -3.6 3.8822946e-09 3.8389189e-09 4.01494e-09 
-3.6 -3.5 1.7829837e-08 1.7478167e-08 1.8123724e-08 
-3.5 -3.4 5.9000065e-08 5.7191289e-08 6.0372655e-08 
-3.4 -3.3 1.5844126e-07 1.5748419e-07 1.5878244e-07 
-3.3 -3.2 3.9403245e-07 3.9180606e-07 3.9474561e-07 
-3.2 -3.1 8.1631673e-07 8.1356626e-07 8.1751065e-07 
-3.1 -3.0 1.5848841e-06 1.5794622e-06 1.5853988e-06 
-3.0 -2.9 2.9196743e-06 2.9190207e-06 2.9290688e-06 
-2.9 -2.8 4.9471713e-06 4.9364425e-06 4.9571676e-06 
-2.8 -2.7 7.9986193e-06 7.9864893e-06 8.002917e-06 
-2.7 -2.6 1.2423622e-05 1.2406392e-05 1.242366e-05 
-2.6 -2.5 1.8414337e-05 1.8380428e-05 1.8438897e-05 
-2.5 -2.4 2.6201177e-05 2.6181173e-05 2.6224873e-05 
-2.4 -2.3 3.6299175e-05 3.6190164e-05 3.6321149e-05 
-2.3 -2.2 4.8603546e-05 4.8570634e-05 4.862032e-05 
-2.2 -2.1 6.4631232e-05 6.4592317e-05 6.4672123e-05 
