# create_lambda_band.py -l -1 -e 100 -nnlo
# NNLO cross-section {center, min, max}
0.33091617 0.32963748 0.33279483 


# NNLO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 0.00082767985 0.00082260255 0.00083475962 
30.0 60.0 0.0019738164 0.0019635215 0.0019885621 
60.0 90.0 0.0021867195 0.0021773028 0.0022006342 
90.0 120.0 0.0018287761 0.0018220853 0.0018388438 
120.0 150.0 0.0013384768 0.0013341886 0.0013447686 
150.0 180.0 0.00091626646 0.00091367806 0.0009202867 
180.0 210.0 0.00061358724 0.00061197693 0.0006159588 
210.0 240.0 0.00040736285 0.00040644683 0.00040875889 
240.0 270.0 0.00027306954 0.00027252015 0.00027394871 
270.0 300.0 0.00018454607 0.00018412455 0.00018512676 


# NNLO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.00022071582 0.00021991051 0.00022589788 
-4.9 -4.8 0.00037449809 0.00037134153 0.00037513342 
-4.8 -4.7 0.00059274595 0.00058942475 0.00059736299 
-4.7 -4.6 0.0009044832 0.00089808292 0.00090955491 
-4.6 -4.5 0.0012812312 0.0012717964 0.0012997152 
-4.5 -4.4 0.001797235 0.0017877287 0.0018102342 
-4.4 -4.3 0.0023925693 0.0023801066 0.0024246021 
-4.3 -4.2 0.0031147713 0.0030947329 0.0031451079 
-4.2 -4.1 0.0040574011 0.0040394081 0.0040933363 
-4.1 -4.0 0.0050569797 0.0050314659 0.0051157174 
-4.0 -3.9 0.0062123769 0.0061773272 0.0062637385 
-3.9 -3.8 0.0074468648 0.007410787 0.0075255942 
-3.8 -3.7 0.0089327101 0.0088871435 0.0090023162 
-3.7 -3.6 0.010414812 0.010363611 0.010505215 
-3.6 -3.5 0.012068201 0.012010388 0.012180065 
-3.5 -3.4 0.013835247 0.01376018 0.013963415 
-3.4 -3.3 0.015642469 0.015571385 0.015783796 
-3.3 -3.2 0.01770802 0.017607504 0.017857157 
-3.2 -3.1 0.019633091 0.019546641 0.019809315 
-3.1 -3.0 0.021749465 0.021625262 0.021928438 
-3.0 -2.9 0.023872509 0.023767374 0.024035196 
-2.9 -2.8 0.025987755 0.025859396 0.026210789 
-2.8 -2.7 0.028171244 0.028047399 0.02831954 
-2.7 -2.6 0.030286505 0.03013543 0.030519951 
-2.6 -2.5 0.032450332 0.032303994 0.032696802 
-2.5 -2.4 0.034732636 0.034566026 0.03495187 
-2.4 -2.3 0.0367358 0.036578209 0.036985335 
-2.3 -2.2 0.039008366 0.038841298 0.039282087 
-2.2 -2.1 0.040995388 0.040830076 0.041233558 
-2.1 -2.0 0.043074649 0.042884797 0.043341689 
-2.0 -1.9 0.044986775 0.044820596 0.045263999 
-1.9 -1.8 0.046880241 0.046666559 0.04714684 
-1.8 -1.7 0.04874485 0.048557678 0.048993146 
-1.7 -1.6 0.050474507 0.050284816 0.050786084 
-1.6 -1.5 0.052366601 0.052187097 0.052641647 
-1.5 -1.4 0.053831153 0.053603455 0.054144999 
-1.4 -1.3 0.055434095 0.055238874 0.055735509 
-1.3 -1.2 0.056960233 0.056740324 0.057229362 
-1.2 -1.1 0.05814875 0.057964705 0.058430242 
-1.1 -1.0 0.059438764 0.059213635 0.059706274 
-1.0 -0.9 0.060510909 0.060313336 0.06082492 
-0.9 -0.8 0.061467789 0.061258518 0.061763087 
-0.8 -0.7 0.062336848 0.062108175 0.062631261 
-0.7 -0.6 0.063309316 0.063088797 0.063588494 
-0.6 -0.5 0.063799638 0.063600118 0.064116707 
-0.5 -0.4 0.064679408 0.064440743 0.064928347 
-0.4 -0.3 0.064988216 0.064780995 0.06528515 
-0.3 -0.2 0.065364681 0.065160466 0.065657786 
-0.2 -0.1 0.065644806 0.065417362 0.065955938 
-0.1 0.0 0.065805864 0.065574881 0.066072539 
0.0 0.1 0.065643354 0.065435213 0.065958229 
0.1 0.2 0.065714968 0.065516523 0.065998013 
0.2 0.3 0.065245032 0.065017412 0.065529995 
0.3 0.4 0.06505989 0.064850136 0.065360312 
0.4 0.5 0.064576501 0.064372161 0.064854443 
0.5 0.6 0.063946695 0.063711105 0.064224065 
0.6 0.7 0.063315552 0.063118047 0.06358739 
0.7 0.8 0.062604045 0.062406689 0.062942361 
0.8 0.9 0.061633694 0.061402084 0.0618872 
0.9 1.0 0.060551496 0.060339501 0.060873845 
1.0 1.1 0.059426401 0.059216843 0.059693538 
1.1 1.2 0.058065172 0.057870787 0.0583749 
1.2 1.3 0.056944257 0.056708109 0.057257737 
1.3 1.4 0.055556982 0.055351 0.055836261 
1.4 1.5 0.053935618 0.053758922 0.054202812 
1.5 1.6 0.052168456 0.051937729 0.052455658 
1.6 1.7 0.050490018 0.050303291 0.050766338 
1.7 1.8 0.048674677 0.048502279 0.049003007 
1.8 1.9 0.046853209 0.046650833 0.047102901 
1.9 2.0 0.045110777 0.044918055 0.04537392 
2.0 2.1 0.043163729 0.042991649 0.043411051 
2.1 2.2 0.041013261 0.040823916 0.041283307 
2.2 2.3 0.039084964 0.03894311 0.039369246 
2.3 2.4 0.03691327 0.036737238 0.037127702 
2.4 2.5 0.034633861 0.03448219 0.034878428 
2.5 2.6 0.032485532 0.032356882 0.032705749 
2.6 2.7 0.030323581 0.030169555 0.030539263 
2.7 2.8 0.028271239 0.028134246 0.028435674 
2.8 2.9 0.025968387 0.025849054 0.02620351 
2.9 3.0 0.023791367 0.023681793 0.023973031 
3.0 3.1 0.021715469 0.021615881 0.021900828 
3.1 3.2 0.019706477 0.019610745 0.019867355 
3.2 3.3 0.01756552 0.017470225 0.017706901 
3.3 3.4 0.015652996 0.01557266 0.015802426 
3.4 3.5 0.013885476 0.013816333 0.013994691 
3.5 3.6 0.012114476 0.012037845 0.012228363 
3.6 3.7 0.010394247 0.010348878 0.010491789 
3.7 3.8 0.0089941323 0.0089511791 0.0090706596 
3.8 3.9 0.0074696727 0.0074309539 0.0075465333 
3.9 4.0 0.0062352912 0.0062020689 0.0063005373 
4.0 4.1 0.005065047 0.0050360762 0.0051124391 
