# create_lambda_band.py -l -9.0 -nlo
# NLO cross-section {center, min, max}
0.57291017 0.56999178 0.57547737 


# NLO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 0.001584142 0.0015722611 0.00159808 
30.0 60.0 0.0036587357 0.003635567 0.0036853205 
60.0 90.0 0.0038929719 0.0038716551 0.0039152512 
90.0 120.0 0.00314284 0.0031276718 0.0031563174 
120.0 150.0 0.0022381093 0.0022284078 0.0022459744 
150.0 180.0 0.0015019346 0.0014958496 0.0015066553 
180.0 210.0 0.00098935096 0.00098565292 0.00099280835 
210.0 240.0 0.0006499343 0.00064771926 0.0006525255 
240.0 270.0 0.00043070318 0.00042927545 0.00043250564 
270.0 300.0 0.00028978071 0.00028898031 0.00029110503 


# NLO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.0 0.0 0.0 
-4.9 -4.8 0.0 0.0 0.0 
-4.8 -4.7 0.0 0.0 0.0 
-4.7 -4.6 2.7285121e-11 5.5626344e-12 2.7285121e-11 
-4.6 -4.5 3.8547839e-09 3.816012e-09 4.700827e-09 
-4.5 -4.4 1.5273002e-07 1.1259287e-07 1.5515318e-07 
-4.4 -4.3 1.2616912e-06 1.211177e-06 1.3576942e-06 
-4.3 -4.2 6.5453581e-06 6.1286461e-06 6.669698e-06 
-4.2 -4.1 2.3424681e-05 2.3248562e-05 2.3734605e-05 
-4.1 -4.0 6.8969626e-05 6.5070118e-05 7.2711591e-05 
-4.0 -3.9 0.00017134737 0.0001684303 0.00017445826 
-3.9 -3.8 0.00036219892 0.00035379606 0.00037205083 
-3.8 -3.7 0.00071279593 0.00070372083 0.00072448802 
-3.7 -3.6 0.0012455105 0.0012267907 0.0012635955 
-3.6 -3.5 0.0020392276 0.0020196463 0.0020570752 
-3.5 -3.4 0.003192799 0.0031374677 0.0032488671 
-3.4 -3.3 0.0047563275 0.0047180119 0.0048093489 
-3.3 -3.2 0.0067625211 0.0067329919 0.0068140761 
-3.2 -3.1 0.009163659 0.0091223041 0.0092276031 
-3.1 -3.0 0.012191659 0.0121233 0.01228096 
-3.0 -2.9 0.015656492 0.015592862 0.015763174 
-2.9 -2.8 0.019681886 0.019566972 0.019822657 
-2.8 -2.7 0.024106099 0.024016569 0.024269064 
-2.7 -2.6 0.029075323 0.028927299 0.029292313 
-2.6 -2.5 0.03458306 0.034418969 0.034801373 
-2.5 -2.4 0.040280467 0.040056733 0.040538957 
-2.4 -2.3 0.046249197 0.045959013 0.046576054 
-2.3 -2.2 0.05264999 0.052357196 0.052985869 
-2.2 -2.1 0.059096706 0.058770079 0.059442342 
-2.1 -2.0 0.065722391 0.06528881 0.066091313 
-2.0 -1.9 0.07229059 0.071890966 0.072710625 
-1.9 -1.8 0.07898234 0.078571054 0.079420498 
-1.8 -1.7 0.085578608 0.085065751 0.086004424 
-1.7 -1.6 0.092145583 0.091608257 0.092609938 
-1.6 -1.5 0.098324534 0.09778345 0.098825928 
-1.5 -1.4 0.10429504 0.10369641 0.10482927 
-1.4 -1.3 0.1103063 0.10973899 0.11082646 
-1.3 -1.2 0.11583191 0.11523565 0.1164021 
-1.2 -1.1 0.12093634 0.12026517 0.12151406 
-1.1 -1.0 0.12557338 0.12494615 0.12625051 
-1.0 -0.9 0.13017915 0.12949045 0.13087301 
-0.9 -0.8 0.13410687 0.13337873 0.13471619 
-0.8 -0.7 0.13794884 0.13724971 0.138686 
-0.7 -0.6 0.14119543 0.14048333 0.14189933 
-0.6 -0.5 0.1437222 0.14291728 0.1444602 
-0.5 -0.4 0.14634784 0.14554098 0.14707075 
-0.4 -0.3 0.14803515 0.14720123 0.14882228 
-0.3 -0.2 0.14927031 0.14840999 0.15003969 
-0.2 -0.1 0.15047234 0.14962956 0.15130601 
-0.1 0.0 0.15083199 0.14996193 0.15158563 
0.0 0.1 0.15085488 0.14997378 0.15164806 
0.1 0.2 0.15026331 0.14941293 0.15106848 
0.2 0.3 0.14950735 0.14863728 0.15024445 
0.3 0.4 0.14805098 0.14726169 0.14878565 
0.4 0.5 0.14616974 0.14540008 0.14693445 
0.5 0.6 0.1441969 0.14336712 0.14491086 
0.6 0.7 0.1412718 0.14048644 0.14204118 
0.7 0.8 0.13814043 0.13744513 0.13876825 
0.8 0.9 0.13391379 0.13320377 0.13466397 
0.9 1.0 0.13020625 0.12952734 0.13087414 
1.0 1.1 0.1258415 0.12523466 0.12649721 
1.1 1.2 0.1208999 0.12022137 0.12148769 
1.2 1.3 0.11558628 0.11497425 0.11615202 
1.3 1.4 0.11013314 0.10961103 0.11067774 
1.4 1.5 0.10443623 0.10380684 0.10492253 
1.5 1.6 0.098398995 0.097897273 0.09886096 
1.6 1.7 0.092218384 0.091583315 0.092700561 
1.7 1.8 0.085625614 0.085181112 0.086077988 
1.8 1.9 0.079015674 0.078568467 0.079433379 
1.9 2.0 0.072404572 0.072049024 0.07281282 
2.0 2.1 0.065685232 0.065267701 0.066068542 
2.1 2.2 0.059138239 0.058785171 0.059505297 
2.2 2.3 0.052554074 0.052236027 0.052862683 
2.3 2.4 0.046371945 0.046123264 0.046696355 
2.4 2.5 0.040273168 0.040019896 0.040530705 
2.5 2.6 0.034409065 0.034249741 0.034663426 
2.6 2.7 0.029143317 0.029007551 0.029340281 
2.7 2.8 0.024141569 0.024033368 0.024304765 
2.8 2.9 0.019729306 0.019634907 0.019867466 
2.9 3.0 0.015653912 0.015596263 0.015782628 
3.0 3.1 0.012149612 0.012074079 0.012229187 
3.1 3.2 0.0091862163 0.0091299602 0.0092757269 
3.2 3.3 0.0066925501 0.0066555776 0.0067437151 
3.3 3.4 0.0047742201 0.0047164462 0.0048108739 
3.4 3.5 0.0032252677 0.0031989211 0.0032747441 
3.5 3.6 0.0020612193 0.0020349572 0.0020829633 
3.6 3.7 0.0012437207 0.0012327848 0.0012665713 
3.7 3.8 0.0007135564 0.00069996175 0.0007238099 
3.8 3.9 0.00036728464 0.00035893411 0.00037626255 
3.9 4.0 0.00017106659 0.00016731276 0.00017499158 
4.0 4.1 7.3755171e-05 7.1617851e-05 7.4746065e-05 
4.1 4.2 2.4763927e-05 2.3488431e-05 2.6449967e-05 
4.2 4.3 6.7776471e-06 6.5781387e-06 7.0174343e-06 
4.3 4.4 1.3071786e-06 1.1686679e-06 1.3716344e-06 
4.4 4.5 1.4429086e-07 1.3523193e-07 1.4429086e-07 
4.5 4.6 3.5381914e-09 3.5381914e-09 5.6301176e-09 
4.6 4.7 2.9925999e-12 2.0477894e-12 2.0903495e-11 
4.7 4.8 0.0 0.0 0.0 
4.8 4.9 0.0 0.0 0.0 
4.9 5.0 0.0 0.0 0.0 


# NLO mHH {ptmin, ptmax, center, min, max}
0.0 200.0 0.0 0.0 0.0 
200.0 400.0 0.002072081 0.0020604241 0.002084613 
400.0 600.0 0.00059648458 0.00059404526 0.00059847132 
600.0 800.0 0.00012739594 0.00012701044 0.00012816665 
800.0 1000.0 3.9024958e-05 3.8770426e-05 3.9322779e-05 
1000.0 1200.0 1.4908011e-05 1.4813422e-05 1.5047395e-05 
1200.0 1400.0 6.6832717e-06 6.6113378e-06 6.7549168e-06 
1400.0 1600.0 3.2889562e-06 3.2269217e-06 3.3225502e-06 
1600.0 1800.0 1.749431e-06 1.7306854e-06 1.7679012e-06 
1800.0 2000.0 1.0534584e-06 1.0352691e-06 1.068065e-06 


# NLO phiHH {ptmin, ptmax, center, min, max}
0.0 0.31415927 0.094762752 0.094348434 0.095090561 
0.31415927 0.62831853 0.094540627 0.094099342 0.094874937 
0.62831853 0.9424778 0.096597883 0.096160045 0.096977246 
0.9424778 1.2566371 0.10292803 0.10242976 0.10332509 
1.2566371 1.5707963 0.11517773 0.1146472 0.11568617 
1.5707963 1.8849556 0.13639779 0.13569971 0.13698074 
1.8849556 2.1991149 0.17170219 0.17082547 0.17250898 
2.1991149 2.5132741 0.22956411 0.22837285 0.23070342 
2.5132741 2.8274334 0.32526502 0.32351846 0.32687665 
2.8274334 3.1415927 0.45669358 0.45423892 0.45882091 


# NLO ptH_h {ptmin, ptmax, center, min, max}
0.0 30.0 0.00017127269 0.0001697315 0.00017318619 
30.0 60.0 0.0015691199 0.0015574431 0.0015839711 
60.0 90.0 0.0032361964 0.0032152969 0.0032613791 
90.0 120.0 0.0036759807 0.0036555392 0.0036987286 
120.0 150.0 0.0031447511 0.0031292672 0.003159514 
150.0 180.0 0.0023390314 0.0023287579 0.0023476003 
180.0 210.0 0.0016180185 0.0016114631 0.0016232866 
210.0 240.0 0.0010849151 0.0010808619 0.0010892348 
240.0 270.0 0.00071903521 0.00071647899 0.00072217755 
270.0 300.0 0.00047655282 0.00047530389 0.00047923599 


# NLO yH_h {ptmin, ptmax, center, min, max}
-5.0 -4.9 2.2010999e-07 1.5405868e-07 2.2010999e-07 
-4.9 -4.8 9.5416892e-07 8.246318e-07 1.1688762e-06 
-4.8 -4.7 3.228942e-06 3.1496645e-06 3.3498244e-06 
-4.7 -4.6 1.0480337e-05 9.610859e-06 1.0620984e-05 
-4.6 -4.5 2.4826706e-05 2.4730614e-05 2.6001686e-05 
-4.5 -4.4 5.4952067e-05 5.1858159e-05 5.5277817e-05 
-4.4 -4.3 0.00011892109 0.00011695978 0.00012246795 
-4.3 -4.2 0.00021785637 0.00021559547 0.00022152244 
-4.2 -4.1 0.00038649215 0.00037823556 0.00039065873 
-4.1 -4.0 0.00065844791 0.000638127 0.00066629742 
-4.0 -3.9 0.001057908 0.001043604 0.001083885 
-3.9 -3.8 0.0016351327 0.0016227308 0.0016439947 
-3.8 -3.7 0.0023868728 0.0023703141 0.0024052112 
-3.7 -3.6 0.0033631756 0.0033321874 0.0033917362 
-3.6 -3.5 0.0047361087 0.0047081421 0.0047796825 
-3.5 -3.4 0.0064321574 0.0063814576 0.0064684626 
-3.4 -3.3 0.0083648079 0.0083347177 0.008422104 
-3.3 -3.2 0.010822557 0.010790333 0.010895684 
-3.2 -3.1 0.013601319 0.013533086 0.013673295 
-3.1 -3.0 0.016851263 0.01678709 0.016976343 
-3.0 -2.9 0.020550699 0.020459183 0.020684572 
-2.9 -2.8 0.024423475 0.024298163 0.024574261 
-2.8 -2.7 0.028953222 0.028791597 0.029143339 
-2.7 -2.6 0.033693333 0.033520678 0.033894301 
-2.6 -2.5 0.038745551 0.038554977 0.038994415 
-2.5 -2.4 0.044150943 0.043876833 0.044424023 
-2.4 -2.3 0.049435716 0.049178012 0.049738038 
-2.3 -2.2 0.055478325 0.05515405 0.055788441 
-2.2 -2.1 0.061357981 0.061000596 0.061716384 
-2.1 -2.0 0.067295223 0.066933015 0.067670806 
-2.0 -1.9 0.073436151 0.073006967 0.073823812 
-1.9 -1.8 0.07928183 0.078843868 0.079687845 
-1.8 -1.7 0.085275558 0.084788374 0.085680686 
-1.7 -1.6 0.091413662 0.090904247 0.091925093 
-1.6 -1.5 0.097072721 0.096533389 0.097522007 
-1.5 -1.4 0.10245063 0.10188879 0.10294935 
-1.4 -1.3 0.10756222 0.10698137 0.10810456 
-1.3 -1.2 0.11307472 0.11248642 0.11359993 
-1.2 -1.1 0.1175267 0.11690705 0.11806641 
-1.1 -1.0 0.12193635 0.12130217 0.12260032 
-1.0 -0.9 0.12597286 0.12533604 0.12657813 
-0.9 -0.8 0.12961733 0.12899489 0.13025338 
-0.8 -0.7 0.13304163 0.13236451 0.13376426 
-0.7 -0.6 0.13606189 0.13532375 0.13676792 
-0.6 -0.5 0.1384365 0.13771573 0.13918225 
-0.5 -0.4 0.14091784 0.14011531 0.14163483 
-0.4 -0.3 0.1425857 0.14180979 0.14335147 
-0.3 -0.2 0.14392892 0.14311712 0.14461882 
-0.2 -0.1 0.14481625 0.14402674 0.14560533 
-0.1 0.0 0.14500099 0.14421843 0.14579864 
0.0 0.1 0.14533277 0.14450452 0.14606064 
0.1 0.2 0.14461339 0.14379136 0.14536652 
0.2 0.3 0.14366827 0.14291283 0.14437695 
0.3 0.4 0.14282195 0.14204781 0.14359176 
0.4 0.5 0.14094125 0.14016411 0.14168705 
0.5 0.6 0.13897621 0.13825849 0.13969146 
0.6 0.7 0.1362747 0.1355098 0.13697196 
0.7 0.8 0.13333313 0.13266129 0.13406396 
0.8 0.9 0.12937962 0.12873859 0.13002269 
