# create_lambda_band.py -l -4 -e 100 -nnlo
# NNLO cross-section {center, min, max}
1.2635237 1.258537 1.2708588 


# NNLO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 0.0030132997 0.0029944383 0.0030398 
30.0 60.0 0.0072351733 0.0071961502 0.007290804 
60.0 90.0 0.0081138574 0.008077873 0.0081677303 
90.0 120.0 0.0068883838 0.0068622249 0.0069270194 
120.0 150.0 0.0051310539 0.0051138549 0.0051565869 
150.0 180.0 0.0035793928 0.0035688616 0.0035952776 
180.0 210.0 0.0024432524 0.002436711 0.0024531372 
210.0 240.0 0.0016552311 0.0016510354 0.0016614023 
240.0 270.0 0.0011288119 0.00112627 0.0011327723 
270.0 300.0 0.00077905893 0.00077757647 0.00078151704 


# NNLO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.00104238 0.0010333095 0.0010528604 
-4.9 -4.8 0.0017654647 0.0017569574 0.0017856722 
-4.8 -4.7 0.0027946283 0.0027771738 0.0028144407 
-4.7 -4.6 0.0041769846 0.0041466031 0.0042127581 
-4.6 -4.5 0.0058823942 0.0058494798 0.0059469597 
-4.5 -4.4 0.0080872902 0.0080423286 0.0081875828 
-4.4 -4.3 0.010876318 0.010807714 0.010981547 
-4.3 -4.2 0.014115414 0.014047726 0.014247603 
-4.2 -4.1 0.017884195 0.01780693 0.018068428 
-4.1 -4.0 0.022410759 0.022291313 0.022607408 
-4.0 -3.9 0.027085 0.02695973 0.02737232 
-3.9 -3.8 0.032547154 0.03236143 0.032850429 
-3.8 -3.7 0.038426049 0.038238655 0.038799731 
-3.7 -3.6 0.04449822 0.044289389 0.044897092 
-3.6 -3.5 0.051137075 0.050848326 0.051596024 
-3.5 -3.4 0.058351857 0.05807442 0.058820338 
-3.4 -3.3 0.065404567 0.065056323 0.06601224 
-3.3 -3.2 0.073519443 0.073154645 0.074126593 
-3.2 -3.1 0.080953341 0.080635389 0.081579665 
-3.1 -3.0 0.08896188 0.088468406 0.089652448 
-3.0 -2.9 0.096625788 0.096161854 0.097440564 
-2.9 -2.8 0.10513556 0.10460693 0.10590474 
-2.8 -2.7 0.1126846 0.11217047 0.11350292 
-2.7 -2.6 0.12104462 0.12044601 0.12193632 
-2.6 -2.5 0.12873786 0.12819948 0.12965975 
-2.5 -2.4 0.13650699 0.13585134 0.13740263 
-2.4 -2.3 0.14442406 0.14381161 0.14541258 
-2.3 -2.2 0.15149506 0.15086064 0.15245651 
-2.2 -2.1 0.15964393 0.15894147 0.1605376 
-2.1 -2.0 0.16592578 0.16526882 0.16706008 
-2.0 -1.9 0.17286267 0.17214112 0.17382024 
-1.9 -1.8 0.17972697 0.17896253 0.18076876 
-1.8 -1.7 0.18547007 0.18476876 0.18659008 
-1.7 -1.6 0.19170832 0.1908703 0.19278455 
-1.6 -1.5 0.19749784 0.19685639 0.19860319 
-1.5 -1.4 0.20336031 0.20261288 0.20445072 
-1.4 -1.3 0.2084306 0.2075591 0.20954273 
-1.3 -1.2 0.21265638 0.21183427 0.21374686 
-1.2 -1.1 0.21693347 0.21622313 0.21801936 
-1.1 -1.0 0.22087083 0.22006794 0.22201552 
-1.0 -0.9 0.22502631 0.22418986 0.22604378 
-0.9 -0.8 0.22805749 0.22724956 0.22922122 
-0.8 -0.7 0.23082878 0.23004694 0.23197328 
-0.7 -0.6 0.23378062 0.23293094 0.23481207 
-0.6 -0.5 0.23596218 0.2350844 0.23710278 
-0.5 -0.4 0.23748716 0.23667803 0.23870858 
-0.4 -0.3 0.23893244 0.2381204 0.2399577 
-0.3 -0.2 0.24018716 0.23940819 0.2412445 
-0.2 -0.1 0.24127536 0.24048085 0.2424375 
-0.1 0.0 0.24201151 0.24112059 0.2430725 
0.0 0.1 0.24162945 0.24082962 0.24275793 
0.1 0.2 0.2413243 0.24051517 0.24245778 
0.2 0.3 0.23989689 0.23902744 0.24094869 
0.3 0.4 0.23946007 0.2385955 0.24053608 
0.4 0.5 0.23792372 0.23714169 0.23912659 
0.5 0.6 0.23580901 0.23503155 0.23688012 
0.6 0.7 0.23388489 0.23301333 0.23493381 
0.7 0.8 0.23095723 0.2301706 0.23213631 
0.8 0.9 0.22876519 0.22795744 0.22987782 
0.9 1.0 0.22533526 0.22452189 0.22646403 
1.0 1.1 0.2205973 0.21982178 0.22167158 
1.1 1.2 0.21727966 0.2164651 0.21838773 
1.2 1.3 0.2128916 0.21207838 0.21397621 
1.3 1.4 0.20796883 0.20720107 0.20904142 
1.4 1.5 0.20303512 0.20229908 0.20417893 
1.5 1.6 0.19803601 0.19723451 0.1990999 
1.6 1.7 0.19187511 0.19111187 0.19301856 
1.7 1.8 0.18549033 0.18478531 0.18651343 
1.8 1.9 0.17966216 0.17890193 0.18076397 
1.9 2.0 0.17290363 0.17219327 0.17386584 
2.0 2.1 0.16624406 0.16556227 0.1673109 
2.1 2.2 0.15903579 0.15832531 0.1600207 
2.2 2.3 0.15234881 0.15170715 0.15337759 
2.3 2.4 0.14477155 0.14415193 0.14568416 
2.4 2.5 0.13633471 0.13571205 0.13728286 
2.5 2.6 0.12889161 0.12827773 0.12978389 
2.6 2.7 0.12087832 0.12031311 0.12173668 
2.7 2.8 0.11291694 0.11241674 0.11375609 
2.8 2.9 0.10457821 0.10408226 0.10537822 
2.9 3.0 0.097137811 0.09667985 0.097876173 
3.0 3.1 0.088880703 0.088425821 0.089573098 
3.1 3.2 0.081046315 0.080667564 0.081707713 
3.2 3.3 0.073080264 0.072698685 0.073663322 
3.3 3.4 0.065611132 0.065288055 0.066210598 
3.4 3.5 0.058120734 0.057812044 0.058634565 
3.5 3.6 0.051039549 0.050791148 0.051457522 
3.6 3.7 0.04473632 0.044497848 0.045157496 
3.7 3.8 0.038500478 0.038293738 0.038879862 
3.8 3.9 0.0324934 0.032319653 0.032805352 
3.9 4.0 0.027161056 0.027048923 0.027405294 
4.0 4.1 0.022210683 0.022113764 0.022424194 
4.1 4.2 0.017949549 0.017858278 0.018153737 
4.2 4.3 0.014237047 0.014179775 0.014391179 
4.3 4.4 0.01091678 0.010833936 0.011005544 
4.4 4.5 0.0081441689 0.0081055166 0.008242172 
4.5 4.6 0.0059583901 0.0059172598 0.0060201448 
4.6 4.7 0.0041771075 0.0041528164 0.004212162 
4.7 4.8 0.0027299079 0.002718013 0.002753256 
4.8 4.9 0.0017522262 0.0017374851 0.0017758962 
4.9 5.0 0.001084606 0.0010780843 0.0010972016 


# NNLO mHH {ptmin, ptmax, center, min, max}
0.0 200.0 0.0 0.0 0.0 
200.0 400.0 0.0039939573 0.0039767821 0.0040188984 
400.0 600.0 0.0015054991 0.0015000072 0.0015138155 
600.0 800.0 0.0004273763 0.0004260286 0.00042939219 
800.0 1000.0 0.00016737668 0.00016690856 0.00016809689 
1000.0 1200.0 8.0395669e-05 8.0200668e-05 8.0710339e-05 
1200.0 1400.0 4.4095521e-05 4.3978004e-05 4.4254477e-05 
1400.0 1600.0 2.6924813e-05 2.6860067e-05 2.7058692e-05 
1600.0 1800.0 1.7340001e-05 1.729839e-05 1.7378511e-05 
1800.0 2000.0 1.180571e-05 1.1763094e-05 1.1848294e-05 


# NNLO phiHH {ptmin, ptmax, center, min, max}
0.0 0.31415927 0.20958687 0.20894923 0.21056096 
0.31415927 0.62831853 0.2085861 0.20791053 0.20954258 
0.62831853 0.9424778 0.21286758 0.21222085 0.21393609 
0.9424778 1.2566371 0.22738819 0.22660386 0.22849339 
1.2566371 1.5707963 0.25492219 0.25403409 0.25622406 
1.5707963 1.8849556 0.30181356 0.30072482 0.30342606 
1.8849556 2.1991149 0.37985899 0.3783699 0.38201174 
2.1991149 2.5132741 0.50608635 0.5041011 0.50907094 
2.5132741 2.8274334 0.71384587 0.71082238 0.7182885 
2.8274334 3.1415927 1.0069651 1.0023111 1.0137148 


# NNLO ptH_h {ptmin, ptmax, center, min, max}
0.0 30.0 0.00030276569 0.00030059947 0.00030555435 
30.0 60.0 0.0028840875 0.0028675898 0.0029076852 
60.0 90.0 0.0062583004 0.0062268408 0.0063029557 
90.0 120.0 0.007484587 0.007451743 0.0075329532 
120.0 150.0 0.0067362715 0.0067096552 0.0067754767 
150.0 180.0 0.0052666028 0.0052476291 0.0052947423 
180.0 210.0 0.0038331233 0.0038201855 0.0038524108 
210.0 240.0 0.0026968482 0.0026890097 0.0027097493 
240.0 270.0 0.0018772061 0.0018716094 0.0018849504 
270.0 300.0 0.0013016446 0.0012980692 0.0013074096 


# NNLO yH_h {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.003740289 0.0037284019 0.003786796 
-4.9 -4.8 0.0050480333 0.0050203468 0.0050893742 
-4.8 -4.7 0.0067841879 0.0067465186 0.0068306602 
-4.7 -4.6 0.0087533814 0.00870722 0.0088452345 
-4.6 -4.5 0.011137388 0.011088013 0.011254539 
-4.5 -4.4 0.014059325 0.014009079 0.014184824 
-4.4 -4.3 0.017432886 0.017340937 0.017589907 
-4.3 -4.2 0.021235408 0.021122622 0.021441051 
-4.2 -4.1 0.025460781 0.025317448 0.025694638 
-4.1 -4.0 0.029836885 0.029688088 0.030105957 
-4.0 -3.9 0.034609035 0.034445568 0.0349428 
-3.9 -3.8 0.040219989 0.040025789 0.040580425 
-3.8 -3.7 0.045951749 0.045735878 0.046339569 
-3.7 -3.6 0.052129246 0.051837454 0.052551634 
-3.6 -3.5 0.058400843 0.058136648 0.058864459 
-3.5 -3.4 0.065082863 0.064747721 0.065627353 
-3.4 -3.3 0.071741493 0.071430765 0.072354852 
-3.3 -3.2 0.078953547 0.078580704 0.079554472 
-3.2 -3.1 0.08586193 0.085445521 0.086576861 
-3.1 -3.0 0.092938316 0.092465328 0.093506918 
-3.0 -2.9 0.10065937 0.10021025 0.10146685 
-2.9 -2.8 0.10776296 0.10727878 0.10853541 
-2.8 -2.7 0.11516279 0.11461126 0.11597625 
-2.7 -2.6 0.12230766 0.12178577 0.12320748 
-2.6 -2.5 0.1298462 0.12925559 0.13066678 
-2.5 -2.4 0.13636963 0.1357446 0.13726743 
-2.4 -2.3 0.14423419 0.14367732 0.14518331 
-2.3 -2.2 0.1502895 0.14968414 0.15123397 
-2.2 -2.1 0.15760253 0.15695758 0.15850925 
-2.1 -2.0 0.16387901 0.16321973 0.16487511 
-2.0 -1.9 0.17004367 0.16933986 0.17108923 
-1.9 -1.8 0.17597528 0.17521667 0.17700305 
-1.8 -1.7 0.18194849 0.18119234 0.18297654 
-1.7 -1.6 0.18709557 0.18641515 0.18812801 
-1.6 -1.5 0.19227574 0.19157597 0.1933264 
-1.5 -1.4 0.19763233 0.19689321 0.19874659 
-1.4 -1.3 0.20211225 0.2012301 0.20313703 
-1.3 -1.2 0.20655016 0.2058765 0.20763269 
-1.2 -1.1 0.21061265 0.20974624 0.21173612 
-1.1 -1.0 0.21385265 0.21315727 0.21490264 
-1.0 -0.9 0.21734152 0.21649958 0.21845931 
-0.9 -0.8 0.2204558 0.21975572 0.22141344 
-0.8 -0.7 0.22314045 0.22228558 0.2243316 
-0.7 -0.6 0.2257588 0.22492608 0.22684442 
-0.6 -0.5 0.22791871 0.22716589 0.22895928 
-0.5 -0.4 0.22964869 0.22882372 0.23075608 
-0.4 -0.3 0.23134084 0.23054951 0.23243282 
-0.3 -0.2 0.2319682 0.23114301 0.2330799 
-0.2 -0.1 0.23234466 0.23157132 0.23350846 
-0.1 0.0 0.23329637 0.23245782 0.2343472 
0.0 0.1 0.23346867 0.23265166 0.23452777 
0.1 0.2 0.23246663 0.23166523 0.23352628 
0.2 0.3 0.23116498 0.23039181 0.23231021 
0.3 0.4 0.23148442 0.23060167 0.23248107 
0.4 0.5 0.22942181 0.2286908 0.23031022 
0.5 0.6 0.22790562 0.2270991 0.22924625 
0.6 0.7 0.22626712 0.2254175 0.22731954 
0.7 0.8 0.22358659 0.22279504 0.22471491 
0.8 0.9 0.22077003 0.21998582 0.22190622 
0.9 1.0 0.21774101 0.21688275 0.21867605 
1.0 1.1 0.21394941 0.21319122 0.21511943 
1.1 1.2 0.21095869 0.21017113 0.2120533 
1.2 1.3 0.2063264 0.20561447 0.20738472 
1.3 1.4 0.2022232 0.20147666 0.20338264 
1.4 1.5 0.19781524 0.19703595 0.19883104 
1.5 1.6 0.19200522 0.19120258 0.19309965 
1.6 1.7 0.18749421 0.18683905 0.18854138 
1.7 1.8 0.18197107 0.18117271 0.18297361 
1.8 1.9 0.17607396 0.17546406 0.17707431 
1.9 2.0 0.17031783 0.16960368 0.17132096 
2.0 2.1 0.16372553 0.16300577 0.16469691 
2.1 2.2 0.15725135 0.15666311 0.15822822 
2.2 2.3 0.15100216 0.15036774 0.15191222 
2.3 2.4 0.14388756 0.14325722 0.14484623 
2.4 2.5 0.13720853 0.13658643 0.1381461 
2.5 2.6 0.12966693 0.129099 0.1305014 
2.6 2.7 0.12274754 0.12217216 0.12359753 
2.7 2.8 0.11498106 0.11448508 0.11580619 
2.8 2.9 0.10808713 0.10758413 0.10884135 
2.9 3.0 0.099962307 0.099512366 0.10065138 
3.0 3.1 0.0932843 0.092897237 0.094093546 
3.1 3.2 0.085943149 0.085514418 0.086576061 
3.2 3.3 0.078629587 0.078243562 0.079231013 
3.3 3.4 0.072016315 0.071665925 0.072597028 
3.4 3.5 0.064700719 0.064374823 0.065215522 
3.5 3.6 0.058365595 0.058079704 0.058868238 
3.6 3.7 0.052098426 0.051836578 0.05250086 
3.7 3.8 0.045862064 0.045617623 0.046282889 
3.8 3.9 0.040302056 0.040144346 0.040693529 
3.9 4.0 0.034796811 0.034593201 0.035071685 
4.0 4.1 0.029860734 0.02971111 0.030134193 
4.1 4.2 0.025180422 0.025078427 0.025422705 
4.2 4.3 0.021217169 0.021114511 0.021433094 
4.3 4.4 0.017362483 0.017281945 0.017507825 
