# create_lambda_band.py -l -3.0 -n3lo
# N3LO cross-section {center, min, max}
0.11308683 0.11304804 0.11320986 


# N3LO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 0.00032405805 0.00032383613 0.00032463966 
30.0 60.0 0.0007448861 0.00074451435 0.00074596695 
60.0 90.0 0.00078525155 0.00078497401 0.00078617381 
90.0 120.0 0.00062594852 0.00062577066 0.00062653313 
120.0 150.0 0.00043878455 0.00043868983 0.00043913405 
150.0 180.0 0.00028979611 0.00028973989 0.0002899976 
180.0 210.0 0.00018735439 0.00018731475 0.00018747618 
210.0 240.0 0.00012085415 0.00012082187 0.00012092684 
240.0 270.0 7.875549e-05 7.8733428e-05 7.8817004e-05 
270.0 300.0 5.2063156e-05 5.2042082e-05 5.2099619e-05 


# N3LO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.0 0.0 0.0 
-4.9 -4.8 0.0 0.0 0.0 
-4.8 -4.7 0.0 0.0 0.0 
-4.7 -4.6 1.072261e-12 8.1231327e-13 2.0800761e-12 
-4.6 -4.5 1.1193371e-09 1.030774e-09 1.2146708e-09 
-4.5 -4.4 2.9776826e-08 2.949793e-08 3.1433538e-08 
-4.4 -4.3 2.424558e-07 2.3423136e-07 2.4677898e-07 
-4.3 -4.2 1.2816696e-06 1.2671046e-06 1.2824641e-06 
-4.2 -4.1 4.4662557e-06 4.4427496e-06 4.5088392e-06 
-4.1 -4.0 1.3101209e-05 1.3023967e-05 1.312749e-05 
-4.0 -3.9 3.2264325e-05 3.2184718e-05 3.2355517e-05 
-3.9 -3.8 6.7175773e-05 6.7072939e-05 6.7383114e-05 
-3.8 -3.7 0.000130391 0.00012998947 0.00013057585 
-3.7 -3.6 0.00023336678 0.00023289282 0.00023356744 
-3.6 -3.5 0.0003759669 0.0003755346 0.00037659609 
-3.5 -3.4 0.00059007925 0.00058923756 0.00059174665 
-3.4 -3.3 0.00088150148 0.00088063166 0.00088198835 
-3.3 -3.2 0.0012494288 0.001247931 0.0012522234 
-3.2 -3.1 0.0017130496 0.0017106282 0.0017158493 
-3.1 -3.0 0.0022763602 0.0022744235 0.0022811633 
-3.0 -2.9 0.0029352105 0.0029327388 0.0029411286 
-2.9 -2.8 0.0036901939 0.0036876579 0.0036973143 
-2.8 -2.7 0.004552962 0.0045477825 0.0045609506 
-2.7 -2.6 0.0054912571 0.005486768 0.0055008111 
-2.6 -2.5 0.0065547525 0.0065510554 0.0065695084 
-2.5 -2.4 0.0076550314 0.0076499897 0.0076653478 
-2.4 -2.3 0.008871499 0.0088647215 0.0088863337 
-2.3 -2.2 0.010089965 0.010085402 0.010108032 
-2.2 -2.1 0.011350945 0.01134344 0.011369355 
-2.1 -2.0 0.012685374 0.012678575 0.012703222 
-2.0 -1.9 0.013994085 0.0139872 0.014010703 
-1.9 -1.8 0.015325585 0.015319439 0.015353108 
-1.8 -1.7 0.016702622 0.016694161 0.016718951 
-1.7 -1.6 0.01799211 0.017983904 0.018019445 
-1.6 -1.5 0.019284216 0.019278661 0.019307959 
-1.5 -1.4 0.02050854 0.020496668 0.020528207 
-1.4 -1.3 0.021713724 0.021710238 0.021741634 
-1.3 -1.2 0.022921861 0.022911253 0.022945163 
-1.2 -1.1 0.023936302 0.023929263 0.023959856 
-1.1 -1.0 0.02497031 0.024961038 0.024996882 
-1.0 -0.9 0.025881982 0.025871995 0.025904456 
-0.9 -0.8 0.026772272 0.026763711 0.026800215 
-0.8 -0.7 0.02748373 0.027476484 0.027506175 
-0.7 -0.6 0.028231475 0.028223637 0.028258388 
-0.6 -0.5 0.028778823 0.028768627 0.028802928 
-0.5 -0.4 0.029282954 0.02927551 0.029308073 
-0.4 -0.3 0.029678732 0.02966978 0.029702814 
-0.3 -0.2 0.029989086 0.029980624 0.030012963 
-0.2 -0.1 0.030173122 0.030162137 0.030194782 
-0.1 0.0 0.030256626 0.030249811 0.03028216 
0.0 0.1 0.030296592 0.030287654 0.030321009 
0.1 0.2 0.030162262 0.03015127 0.030186512 
0.2 0.3 0.030010445 0.029999576 0.030034392 
0.3 0.4 0.029680999 0.029671714 0.029704873 
0.4 0.5 0.02934964 0.029339727 0.029373297 
0.5 0.6 0.028794969 0.028788254 0.028821472 
0.6 0.7 0.028249997 0.02824084 0.028275667 
0.7 0.8 0.027503208 0.027493419 0.027523611 
0.8 0.9 0.026756976 0.026751051 0.026787707 
0.9 1.0 0.025872291 0.025862524 0.025892861 
1.0 1.1 0.024947483 0.024937392 0.024968707 
1.1 1.2 0.023944404 0.023937988 0.023972557 
1.2 1.3 0.022910725 0.022903071 0.022935184 
1.3 1.4 0.021704084 0.021696127 0.021729724 
1.4 1.5 0.020507353 0.020500662 0.020530423 
1.5 1.6 0.01931344 0.01930693 0.019339795 
