# create_lambda_band.py -l -1 -e 100 -nlo
# NLO cross-section {center, min, max}
0.3357045 0.33158971 0.34070135 


# NLO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 0.00084363223 0.00082516712 0.00086164347 
30.0 60.0 0.0020086798 0.0019730894 0.002047052 
60.0 90.0 0.0022212772 0.0021908587 0.0022583283 
90.0 120.0 0.0018547378 0.0018332987 0.0018817806 
120.0 150.0 0.0013557428 0.0013422724 0.0013735738 
150.0 180.0 0.00092746328 0.0009189283 0.0009383227 
180.0 210.0 0.00062043703 0.00061537782 0.00062697845 
210.0 240.0 0.00041175585 0.00040878318 0.00041558401 
240.0 270.0 0.00027573993 0.00027373969 0.00027825753 
270.0 300.0 0.000186369 0.00018519578 0.00018794033 


# NLO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.00022429089 0.00021520983 0.00022791187 
-4.9 -4.8 0.00036950172 0.00036239319 0.0003832879 
-4.8 -4.7 0.00059954132 0.00058052333 0.00061130923 
-4.7 -4.6 0.00090804612 0.00088322448 0.00092895246 
-4.6 -4.5 0.0012934822 0.0012524156 0.0013254444 
-4.5 -4.4 0.0018150225 0.0017647153 0.0018596143 
-4.4 -4.3 0.0024270402 0.0023599931 0.0024889097 
-4.3 -4.2 0.0031544611 0.0030566113 0.0032241661 
-4.2 -4.1 0.0041257746 0.0040168559 0.0042070434 
-4.1 -4.0 0.005142108 0.005011867 0.0052600746 
-4.0 -3.9 0.0062908081 0.0061148843 0.006427142 
-3.9 -3.8 0.0075855761 0.0073973266 0.0077490061 
-3.8 -3.7 0.0090918983 0.008842749 0.0092462401 
-3.7 -3.6 0.010581251 0.010346313 0.010814011 
-3.6 -3.5 0.012262638 0.011975622 0.0124718 
-3.5 -3.4 0.014102965 0.013791661 0.014363001 
-3.4 -3.3 0.015927365 0.015599125 0.016233105 
-3.3 -3.2 0.018009212 0.017604186 0.018305699 
-3.2 -3.1 0.019993762 0.019598754 0.020355586 
-3.1 -3.0 0.022131452 0.021669751 0.022537018 
-3.0 -2.9 0.024282364 0.023824168 0.024684533 
-2.9 -2.8 0.026466999 0.025950374 0.026953303 
-2.8 -2.7 0.028577128 0.028136876 0.02904406 
-2.7 -2.6 0.030826765 0.030304411 0.031355527 
-2.6 -2.5 0.032989943 0.032430618 0.033534872 
-2.5 -2.4 0.03528476 0.034747684 0.035883674 
-2.4 -2.3 0.037314887 0.036757683 0.037958001 
-2.3 -2.2 0.039654708 0.039070892 0.040302025 
-2.2 -2.1 0.041631891 0.04104935 0.042259295 
-2.1 -2.0 0.04374994 0.043145819 0.044431351 
-2.0 -1.9 0.045671782 0.045077686 0.046402207 
-1.9 -1.8 0.047584442 0.04694272 0.04829138 
-1.8 -1.7 0.04944709 0.048888452 0.050210275 
-1.7 -1.6 0.051242048 0.050579027 0.052003871 
-1.6 -1.5 0.053128377 0.052517998 0.053942248 
-1.5 -1.4 0.054637399 0.053965487 0.055420917 
-1.4 -1.3 0.056208168 0.055606276 0.057019114 
-1.3 -1.2 0.057705191 0.057114543 0.058566669 
-1.2 -1.1 0.058978826 0.058390416 0.059774955 
-1.1 -1.0 0.060220128 0.059593838 0.061063281 
-1.0 -0.9 0.061335909 0.060733832 0.062173753 
-0.9 -0.8 0.062278138 0.061714429 0.063136454 
-0.8 -0.7 0.06315745 0.062535134 0.064015408 
-0.7 -0.6 0.06412509 0.063536447 0.064991825 
-0.6 -0.5 0.064682913 0.064059936 0.065586228 
-0.5 -0.4 0.065475389 0.06490092 0.066317884 
-0.4 -0.3 0.065816359 0.065236737 0.066731291 
-0.3 -0.2 0.066193554 0.065643057 0.067074766 
-0.2 -0.1 0.066521467 0.06588197 0.067401639 
-0.1 0.0 0.066624126 0.066067238 0.067471395 
0.0 0.1 0.066489738 0.065911618 0.06739758 
0.1 0.2 0.06657586 0.065955402 0.067444864 
0.2 0.3 0.066042545 0.065513439 0.06691719 
0.3 0.4 0.065917988 0.065313455 0.066777521 
0.4 0.5 0.065399503 0.064819368 0.066323511 
0.5 0.6 0.064795547 0.064200921 0.065670578 
0.6 0.7 0.064117184 0.063558307 0.06496026 
