# create_lambda_band.py -l 8.0 -n3lo
# N3LO cross-section {center, min, max}
0.20697956 0.20691143 0.20719668 


# N3LO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 0.00052002376 0.00051970478 0.00052094714 
30.0 60.0 0.0012170242 0.001216466 0.0012187532 
60.0 90.0 0.0013273283 0.0013268996 0.0013289027 
90.0 120.0 0.001106682 0.0011063803 0.0011077129 
120.0 150.0 0.00081802591 0.00081783154 0.0008186508 
150.0 180.0 0.00057199926 0.00057186943 0.00057241296 
180.0 210.0 0.00039279588 0.00039273575 0.00039305509 
210.0 240.0 0.00026915845 0.00026909359 0.00026933759 
240.0 270.0 0.00018535083 0.00018530719 0.00018548813 
270.0 300.0 0.00012969332 0.00012965643 0.00012976377 


# N3LO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.0 0.0 0.0 
-4.9 -4.8 0.0 0.0 0.0 
-4.8 -4.7 0.0 0.0 0.0 
-4.7 -4.6 2.2097183e-12 1.854113e-12 2.9975415e-12 
-4.6 -4.5 2.3394746e-09 2.1771179e-09 2.3394746e-09 
-4.5 -4.4 6.3638105e-08 6.314858e-08 6.4882498e-08 
-4.4 -4.3 5.4889751e-07 5.4529576e-07 5.5912215e-07 
-4.3 -4.2 2.8977099e-06 2.8705885e-06 2.9143083e-06 
-4.2 -4.1 9.9828377e-06 9.9391143e-06 1.0011033e-05 
-4.1 -4.0 2.9571597e-05 2.9443893e-05 2.9580272e-05 
-4.0 -3.9 7.081957e-05 7.0525182e-05 7.1023827e-05 
-3.9 -3.8 0.00014864924 0.00014851646 0.00014893696 
-3.8 -3.7 0.00028244321 0.00028209384 0.00028279223 
-3.7 -3.6 0.00049342722 0.00049239508 0.00049389835 
-3.6 -3.5 0.00080282665 0.0008016701 0.00080400985 
-3.5 -3.4 0.0012499144 0.0012485534 0.0012519528 
-3.4 -3.3 0.001844559 0.0018427939 0.0018476137 
-3.3 -3.2 0.0025850126 0.002581584 0.0025902772 
-3.2 -3.1 0.0034919165 0.0034878888 0.003496856 
-3.1 -3.0 0.0046319226 0.004628125 0.0046441789 
-3.0 -2.9 0.0059287952 0.0059235696 0.0059398555 
-2.9 -2.8 0.0073457958 0.0073390679 0.0073586715 
-2.8 -2.7 0.0090108602 0.0090050509 0.0090277788 
-2.7 -2.6 0.010852229 0.010845885 0.010871517 
-2.6 -2.5 0.012791909 0.012780385 0.012813768 
-2.5 -2.4 0.014863574 0.014855614 0.014887922 
-2.4 -2.3 0.017009841 0.017000093 0.017041123 
-2.3 -2.2 0.019323784 0.019314338 0.019353625 
-2.2 -2.1 0.021620559 0.021608653 0.02165242 
-2.1 -2.0 0.023921644 0.023913855 0.023954918 
-2.0 -1.9 0.026319858 0.026303221 0.026354525 
-1.9 -1.8 0.028718202 0.028708833 0.028756342 
-1.8 -1.7 0.030965438 0.030952627 0.031003311 
-1.7 -1.6 0.033373921 0.033363808 0.033417844 
-1.6 -1.5 0.035543484 0.035524275 0.035579744 
-1.5 -1.4 0.037649901 0.037638867 0.037689768 
-1.4 -1.3 0.039729298 0.039713098 0.039779999 
-1.3 -1.2 0.041748425 0.041738316 0.041787031 
-1.2 -1.1 0.043452365 0.0434373 0.043497009 
-1.1 -1.0 0.045209086 0.045197475 0.045247525 
-1.0 -0.9 0.046824792 0.046808068 0.046869244 
-0.9 -0.8 0.04809704 0.048084702 0.048136809 
-0.8 -0.7 0.049565754 0.049550463 0.049611294 
-0.7 -0.6 0.050624395 0.050609027 0.050664719 
-0.6 -0.5 0.051578023 0.051567365 0.051617629 
-0.5 -0.4 0.05248157 0.052462279 0.052530332 
-0.4 -0.3 0.053044249 0.053023632 0.053080155 
-0.3 -0.2 0.053525481 0.053511543 0.053566783 
